fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.43139486281457484,0.10064883937693996,0.6666666666666667,0.4874903889101838,0.09681003458470822,7.421609360842112e-09,6.110959934111197e-09,2.155104245019302e-05,0.7970164032887288,1.0,1.2197274440461925e-19,0.24324324324324326,0.41176470588235287,0.05314009661835749,0.0,0.25443721521420615,0.3111643253577818,0.24964139152747317,0.0,0.24087671305417882,0.33479784799450185,0.2932735001298824,0.40767282205535316,0.28340543693969816,0.36318016316356727,0.29177888643346084,0.43429504995859625,0.2502678059935624,0.3910969905571605,0.376936749948721,0.7162938462135855,0.05793450881612085,1.7104070525632286e-07,0.09915014164305942,0.5600000000000002,0.928806813364159,0.7334356844962029,0.9129392906377463,0.34309706487857805,0.5237254417564672,0.1668655844578606,0.1898407304549264,0.1742085090142239,0.24809746162475094,0.17902657900101526,0.19013153557950563
1,1,1,1,0.39202257635142235,0.049398606551020394,0.0,0.6679993321313861,0.09681003079891602,4.129087508234686e-09,6.409874696402286e-09,4.4195964010755255e-05,0.8633349374987819,1.0,7.453889935837843e-20,0.37837837837837834,0.2941176470588235,0.1238471673254282,0.0,0.32695518207863966,0.3520249559885262,0.2783881218051995,0.0,0.2215127058741007,0.2994332033230069,0.33292614350160743,0.8356442631801326,0.4357661983896274,0.4923043534962198,0.454399849891188,0.8262151167646541,0.2988143732747039,0.46059104525243516,0.5257911056077262,0.8311866538069232,0.037783375314861464,1.0035999976336652e-07,0.08498583569405094,0.6,0.8058796963245122,0.7177099402972527,0.9077710456612513,0.4290558793181617,0.4522676059359544,0.15916874976796264,0.18076399385644387,0.1729938086926065,0.2356395255670773,0.1710396744725204,0.17653728996485463
1,1,2,1,0.425187935648067,0.06930210277433008,0.3333333333333333,0.571276590845349,0.09681002942543307,3.223239543147973e-08,4.710132256003717e-09,4.572958405275118e-07,0.8761611540263352,1.0,1.2197274440461925e-19,0.43243243243243246,0.2647058823529412,0.15797101449275364,0.0,0.2869220598734746,0.24473315760104805,0.2374738345082416,0.0,0.2180285504019468,0.23311834732196762,0.23386822791880546,0.5565515446538938,0.34675392242814507,0.34416436160013913,0.33096155982866293,0.5492600873507969,0.24926043389298005,0.33515118495563695,0.36472593946924176,0.6438293262388635,0.03274559193954657,9.070455647464191e-08,0.09631728045325783,0.44000000000000006,0.9059697189702821,0.7730630860799761,0.8416079894329007,0.33947198701274583,0.5044571016063814,0.07145109816136948,0.13364706399425058,0.08399335367250184,0.279000427239639,0.1078555607769862,0.11371803119292188
1,1,3,1,0.39667327012309117,0.06215893553414867,0.0,0.3361295907863215,0.09681002915927311,1.2555564784159634e-08,3.792883184728007e-09,5.570120662999368e-06,0.7928848930656751,1.0,1.1519648082658485e-19,0.43243243243243246,0.23529411764705876,0.17713365539452497,0.0,0.16452154889934675,0.22155800076127988,0.21034895365211342,0.0,0.12753803620581344,0.22309609238339395,0.24032723757510488,0.6155900990075576,0.2631228377952973,0.3424689788941482,0.3286935950655542,0.5918485433828209,0.18437482284038964,0.3401279408005401,0.384961249839969,0.6619722237074235,0.017632241813601957,1.2193265220795852e-07,0.10198300283286114,0.4,0.9545351142926098,0.7868468896365273,0.9096287318591898,0.4069121897001049,0.43811553408777293,0.052057962161364046,0.05716280461598315,0.05635581983827147,0.0737310449401982,0.0584032083264267,0.06258987226716423
1,1,4,1,0.5493340524045331,0.19250896504112186,0.6666666666666667,0.476680380757998,0.09681003249218323,1.430984790964057e-08,3.988078415982694e-09,4.777925131919938e-06,0.8723288672547493,1.0,7.453889935837843e-20,0.5945945945945947,0.4411764705882353,0.13134057971014493,0.0,0.22467342295428394,0.32541639075592665,0.2996733540329835,0.0,0.16595692183944263,0.33583512156729944,0.35305540343812514,0.6035859268724444,0.30758579069955494,0.42141045293700213,0.39898296552576845,0.6117885071854523,0.21912166023108506,0.4334686510039109,0.4793399572905778,0.7581653158197958,0.01259445843828716,1.0035999976336652e-07,0.0793201133144476,0.4,0.9001676563979485,0.8333772170477598,0.9399923914103361,0.292105019963949,0.6042091994473556,0.039096753311280416,0.12215859373210543,0.06683321247570016,0.2718248483843338,0.053895356223177454,0.09497185521234873
1,1,5,1,0.4917606709425565,0.12455045758379434,0.6666666666666667,0.6728093103165181,0.09681003166093581,1.0683352814944156e-08,5.612203675100156e-09,1.2315365946635435e-05,0.9098562844720207,1.0,1.6059744679941534e-18,0.37837837837837834,0.08823529411764705,0.3659420289855072,0.0,0.17769389695314655,0.20652929513887217,0.10582430959032035,0.0,0.16320142400243862,0.24470247627641328,0.13817844886668107,0.7446899092131785,0.3112605348911256,0.36982728574767176,0.29726612807748665,0.751891473285788,0.24609305212845464,0.40421742403667704,0.37156181374604763,0.7536014007093981,0.01259445843828716,5.014122390127846e-08,0.050991501416430635,0.44000000000000006,0.8341176464176713,0.7574511334751368,0.9408600080574843,0.3458198193249481,0.6311313689432024,9.999986949615902e-13,0.008982056471753472,0.007073387573826612,0.04656702586066974,0.0040277286415468655,0.021120905009421043
1,1,6,1,0.401012712403652,0.057051482084006504,0.0,0.48015825122783246,0.09681003020526692,1.0454359277461434e-08,5.151799342895416e-09,1.1374279553586792e-05,0.7132164102989388,1.0,1.4907779871675686e-19,0.43243243243243246,0.2941176470588235,0.1422924901185771,0.0,0.2290738906555847,0.2576640402165598,0.17403410155464633,0.0,0.19462773137410336,0.26696744012540774,0.1980021377062554,0.7241089425383074,0.34249195086155376,0.40041488534740544,0.3401631737580994,0.7197021472832437,0.26174645665765395,0.41036267028279116,0.4001150766974588,0.8244721496796219,0.03274559193954657,1.3396082287426864e-07,0.09915014164305942,0.5600000000000002,0.9298247150026379,0.7875846077891655,0.9329809590013951,0.4551662462003684,0.5093822449944256,0.13021491668805674,0.1660735684921561,0.14467536129275427,0.2529602020235406,0.14266179133117862,0.17215284584372564
1,1,7,1,0.2934726468179521,0.007173199458283947,0.0,0.20687751097456253,0.09681002753349272,2.098420142951761e-09,2.6326254033793244e-09,3.777457087497369e-05,0.6953390553397221,1.0,4.0657581468206416e-20,0.5135135135135136,0.32352941176470584,0.15458937198067635,0.0,0.22606658319155723,0.2274638218431553,0.17203789259305796,0.0,0.15982925162698675,0.23199435547364378,0.1599537256265927,0.6858831866519073,0.3302855225037657,0.3675488781338685,0.32397697934481323,0.6420483648791404,0.22067849730530012,0.3623242874288528,0.3419216795773195,0.5377341879901951,0.030226700251889102,1.0368818542048184e-07,0.0934844192634561,0.4,0.906987124841271,0.8194627787118254,0.9065444712455877,0.17529053058663113,0.40421958225625276,0.06848688818610953,0.07641895696092983,0.07530239983816896,0.10216284270539548,0.07563463133783364,0.08805801237691875
1,1,8,1,0.48061860689549435,0.14064615592797086,0.3333333333333333,0.48747584800525107,0.09681002541844944,3.7975159853010285e-09,6.101570443722251e-09,4.601690567110053e-05,0.7922976257277295,1.0,7.453889935837843e-20,0.3243243243243242,0.14705882352941174,0.20531400966183574,0.0,0.20661979039233355,0.21962920175503783,0.16653987645920149,0.0,0.16352872888589945,0.21674547204943,0.2003714969276269,0.5914786383156263,0.28983858609798935,0.33382690957509265,0.28310282793942865,0.5960331215122008,0.21394542812250092,0.33644161901571285,0.3550411366557161,0.5472386494508295,0.037783375314861464,7.353872371391098e-08,0.0793201133144476,0.4,0.9079931706875058,0.8522454818905176,0.9334032934470764,0.2809701577649797,0.4989569026742663,0.0998430408470221,0.13761262107472483,0.11251918728003384,0.2335472427041222,0.11622801924944608,0.1359728058097256
1,1,9,1,0.4715031117141678,0.09579319058507106,0.0,0.6610463570415853,0.09681003109260025,1.5803385146884327e-08,7.472690217596399e-09,1.0452622570471505e-05,0.8509821014660296,1.0,7.453889935837843e-20,0.40540540540540543,0.32352941176470584,0.1207729468599034,0.0,0.32257450922740977,0.333871589556151,0.20516367418725429,0.0,0.25863397769090907,0.3398639986589321,0.23566388716543463,0.7110539000893368,0.4076179383030607,0.4523649601361963,0.35901342027144184,0.7374461689379948,0.30980520406789713,0.4655894508922384,0.43287929216211335,0.49751465395483385,0.037783375314861464,3.3620023164754417e-08,0.10764872521246459,0.4,0.8424375164635481,0.7117375516666287,0.9288755247451483,0.3983210161068228,0.6772873262866579,0.030977986746047625,0.05943491265683645,0.03923273857222606,0.14185555908281477,0.037786700452286645,0.06122802937559538
1,1,10,1,0.4180930239778251,0.06715809045137822,0.0,0.3745180266637557,0.09681002903009192,4.850284825879208e-09,5.072709612655299e-09,2.885713231253312e-05,0.6408929319455234,1.0,8.131516293641283e-20,0.43243243243243246,0.32352941176470584,0.12922705314009658,0.0,0.3175205062406813,0.3157842382774238,0.25601866178040894,0.0,0.2652597908844915,0.33263576472330586,0.2611603471741306,0.6992219651016414,0.4014768777799145,0.4363917516492323,0.39406556775579454,0.6799985476395454,0.30645373521749186,0.4470677322257192,0.43112222421858254,0.6309815886632506,0.03526448362720401,6.34627741402782e-08,0.0934844192634561,0.28,0.8760614870969717,0.8360107150219025,0.9444617714396191,0.20237748021397794,0.5669864075058736,0.04595441204969321,0.08709268740231073,0.05418823195849336,0.18335356428342275,0.05752548037484591,0.08189799818711475
