fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.2227710193367257,0.06489988663994296,0.625,0.68677574228305,0.013441848055514564,5.872418941713597e-09,8.006645527317393e-09,0.00035110712794433365,0.8668058242219389,0.9999999999999999,7.623296525288703e-21,0.3890339425587468,0.06690140845070422,0.35853517507227745,0.0005205848029572416,0.0007687615100771892,0.001017229161788732,0.0025678102558859143,0.0007692445232233487,0.0030139958867385196,0.003851628201707332,0.010122093878099401,0.5733972530927844,0.6314521773218987,0.6468891610129055,0.6834722009701553,0.7119081131813344,0.7400708069857319,0.7554336368017909,0.8362578675532288,0.3974851088464808,0.039548022598870025,1.9198604208348728e-07,0.09253731343283572,0.6162790697674418,0.6448993863902233,0.9302400089288596,0.9740160431381868,0.02064122094788523,0.8009448705520013,1.0,0.12669683257918551,0.10112359550561799,0.06238805970149253,0.513157894736842,0.13851351351351351,0.1765310492505353,0.3372042133246611,0.3372042320809097,0.3372042140642209,0.33720424846297986,0.33720421813345186,0.3372042804260324
1,1,1,1,0.20298786005459815,0.049358425358041504,0.5,0.7962746946796129,0.013441848401723073,3.4074199724774637e-10,6.3034447276426065e-09,0.0058487667360580895,0.8654911026264248,0.9999999999999999,1.0164395367051604e-20,0.37336814621409925,0.04929577464788733,0.43626726630260193,0.0004689987145808209,0.000715390310381944,0.0010614952432268794,0.003058678687324084,0.0005750094048707083,0.0023688989994299662,0.003422443249292266,0.010069605750817124,0.598321830032194,0.658948931037284,0.6752529026232156,0.7162807860218673,0.7108920301861318,0.7390103785559012,0.754364129320224,0.8350803100722755,0.3595951286090344,0.03107344632768362,6.618831011114361e-08,0.0805970149253731,0.5852713178294575,0.6576779758742548,0.9395909385356447,0.9718662990353393,0.028044442593880087,0.8299938160632819,1.0,0.11764705882352941,0.0853932584269663,0.07063519611246098,0.48245614035087736,0.07432432432432431,0.27664571389099946,0.32181430245650167,0.32181431384248643,0.3218143001012769,0.3218143230109451,0.3218143005260383,0.32181434426631966
1,1,2,1,0.20511095881543714,0.05460538859905989,0.375,0.6487626455443025,0.013441843101970998,1.516803464520242e-08,6.8448113287868925e-09,5.992623356000708e-05,0.826602931459785,0.9999999999999999,2.541098841762901e-20,0.32375979112271547,0.04225352112676055,0.43101509797622856,0.0008344249005989207,0.001352126353334098,0.0019578664611835084,0.005450628966878216,0.0003966260297932957,0.0018316113717497266,0.0026311513510290803,0.007833659519767023,0.5391888328321545,0.5937860479267459,0.6081718635552148,0.6394301679393438,0.6070381647011571,0.6309886934175888,0.6437285856056331,0.7099271482730451,0.43327169068983085,0.016949152542372906,2.7379649331743964e-07,0.17014925373134315,0.6511627906976745,0.6877059079124221,0.9478238692359926,0.9808554216502527,0.012421657938414016,0.7906025313817596,1.0,0.11764705882352941,0.07415730337078652,0.08091123330714849,0.5000000000000001,0.043918918918918914,0.4079229122055675,0.20006521386493709,0.20006528199992296,0.20006521689780893,0.20006533866286186,0.2000652173358613,0.20006545351448235
1,1,3,1,0.21180675167849758,0.05573803275813581,0.5,0.36340791458258925,0.013441841664043679,1.2033297407574451e-08,5.996464114641456e-09,7.560658205644745e-05,0.7435673815088946,0.9999999999999999,5.082197683525802e-21,0.3420365535248043,0.0704225352112676,0.30779114878054803,0.00046799850830052045,0.0006751259274236998,0.0010172994689222762,0.00382388379776124,0.0004343729277315547,0.0017147334906443522,0.0025445178705744043,0.010514656498852575,0.607296908980985,0.6688411571414343,0.6854470195208462,0.7282123083056766,0.7019783576023222,0.7297200751653248,0.7448367675276532,0.8244459361827905,0.40750586473472716,0.03107344632768362,3.187831047926889e-07,0.11641791044776117,0.624031007751938,0.6886592867499421,0.9525557046869815,0.9748858797261739,0.012907365287010142,0.7892819580411277,1.0,0.15384615384615385,0.06067415730337068,0.11427238805970155,0.5657894736842106,0.08783783783783766,0.2819210767818905,0.10477577756534955,0.1047757864078558,0.10477577940847844,0.10477579388379661,0.10477578111039655,0.10477580880233496
1,1,4,1,0.27586595546098036,0.10511075471103672,0.5,0.41540194472132097,0.013441845310797744,6.887209264848692e-10,5.920274430570603e-09,0.0026816011698014767,0.7124814885221984,0.9999999999999999,2.0328790734103208e-20,0.4281984334203656,0.0528169014084507,0.4672800697535679,0.0007237334831449589,0.0009007188727340714,0.0012483881117949115,0.0030902588508331425,0.0005907776431439894,0.0020330362082464104,0.002751694455600658,0.0068700724308547855,0.5879627284586456,0.6474954447507184,0.6634479914638572,0.7026319582914256,0.6854781397036512,0.7125344145330063,0.7272256531586342,0.8041973875184506,0.4273212557735344,0.016949152542372906,9.206087854356357e-08,0.11044776119402974,0.5968992248062017,0.700500823019061,0.9493305282380244,0.9837832032267879,0.03154663280863146,0.7855388715573843,1.0,0.11764705882352941,0.11235955056179776,0.05359565807327002,0.5087719298245615,0.08783783783783784,0.2556745182012848,0.09608963147058146,0.09608967586825727,0.09608963224870291,0.09608970935805743,0.09608962839529879,0.0960897891931143
1,1,5,1,0.3082155716402257,0.11702698851460354,0.75,0.7019447659415394,0.013441849086046629,3.745097032732088e-09,7.405609485239352e-09,0.0005485275742293236,0.8993380672370558,0.9999999999999999,1.0164395367051604e-20,0.3107049608355092,0.0704225352112676,0.2835503718895944,0.00021405577233120902,0.0003343041248513965,0.0004939989640202514,0.0013989648493793769,0.0001725723340783112,0.000754939296760685,0.001116469846312613,0.003172261726621243,0.6239036054776903,0.687151709136713,0.7042845292836353,0.7495302330244387,0.7022484896798106,0.7299878695764699,0.7450748637750075,0.8242573024073522,0.354390079811834,0.02259887005649712,5.684715466208531e-08,0.11044776119402974,0.624031007751938,0.6784912346486351,0.9586369779368795,0.9902993106977347,0.01753585658172857,0.8316130506322713,1.0,0.11764705882352941,0.09887640449438204,0.061072190070057854,0.4912280701754388,0.02364864864864865,0.5568790149892933,2.758099720834295e-10,3.22058694990357e-09,1.0000056338554941e-12,5.596948390862444e-09,1.053389542260419e-09,1.090530404868062e-08
1,1,6,1,0.22262082454525609,0.06039927688033955,0.625,0.6294899874062678,0.013441847694105708,1.8215083078418142e-09,7.887134219523082e-09,0.0012997785860619925,0.7580551143903758,0.9999999999999999,2.1175823681357508e-20,0.37075718015665793,0.059859154929577454,0.37506808754312204,0.0005811688573471943,0.00080210474237417,0.001109081089185845,0.0037148679350047006,0.0005166142658647468,0.001916331422996511,0.0025610474105295816,0.008821967946771436,0.6038745540032483,0.6650651184374861,0.6815466956969563,0.723673013236703,0.6957447595058676,0.7232294555443687,0.7381727180531003,0.8167843665487973,0.3036701872480303,0.03107344632768362,2.602587637214748e-07,0.1044776119402985,0.5813953488372094,0.6946874276604498,0.9494524333101608,0.9737514920269195,0.019506550845471843,0.772734820835995,1.0,0.13122171945701355,0.06067415730337079,0.10377798507462689,0.5087719298245615,0.08108108108108109,0.27194860813704497,0.2671331344732987,0.26713317342024934,0.2671331320297503,0.26713320448130307,0.2671331306360104,0.26713327060617303
1,1,7,1,0.17158458238790933,0.03183322833699681,0.25,0.43696463973349225,0.013441843798325562,7.901564952983994e-10,6.046632290873507e-09,0.002376899875184034,0.6909878808196691,0.9999999999999999,8.470329472543003e-21,0.40731070496083555,0.0352112676056338,0.5918627529714101,0.0015211327837349675,0.0021901858812717473,0.0028956223492409504,0.005171873082722991,0.0015476838121231647,0.00581700884589512,0.007526216290527763,0.01421367378403337,0.6157204388358244,0.6781983637713651,0.6951535652586708,0.739231860030401,0.7061487388595064,0.7341136703272354,0.7493936307275093,0.8294247631477195,0.4599474989662964,0.019774011299434943,1.279636623453679e-07,0.1074626865671641,0.6395348837209303,0.715612563890133,0.9661280807515418,0.992637347840158,0.030879887398321648,0.7787425279980216,1.0,0.12669683257918551,0.16853932584269665,0.03619402985074627,0.5219298245614035,0.12837837837837837,0.19162604218871016,0.1379789006234411,0.13797898807855585,0.1379789126025734,0.13797905783627962,0.1379789049812184,0.13797921726248635
1,1,8,1,0.27645950526354957,0.10135326162329292,0.625,0.6739411081414135,0.013441838129203632,3.0423364522761754e-09,8.956196067873103e-09,0.0008542232667891407,0.8537879029968009,0.9999999999999999,1.6940658945086007e-21,0.36814621409921683,0.04225352112676055,0.48061890994753187,0.0007151434383519851,0.001113458742166514,0.0015820843519249396,0.005202037568318208,0.0006439964256061229,0.0025474270671829754,0.003565147385412366,0.012573506000413771,0.5983813435215702,0.6590415638651695,0.6753731570280221,0.7167931479208293,0.6919397751713046,0.7192940413928964,0.7341764484168705,0.8125203018992999,0.4018479066814924,0.033898305084745686,8.75087770951545e-08,0.14328358208955216,0.6046511627906976,0.7086956783825638,0.9579198257103656,0.980326694686555,0.022006767581032177,0.7941609725844126,1.0,0.12217194570135745,0.06516853932584259,0.09328358208955226,0.48684210526315785,0.0472972972972973,0.3804115073084442,0.21619805562321953,0.21619807062704227,0.21619805674264658,0.2161980830284458,0.21619805648561524,0.21619810812486895
1,1,9,1,0.2939660417807489,0.10273055954619992,0.625,0.729937540198187,0.01344184811611469,1.4500168891127135e-08,8.485565795604198e-09,0.00010200167268850185,0.8894741096572669,0.9999999999999999,1.5246593050577406e-20,0.29242819843342044,0.059859154929577454,0.30656154415564457,0.0004429706177186974,0.0007183056651224754,0.0012093190519648247,0.003943687869748306,0.0004106359817137686,0.0018309749636204787,0.0030053268895343477,0.010281766373111683,0.6190597781022964,0.68183234843767,0.698864916306868,0.7436419811394692,0.7057012260651125,0.733608380738315,0.7488447330361901,0.8289035307313402,0.3798607319564451,0.0028248587570621486,1.1562198864443599e-07,0.12537313432835812,0.5620155038759691,0.661203572161668,0.9481042555084898,0.9854810701081116,0.019962429613864324,0.8205228537546356,1.0,0.12217194570135745,0.07640449438202247,0.08036739380022963,0.48245614035087736,0.08783783783783766,0.24356072193331296,0.06504995751157643,0.06504996190191802,0.06504995739431078,0.06504996556179184,0.06504995787016289,0.06504997301736597
1,1,10,1,0.21747509902415582,0.05830670193793817,0.625,0.6240445356994669,0.013441843263764302,1.4118919804177387e-09,8.492274437270364e-09,0.0018352149095612943,0.7472707622354944,0.9999999999999999,5.082197683525802e-21,0.39686684073107054,0.06690140845070422,0.3648377770639254,0.0004472624578517262,0.0006992455854000102,0.00109446855855266,0.0036693879225394785,0.000373976811526476,0.0015059257753103177,0.002338703482446428,0.0071514492950331635,0.6014676221008352,0.662421143568132,0.6788424564776181,0.7205518347905853,0.6890852368895054,0.716302409231911,0.7310981119546114,0.8086566996308624,0.2994639762560798,0.03107344632768362,3.985978625904991e-08,0.13731343283582081,0.5813953488372094,0.7096800892403268,0.9685935188177006,0.9943485494344861,0.015392563326261627,0.7806591750131302,1.0,0.12217194570135745,0.0853932584269663,0.07219715376605347,0.4956140350877192,0.02702702702702703,0.5275223579795942,0.10308449043312083,0.10308449710981608,0.10308449040802149,0.10308450305568102,0.10308449247556194,0.1030845145015407
1,1,11,1,0.28538043351671405,0.108876585371289,0.5,0.44060340552315547,0.013441844802459708,1.3677764834102883e-08,4.29189625938564e-09,1.7313224961536096e-05,0.7312960667178323,0.9999999999999999,8.470329472543003e-22,0.3603133159268929,0.04929577464788713,0.42313684548666874,0.0005104083881741482,0.0008381897440548303,0.001241543948691758,0.003563079303487058,0.0004081015827062171,0.001658149721178061,0.0024375333718014065,0.007421649388002621,0.6003700123874476,0.6612255708289363,0.6776111047642956,0.7190702631003713,0.6825917377446844,0.7095511688719008,0.7241784376677224,0.8008483166205841,0.4167827494809304,0.014124293785310715,8.318174705586858e-08,0.1044776119402985,0.554263565891473,0.6931117609626176,0.9636822542654628,0.9856431604465976,0.022147106236661107,0.7584816774395011,1.0,0.15384615384615385,0.06741573033707866,0.10383795309168445,0.5614035087719298,0.12837837837837837,0.2051574103603808,0.04531091052540788,0.04531092260897869,0.04531091295858687,0.045310931801397406,0.045310913235198494,0.04531095285433191
1,1,12,1,0.2765174198859959,0.09577949496377873,0.625,0.4666640440192605,0.013441849170132802,4.4720574909265214e-09,9.666769120022826e-09,0.000603745804916081,0.7843655585252769,0.9999999999999999,2.879912020664621e-20,0.339425587467363,0.059859154929577454,0.3476654701881311,0.0009205527932519814,0.00153559126490411,0.0022838601396869603,0.007345027410753218,0.0005956224919821583,0.0026648218993497526,0.003884992297277938,0.012075967904259197,0.5694135930558367,0.6271419108149159,0.6425741522021724,0.6794452914690959,0.6558338563042674,0.681777563347322,0.6957989361727772,0.7692028447499847,0.40102602727842696,0.02824858757062146,2.0197255120620934e-07,0.16417910447761186,0.624031007751938,0.7145092026567375,0.9577970921026635,0.9894356321809268,0.024886551383642236,0.7855795562442797,1.0,0.12669683257918551,0.08089887640449428,0.07772115034583184,0.5043859649122806,0.02027027027027027,0.6089935760171304,0.1690445004651065,0.1690445601709042,0.1690445056320345,0.16904460850837327,0.16904450609261057,0.16904471424755274
1,1,13,1,0.17286877245819243,0.03589927376635219,0.625,0.6779115020625014,0.0134418454531028,1.6982857256086048e-09,7.542761391496807e-09,0.001336778570837231,0.8638928685850427,0.9999999999999999,5.929230630780102e-21,0.40208877284595307,0.028169014084506866,0.6711142214675783,0.0006834922887390927,0.001053437136903053,0.0014640723868434358,0.004597437907795057,0.0006295644873648048,0.002588665290626759,0.0035316469545054324,0.010749226494700394,0.5851266827115587,0.6444160678761409,0.6602886971088744,0.6993176224971345,0.6907982593577119,0.7181152263790863,0.732962028135907,0.8109798850609192,0.33141301697934367,0.011299435028248567,1.0765385883718023e-06,0.1402985074626865,0.5387596899224807,0.6521262594848269,0.9444085698043772,0.9823521520445528,0.024998283705833957,0.7815999544925893,1.0,0.12217194570135745,0.0853932584269663,0.07219715376605347,0.4956140350877192,0.02027027027027027,0.5995717344753746,0.20251810630114297,0.20251813778169242,0.20251810775494333,0.20251816344887663,0.20251810596521624,0.20251821546756632
1,1,14,1,0.15972653796498423,0.02865794081032878,0.375,0.6440502148270142,0.013441843352805505,6.8968830302229904e-09,7.578259915055245e-09,0.0002669132684592762,0.7716273137726013,0.9999999999999999,1.1011428314305904e-20,0.34725848563968675,0.04929577464788733,0.41000642467073556,0.0022895675346489056,0.0032333148746387405,0.004008815325669824,0.010249067322599772,0.0020019494112854318,0.0074791303066801375,0.009092687955420575,0.024305597412507693,0.5721822805670189,0.6302310629196934,0.6457472235760235,0.6833671946079106,0.6805008129029165,0.7074869964298454,0.7221402880780581,0.7995801973418256,0.4643149262908055,0.025423728813559282,1.132535290682637e-06,0.18208955223880594,0.6317829457364341,0.6410231420671855,0.9407252521341665,0.9650354719114798,0.02554778113871714,0.779748751167807,1.0,0.1583710407239819,0.07865168539325833,0.09160447761194032,0.5307017543859649,0.10810810810810811,0.22499608293727472,0.19759630146504398,0.19759706880497846,0.1975962950098054,0.19759766194032835,0.19759630854307048,0.19759900542414044
