fid,iid,rep,vbs_precisions,selector_precision,selector_switch_budget,selector_algorith,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
1,6,11,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,12,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,13,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,14,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,15,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,16,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,17,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,18,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,19,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0
1,7,12,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,13,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,14,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,15,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,16,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,0.0,100,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0,0.0,0.0,50,BFGS,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1.12e-08,1e-10,2.5431e-06,0.0,3.22639e-05,0.0005376252,2.0646e-06,0.1351757302,1.8505017177,5.8378560961,5.6198048118
2,6,1,0.0,0.0,600,BFGS,1e-10,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,6.522e-07,0.0,4.165e-07,0.0001109404,0.2455343996,0.3572416226
2,6,2,0.0,0.0,600,BFGS,1e-10,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,2e-10,0.0,0.0,0.0,0.0,5.3e-09,0.0086483934,0.2025017995,1.1340372631,1.0106918095,2.5662965061,2.5662965061
2,6,3,0.0,0.0,700,BFGS,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,3.2e-09,0.0,0.0,0.0,0.0296989359,1.05082e-05,0.6617805812,1.6014424319,4.0118633056,4.6029356269
2,6,4,0.0,0.0,550,BFGS,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,3.0865e-05,0.0,9.7e-09,1e-10,7.22e-08,0.0001966679,0.0079105588,0.0176554637,0.0213973284
2,6,5,0.0,0.0,600,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,4e-10,0.0,0.0,0.0,0.0024217291,0.0001448342,0.6170838388,0.7235237781,2.7564104864,3.1226040585
2,6,6,0.0,0.0,550,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,5.4e-09,1.0732e-06,0.0001384734,7.5885e-06,7.819e-07,1.5663e-06,0.2396127752,10.00875454,23.5787588056
2,6,7,0.0,0.0,550,BFGS,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,6.9e-09,1e-10,0.0,0.0004713633,3.4959002427,4.1545097805,4.1545097805
2,6,8,0.0,0.0,600,BFGS,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,8.951e-07,0.0070081603,0.3171727217,16.6165978244,16.1113832755,16.1113832755
2,6,9,0.0,1e-10,650,BFGS,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,7e-10,1.52e-07,0.0179086834,1.8654023216,4.6070400031,4.9088726058
2,6,10,0.0,0.0,550,BFGS,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,4e-10,0.0,1e-10,0.0,3.972e-07,4.9e-09,1e-10,0.000516446,0.0073410366,0.069873802,0.1611736078
2,6,11,0.0,0.0,600,BFGS,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0005068399,3.8550767981,7.996759417,9.1679951097
2,6,12,0.0,0.0,700,BFGS,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498e-07,7.817e-07,0.0,0.0,0.0028536813,1.4479374046,3.1426053022,2.2303327544,2.2303327544
2,6,13,0.0,0.0021298086,750,BFGS,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,6e-10,0.0021298086,5.6858e-06,1.2468884638,2.7290238701,7.8812365801,7.6744561799
2,6,14,0.0,0.0,600,BFGS,0.0,0.0,1e-10,2e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.1126721367,0.0024133825,0.0023201772,12.8761469588,20.5230107277,19.7870191081,19.7870191081
2,6,15,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,1.325e-07,0.0,0.0,1e-10,3.7e-09,2.2391e-06,0.0027720582,1.7453438985,2.3010951153,5.7528427984
2,6,16,0.0,0.0,500,BFGS,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,6e-10,2.1e-09,0.0011746043,0.0068138087,0.7190602281,0.7309368425
2,6,17,0.0,0.0,550,BFGS,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,2e-10,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,2e-09,0.0001974155,0.5793131392,0.5793131392
2,6,18,0.0,0.0021774766,600,BFGS,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0021774766,1e-10,2.05e-08,1e-09,5.17004e-05,0.0049516898,0.0188094178,0.0369431537,0.0376880892
2,6,19,0.0,0.0,550,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,4.7535e-06,0.0,0.0008544836,0.0,4.393e-07,0.1836100291,0.4300148803,2.1656025979,2.144085061
2,7,0,0.0,0.0,600,BFGS,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.3501e-06,0.0,0.0002644791,1.3806e-05,0.0136158987,1.1853717659,1.9106158482,0.9009648379
2,7,1,0.0,1e-10,650,BFGS,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0004271846,0.0567253326,0.0009314972,2.1946635613,3.0443489337,2.6904312351
2,7,2,0.0,0.0,600,BFGS,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,2.6646e-05,0.0,0.0109237861,0.1438591629,1.1109267487,7.6146024147,7.6146024147
2,7,3,0.0,6.3e-09,550,BFGS,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,6.3e-09,2e-10,0.0,1.6663e-06,2e-10,0.0011036286,0.0001868101,0.246452373,0.4367195032,0.1499444034
2,7,4,0.0,0.0,600,BFGS,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0009960023,0.013047426,0.0855777291,0.0849797759
2,7,5,0.0,0.0,600,BFGS,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,7.9e-09,4.5e-09,0.0520556095,0.001383134,9.0810509461,52.6798491848,56.793943855
2,7,6,0.0,0.0,650,BFGS,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1.1458e-06,0.0,4e-10,0.0008284385,0.039244151,15.7520013528,16.9184868571
2,7,7,0.0,0.0,650,BFGS,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1.3e-09,2.4175e-06,0.5146915863,3.5482699725,7.6551415245,7.6551415245
2,7,8,0.0,1e-10,600,BFGS,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0001659058,3.2988e-06,0.0116420725,4.1932642611,8.3653348193
2,7,9,0.0,0.0,500,BFGS,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68e-08,0.0,4.62652e-05,0.137439055,3.80241e-05,2.0813675521,9.3372305576,9.3372305576
2,7,10,0.0,1e-10,750,BFGS,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1.11e-08,1e-10,2.08538e-05,2.446e-07,5.792e-07,1e-10,0.0002164516,0.1257428527,0.5908012662,2.0357525192,2.014248155
2,7,11,0.0,0.0,450,BFGS,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1.4482e-06,0.0,1e-10,1e-10,0.0035777299,6.3461817418,6.3461817418
2,7,12,0.0,1e-10,700,BFGS,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0096649484,0.0033625468,0.3904856243,0.3953016718
2,7,13,0.0,1e-10,700,BFGS,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,1.498e-06,5.56994e-05,2.231e-07,2.5e-09,1e-10,2.34e-08,3.63337e-05,0.0010494131,0.019394739,0.2023075399,0.185526907
2,7,14,0.0,2.76e-08,600,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,2.76e-08,1e-10,0.0047966494,0.1466890638,0.4915201634,0.6627564528,2.3680344193,7.3348672574,7.7862874509
2,7,15,0.0,0.0,650,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,4e-09,1e-10,0.0030186558,0.0010905841,0.9474284039,2.0065598025,2.0065598025
2,7,16,0.0,6e-09,500,BFGS,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,2.9e-09,1e-10,6e-09,1.733e-07,1e-10,6.6e-09,1.38e-08,9.96971e-05,6.1980717414,0.2611327715,9.2665096553,62.0630897206,62.0630897206
2,7,17,0.0,0.0,600,BFGS,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,2e-10,0.0001765659,0.000448833,1e-10,5.898e-06,5.0516e-06,0.0136997348,0.0048211446
2,7,18,0.0,0.0,600,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.2e-09,0.0,1.9e-09,0.0,3.879e-07,1e-10,2e-10,0.0,0.0023122085,0.907034029,0.7280765118,1.3732742884
2,7,19,0.0,4.50708e-05,650,BFGS,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,7.078e-07,1.69e-08,0.0,4.50708e-05,1.67e-08,6.27568e-05,1.91112e-05,0.0537583848,0.2241991633,0.5350750673,0.5350750673
3,6,0,1.9899181142,4.9747952856,250,Elitist,4.9747952857,4.9747952857,4.9747952857,4.9747952855,4.9747952856,4.9747952855,4.9747952855,4.9747952855,3.9957956882,4.9747952855,3.9808388706,3.9798753171,3.9798614819,3.9798437799,4.9747952855,4.9747955297,4.974795294,4.9747952871,4.9747952859,4.9747952857
3,6,1,1.9899181142,4.9747952855,250,BFGS,4.9747952858,4.9747952858,4.9747952858,4.9747952858,4.9747952855,4.9747952858,3.9996102231,4.4511305151,3.9837279642,3.9803059697,3.9799105076,3.9798862731,3.9798567016,3.9798386704,4.9747952856,4.9747953642,4.9747952855,4.9747952855,4.9747952855,4.9747952858
3,6,2,1.996522052,3.1944092119,250,PSO,3.9798362332,3.9798362332,3.9798362332,2.9863036343,3.1944092119,3.9798362284,3.9851617799,3.9829625422,3.1633166651,3.1008206477,3.9798362298,2.9889888601,2.985478115,3.9798362285,3.9798362284,3.9798362332,3.9798362332,3.9798362332,3.9798362365,3.9798362332
3,6,3,2.9848771713,6.9647083618,300,BFGS,2.9848771765,2.9848771765,10.0879046014,6.9660898425,6.9657487698,6.9647083618,2.985476205,2.9872191085,2.9848771765,3.0000274128,3.0023617093,3.0049299421,2.9883323022,2.9859795225,2.9848771765,2.9848771765,2.9848771748,2.9848771713,2.9848771751,2.9848771765
3,6,4,2.9898214615,10.9489355387,400,PSO,10.9445193982,10.9445193982,14.9278207016,10.9445193982,8.1051625228,9.0201776292,9.9780022754,10.9489355387,10.9514248878,10.9584240026,10.9445193982,10.9445193982,10.9445193557,10.9445194483,10.9445193982,10.9445193557,10.9445193982,10.9445193982,10.9445193778,10.9445193982
3,6,5,0.9949590571,2.9913712257,300,PSO,5.9697495655,5.9697495655,4.9759940398,5.9697495655,3.9811925292,2.9913712257,5.9697495655,5.9697493047,5.9697493125,5.9697493063,5.9697493047,6.0003612661,5.9697493047,5.9726290897,5.9697493047,5.9698150402,5.9697716195,5.9697506575,5.9697493777,5.9697495655
3,6,6,2.9848842521,11.9394784129,300,Non-elitist,11.9394784129,11.9394784129,11.9394784129,11.9394784129,11.9394784129,11.9394784129,11.9394784214,11.9394784129,11.9394784888,11.9394784128,2.9854409422,2.985037586,11.9394784128,2.9848842521,11.9394784128,11.9394786294,11.9394784215,11.9394784157,11.939478413,11.9394784129
3,6,7,0.9949590571,1.9954183047,350,PSO,1.9899181145,6.9683227201,1.9899181145,1.9917854305,0.9964084705,1.9899181142,1.9954183047,2.2984682206,1.2116812305,1.9916206177,1.9924581736,1.990203368,1.9899449592,1.9899313521,1.9899181145,1.9899181142,1.9899181145,1.9899181144,1.9899181153,1.9899181145
3,6,8,1.0012638552,10.9505548732,300,PSO,12.9344344881,12.9344344881,12.9344344881,12.9344344881,9.9495602986,10.9505548732,12.9376592713,12.9344344881,12.9378071588,12.944553063,13.5114420821,12.9591001581,12.9344344881,12.9344324781,12.9344344881,12.934432432,12.9344344881,12.9344514885,12.9344344881,12.9344344881
3,6,9,1.9899181142,3.9798362376,250,DE,3.9798362284,3.9798362284,3.9798362284,2.9851661993,3.9798362376,3.9798362284,3.9798362284,3.9875601987,3.9901684918,3.9812752745,3.9798843259,3.9799231582,3.9798466582,3.9798415116,3.97983665,3.9798362284,3.9798362334,3.9798362296,3.9798362284,3.9798362284
3,6,10,2.447544298,8.9546214382,300,BFGS,2.9848796866,11.9852342387,2.9848796866,14.9243505462,8.9546214382,8.9546214382,4.9877120677,9.9552307992,9.9495804953,2.9848771713,2.9848771713,2.9848796866,2.9848771713,2.9848771713,2.9848771713,2.9848771713,2.9850110729,2.9849369332,2.9848777694,2.9848796866
3,6,11,3.9798362643,13.964617544,350,PSO,23.8789518481,10.9448185941,8.9590555572,23.8789518481,14.9302017873,15.9229296091,13.964617544,20.9025130827,23.8789517882,20.9511277427,19.9931669222,7.1468452604,14.9246267529,14.9244973044,23.8791927998,23.878975046,23.878952429,23.8789520234,23.8789517945,23.8789518481
3,6,12,2.9848771722,6.987647148,200,PSO,13.929411822,13.929411822,13.929411822,6.987647148,9.9628466413,9.9521754778,9.9495804953,9.9495805382,9.9495804953,10.9498871128,13.929411822,10.9534849939,13.929411822,6.966495513,13.9294117749,13.929411822,13.9294116858,13.9294117871,13.929411822,13.929411822
3,6,13,2.9848943136,6.964708362,250,Non-elitist,6.964708362,6.964708362,7.0399512007,6.9749123452,6.964708362,6.964708362,6.964708362,3.2644976136,6.96603494,6.9683432174,6.964708362,2.9851662905,2.9853258591,6.9647083618,6.9647083618,6.9647088005,6.9647083619,6.9647083682,6.964708362,6.964708362
3,6,14,1.2267954562,2.9848772262,200,Non-elitist,2.9848772262,2.9848772262,8.955279742,2.9848772262,8.9546214382,8.9548895655,3.0284086085,2.9880655056,2.0496578709,3.2226524357,3.0631564592,3.0306427514,2.9848771769,2.9861257735,2.9848772262,2.9849295087,2.9848771966,2.9848772262,2.9848772262,2.9848772262
3,6,15,0.9949590571,0.9949591098,450,Non-elitist,0.9949591098,0.9949591098,0.9949591098,1.9899181142,0.9949591098,0.9949591098,0.998595909,1.1200933894,0.9949591098,1.0044913826,0.9949590577,0.9949591098,0.9949591098,0.9949592405,0.9949590571,0.9949590571,0.9949590697,0.9949591098,0.9949591077,0.9949591098
3,6,16,0.9984844101,3.9798363507,300,Non-elitist,3.9798363507,3.9798363507,3.9798363507,3.9798363507,1.9899181142,3.9798363507,3.9798363507,3.9798362284,3.9853541667,3.0349105843,3.9899928654,4.0497480136,3.9798362677,3.9798362284,3.9798362726,3.9798365895,3.9798510439,3.9798510439,3.9798366608,3.9798363507
3,6,17,2.9848779797,2.9935570174,400,MLSL,6.9647083619,6.9647083619,9.9518315062,10.9572073712,6.9647083619,6.9647083619,6.9647083618,2.9935570174,2.9966332829,2.9853387625,2.9849038667,2.9849351473,2.9848793679,2.9848779797,6.9647083647,6.964708395,6.9647083618,6.9647083618,6.9647083619,6.9647083619
3,6,18,3.0971366579,3.9828711655,550,MLSL,7.9596674196,7.9596674196,7.9596674196,4.9810127128,4.9766321355,7.9602597541,7.9703459561,7.9604065153,4.2142164002,3.988629185,3.9828711655,3.9828545936,3.9802061601,3.9800034491,7.959695042,7.9596721597,7.9596674198,7.9596674196,7.9596674259,7.9596674196
3,6,19,0.9949600402,1.9899181142,300,BFGS,1.9899181143,1.9899181143,3.9812621808,3.9807448256,1.9899181142,1.9899181142,1.9918624979,1.091265812,1.0229618026,1.0044983182,0.9956646661,0.9951733505,0.9949835624,0.9949600402,1.9899185912,1.9899182613,1.9899181142,1.9899181145,1.9899181142,1.9899181143
3,7,0,2.9848858139,5.9697497483,800,PSO,5.9697493051,5.9697493051,5.9697493051,5.9697493051,5.9697493051,5.9697493051,5.9697493047,5.9697493047,5.9697493051,2.9869550852,2.9855025059,2.985047738,2.9848888407,2.9848858139,5.9697493047,5.9697497483,5.969749337,5.9697493112,5.9697493056,5.9697493051
3,7,1,3.9798362284,6.9647083618,600,BFGS,6.9647083682,3.9798362284,6.9647083682,6.9647083682,6.9647083682,6.9647083682,6.9647083682,6.9647083682,6.9647083682,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647089595,6.9647083682,6.9647083682,6.9647083751,6.9647083682
3,7,2,4.9790962549,14.9243514863,500,Elitist,14.9243531018,14.9243531018,14.9243531018,10.9445193559,12.9344374699,12.9344374699,12.9344374699,12.9344374699,12.9344374699,14.9243514863,14.924350634,14.9243505462,14.9243505462,14.9243505462,14.9243554826,14.9243505462,14.9243505462,14.9244105876,14.9243531018,14.9243531018
3,7,3,1.9899181142,2.985963702,400,PSO,2.9848771713,2.9848771713,2.9848771713,2.9848771713,2.9848771713,2.9848771713,3.1759658246,2.985963702,2.9848771713,2.9859313765,2.9848771713,2.9848771713,2.9848966932,2.9848804667,2.9848771713,2.9848771713,2.9848771713,2.9848771723,2.9848771714,2.9848771713
3,7,4,1.9899181142,4.9747952855,250,BFGS,4.9747952856,4.9747952856,4.9747952855,4.9747952855,4.9747952855,4.9753864367,4.9783974034,5.0587352685,4.9747952855,4.9802650962,4.9747952856,4.9749983233,4.9748780826,4.9748077872,4.9747981458,4.9747959489,4.9747952855,4.9747952856,4.9747952855,4.9747952856
3,7,5,2.9848771713,6.9647083684,450,Non-elitist,6.9647083684,5.9697493047,6.9647083684,12.7279470529,3.9798362284,6.9647083618,3.9865009887,6.9647084475,6.9647083684,6.9647083626,6.9647083667,6.9820301676,6.9647083684,6.9647083684,4.1685703756,6.964715935,6.9647083622,6.9647083684,6.9647083745,6.9647083684
3,7,6,5.0553265233,9.9495804953,400,BFGS,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9745946016,9.9495804953,6.9659070982,9.9495804953,6.9647086929,6.9647101931,6.9647085535,6.9647083933,9.9495805143,9.9495804983,9.9495804953,9.9495804953,9.9495804953,9.9495804953
