fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.6509103402698349,0.2088684803227085,0.0,0.8038793669516946,0.3161762408311455,2.198756433182026e-09,5.847997284638393e-09,0.0007848491752961,0.9999999999999952,2.4169098268426477e-10,0.0,0.0,0.2547159901854418,0.1479958910305223,0.0,0.0,0.2478618527253792,0.183246371351027,0.6681435183289124,0.6681435183289124,0.2841760663994849,0.2023245393731966,0.6430169362801665,0.6430169362801665,0.2755357920753644,0.2295874652531568,0.8286018201247918,0.0913461538461537,2.3682603221387933e-08,0.1572481572481573,0.5454545454545456,0.8922619418763768,0.549966049254766,0.9058654392457316,0.7497864715721674,0.5481433259735307,0.4251278470840351,0.1937298841432984,0.1858857227886456,0.4744900255751201,0.6134394576396156,0.5956722003829629,0.5822349784069224,0.4533253658874798,0.6174371612292884,0.5369425157365695,2.7092187868401893e-08,0.1147280076446544,5.5936535993660595e-09,0.3718249112089327,1e-12,1e-12,1e-12,1e-12,1.895022041151248e-05,1e-12,True
1,1,1,0.0,0.510657633851855,0.0586776912297251,0.0,0.7599607830175089,0.3161762388675004,1.8611316520262321e-09,3.6736073493118483e-09,0.000586255651503,0.9999999999999952,5.867776493103001e-11,0.0,0.0,0.3080862382333353,0.1750472513568838,0.0,0.0,0.2835297360836389,0.1719237603191044,0.7879807674994956,0.7879807674994956,0.341246550030845,0.2448559199850872,0.6543292890315691,0.6543292890315691,0.3094156788062381,0.2204080793328303,0.6173911261921317,0.0721153846153846,1.2809447786727356e-08,0.0835380835380835,0.6363636363636365,0.7335376385321514,0.6600413217754086,0.8539793519382141,0.6214132527514076,0.535821290430269,0.2520851291809491,0.2449380122925077,0.2532082210630744,0.292043548792136,0.3633292109757322,0.391298687584075,0.3119349835433432,0.7394531153155786,0.4965865195998373,0.5008148936754793,1.9482248369329455e-08,0.2292658028354171,3.013430245454536e-09,0.2307107644481389,1e-12,1e-12,1e-12,1e-12,3.49685190838853e-05,1e-12,True
1,1,2,0.0,0.5832806767666875,0.1167432196656965,0.5,0.8052720397581903,0.3161762341172945,5.861950835169878e-09,4.06186260866935e-09,0.0001556681718353,0.9999999999999962,2.4539360208566605e-11,0.0,0.0,0.2748996162106542,0.2273538468670874,0.0,0.0,0.2655815564804981,0.1971039824998114,0.422219247286443,0.422219247286443,0.2811835987888685,0.2443320126447379,0.4081087225892883,0.4081087225892883,0.2704607008721966,0.2137257103376609,0.5668938185766375,0.0721153846153846,1.2809447786727356e-08,0.1498771498771498,0.5454545454545456,0.8619131214413683,0.813821404768154,0.901800620845431,0.3425050294820957,0.3401257286533657,0.6248030368517354,0.6128992678108549,0.6057012295402124,0.6697448731838336,0.274622836222867,0.8143934374372122,0.2160679290989614,0.4931312466574611,0.3043700951601498,0.3805048558454535,2.0747022467276976e-08,0.3128175669224984,4.0295980242648896e-09,0.5793005806297942,1e-12,1e-12,1e-12,1e-12,5.67246649635175e-05,1e-12,True
1,1,3,0.0,0.545195886502323,0.1332689650702876,0.0,0.3685737872317493,0.3161762380522677,8.389306849635976e-10,1.403369464223677e-09,0.0005693764113666,0.9999999999999916,1.9649256668367168e-11,0.0,0.0,0.2189110888912351,0.2588391056990017,0.0,0.0,0.211678562327978,0.2687552248018225,0.2366109141361696,0.2366109141361696,0.2049949905587548,0.2553247782647579,0.2413587003380479,0.2413587003380479,0.1957960647068296,0.2740626965186029,0.8286018201247918,0.0600961538461538,1.1483870385729955e-08,0.1326781326781326,0.6363636363636365,0.8563176727785505,0.8218714908340021,0.8894786322632868,0.3509626048594681,0.196777117058013,0.451298622850961,0.3764119820051519,0.3878774002718028,0.5009634511281975,0.3246718866320058,0.6253272919524849,0.2701571087429406,0.6291187145141253,0.385603623735882,0.377947097284329,5.9828626076224385e-09,0.7206373459067437,2.288557619661066e-09,0.729718272668044,1e-12,1e-12,1e-12,1e-12,7.953984376983082e-05,1e-12,True
1,1,4,0.0,0.6805726576021927,0.1919569467892979,0.0,0.879016167248862,0.3161762378320302,5.5520198473011235e-09,3.751286358724238e-09,0.0001515290143809,0.9999999999999948,5.072244639819749e-11,0.0,0.0,0.4407896463756242,0.3547553098135548,0.0,0.0,0.4181450356329311,0.3297852238080759,0.5739356978935692,0.5739356978935692,0.4505056686322643,0.3855472418285391,0.5102573654428451,0.5102573654428451,0.4297157858842367,0.3598094671036838,0.7581982554805717,0.0576923076923076,1.116906370725705e-08,0.1253071253071253,0.5454545454545456,0.801799259922105,0.6666512075084858,0.900744445242863,0.5908957983006204,0.7341891795087534,0.2975598065959026,0.2558267920197021,0.2817094665184054,0.3412893474847071,0.4931797438340496,0.446463013306179,0.4522674922476212,0.5153167618099133,0.5608486137141937,0.5875770047367774,7.837890272627722e-09,0.2732782265179063,5.000270690665513e-09,0.4161298546172627,1e-12,1e-12,1e-12,1e-12,0.0001664827012747,1e-12,True
1,1,5,0.0,0.596015480370987,0.1066855108812425,0.0,0.8604456585953115,0.3161762372854979,3.923428228028064e-09,4.3841380150906305e-09,0.0002942352863978,0.9999999999999902,5.86404719135061e-11,0.0,0.0,0.1979420004248341,0.2127660304470892,0.0,0.0,0.1964341333267903,0.1794457805205341,0.5776817589154741,0.5776817589154741,0.2222628816929789,0.2499967301407808,0.5945195967701089,0.5945195967701089,0.2221202950881942,0.219623467609041,0.6173911261921317,0.0456730769230768,5.016276986675062e-09,0.0565110565110564,0.4545454545454545,0.7500431845852161,0.777401472476853,0.8572020011172083,0.437058436770061,0.6259500287249258,0.3243502287451747,0.3296502635846519,0.3508298160041025,0.3698553212581014,0.3807717473887342,0.4784621426176514,0.33078554072879,0.5248576711988813,0.5252643815552309,0.5618620439860516,2.0764321120001285e-08,0.3775775074102898,4.716224348910568e-09,0.4066396879664131,1e-12,1e-12,1e-12,1e-12,0.0001668913313428,1e-12,True
1,1,6,0.0,0.5909581152938022,0.0795247534965483,0.0,0.6066237917947287,0.3161762389474917,1.1718780897056195e-09,1.945284847185714e-09,0.0005270681838886,0.9999999999999584,7.786678756210169e-11,0.0,0.0,0.3043324244192776,0.2860428383548914,0.0,0.0,0.2908259221453889,0.1985642296947186,0.4238818057022451,0.4238818057022451,0.3107799031370646,0.3042979869225127,0.3879711946989186,0.3879711946989186,0.2948105087369285,0.2127936617193339,0.7581982554805713,0.0673076923076922,1.0570580580394588e-08,0.1474201474201474,0.3636363636363637,0.9291170322668866,0.6914509738784784,0.8677597846871142,0.6358131923819422,0.4599511711716014,0.3238549543084961,0.359671122414225,0.3854135505343503,0.3693301622773025,0.5629478413600882,0.4778738682872143,0.5276675074568213,0.3334569262910598,0.6403247076567675,0.7488004658225298,1.3015838545717106e-08,0.3330619164173258,2.419219999525986e-09,0.5474666143068776,1e-12,1e-12,1e-12,1e-12,6.395401191960752e-05,1e-12,True
1,1,7,0.0,0.4176384263837833,0.066975768336158,0.0,0.2139156709305156,0.3161762351159957,2.3388677361173343e-10,5.151835927889769e-10,0.0010723526826056,0.9999999999999,4.8918338902748965e-11,0.0,0.0,0.363283117584544,0.3783868251768018,0.0,0.0,0.3420792132576626,0.3363293543106547,0.4893781227209315,0.4893781227209315,0.3731533255768243,0.4026284935615496,0.417942638994893,0.417942638994893,0.3496903419293612,0.360887599677035,0.5668938185766375,0.0576923076923076,1.506775999945128e-08,0.14004914004914,0.5454545454545456,0.7188499496224096,0.707828541638063,0.7729409198613588,0.4520000326312779,0.1361677404652561,0.2876301018438756,0.2866881469980136,0.3009099624176414,0.3306183789431621,0.5252090179454563,0.4345095715837566,0.4868822780667656,0.5044456040560186,0.5964211146225673,0.6991196694881816,7.696619541865257e-09,0.4546041310672226,6.5936303121276e-10,0.4508694478524082,1e-12,1e-12,1e-12,1e-12,3.305136301404136e-05,1e-12,True
1,1,8,0.0,0.6914752955061712,0.320025402444093,0.5,0.5003005349521079,0.3161762334893545,2.219841592630103e-10,5.470172545512552e-09,0.0077870557777171,0.999999999999992,8.473621373257696e-11,0.0,0.0,0.2430866276479703,0.1602967559496035,0.0,0.0,0.2380996411465867,0.1359379430680291,0.2414627352949669,0.2414627352949669,0.2314473263587387,0.1483483897497158,0.272657779901869,0.272657779901869,0.2281748850308018,0.1288425945791955,0.6173911261921317,0.0745192307692307,2.4963111059309663e-08,0.1646191646191646,0.3636363636363637,0.8318239723282627,0.6902967267444557,0.8672710611064453,0.5805582821578459,0.406615941944691,0.4806870613700864,0.2665879728286739,0.2523449939825504,0.5303625319063331,0.5220914008161796,0.6582596539095716,0.4835129963132464,0.3205317251223079,0.6697134504323787,0.6513551833851794,1.4118458972447024e-08,0.5962615241945297,4.699278922161784e-09,0.7680159322177185,1e-12,1e-12,1e-12,1e-12,7.640701324717286e-05,1e-12,True
1,1,9,0.0,0.531685993374698,0.0632219708028343,0.0,0.8858310264080856,0.3161762365176251,1.8951086303517507e-09,5.402616159108261e-09,0.0008510025474589,0.9999999999999846,2.5131664002468742e-11,0.0,0.0,0.2398052538590872,0.0211652295234104,0.0,0.0,0.2261315950446955,0.0623459488097274,0.3769085989902616,0.3769085989902616,0.241501886361025,0.0248000679012144,0.3187162690561638,0.3187162690561638,0.2201582503763666,0.0553246194581393,0.5668938185766375,0.0697115384615384,1.3524386078540885e-08,0.1621621621621621,0.2727272727272727,0.7743775065425792,0.7055691140160549,0.877883070214066,0.4727691575862306,0.6299826977732217,0.3288352134581336,0.189565288476496,0.1966504207288562,0.3746059285978361,0.3085893180250091,0.4837836940779024,0.2527763006069268,0.1886095146714375,0.8183030167663223,0.8397073976195675,2.0861468868752782e-08,0.463411190785441,5.11876092661402e-09,0.6090908312787862,1e-12,1e-12,1e-12,1e-12,1.830662805414036e-05,1e-12,True
