fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.5867483287502315,0.1858387371951028,0.0,0.5690517290853339,0.2386189015426661,3.2064083350413702e-09,4.142758389591171e-09,5.283869223114117e-06,0.9443545154841182,0.999999999999986,6.652439104410605e-12,0.3962264150943396,0.2592592592592592,0.1363636363636363,0.0,0.4382572002267484,0.3875961494195538,0.3781901927065713,0.0,0.4282567168224513,0.3282856482418614,0.3133717411555224,0.4781581104828953,0.4643651073544006,0.3740136560688891,0.3712978610005824,0.4893324951431612,0.450761421131288,0.3379121398299748,0.3585829897289159,0.5751905468829785,0.0788177339901478,4.7403164598852496e-08,0.0952380952380952,0.588235294117647,0.9260840457752796,0.597717093206096,0.8449569258558465,0.6068524993086839,0.6049075847952258,0.3311149405786523,0.326834641351331,0.3372501488033208,0.4213174221229614,0.4983693278854369,0.5012664554182948,0.4454812686797545,0.6980176574442871,0.3584882996141588,0.3296736192113441,3.722173191968261e-08,0.4456551845847498,3.041402263429342e-08,0.4241176890213707,6.0337004553167846e-09,0.5575994361604422,1e-12,1e-12,1e-12,1e-12,8.917409880588984e-06,1e-12,True
1,1,1,0.0,0.5090050341434907,0.0572384508369837,0.0,0.7247721778031689,0.2386188980935468,1.4516005764826263e-10,5.775183474429091e-09,0.0001916710671611,0.9780711641334706,0.9999999999999868,1.251690678188977e-11,0.2641509433962264,0.1666666666666666,0.1414141414141414,0.0,0.2485666253036359,0.2368741100666223,0.2933239993090097,0.0,0.2388168933274814,0.1549908649365443,0.2473063801116927,0.8881894263919201,0.3556894616360764,0.3004677463185938,0.3706708874455137,0.8360834182652421,0.3318423017144936,0.2205696106870796,0.3702631423899156,0.7590147258718638,0.0591133004926109,3.797246868459965e-08,0.1084656084656084,0.5294117647058824,0.7454458291843615,0.7086553546304142,0.8476419923659217,0.5051323568944801,0.4353605973601795,0.1736248350111323,0.3013087854950722,0.3240925223242152,0.287733647150654,0.4321174730606455,0.3746742821874508,0.3811402471787385,0.5788619097659402,0.5932514170101276,0.6596102879884169,1.5252051219723063e-08,0.0334144824134178,2.1654607779626692e-08,0.0916642049866589,3.573376683742809e-09,0.1420391697896492,1e-12,1e-12,1e-12,1e-12,7.700099291012588e-05,1e-12,True
1,1,2,0.0,0.5355124248495302,0.0937266450204784,0.5,0.731311105540483,0.2386188956200897,1.0412026442859784e-08,4.585845453725611e-09,9.931564642158095e-07,0.9732349415535092,0.9999999999999872,2.6770700416113742e-11,0.3018867924528302,0.5555555555555556,0.0484848484848484,0.0,0.1495775808126966,0.3414572823385586,0.3631010167079948,0.0,0.147648840273839,0.3030738434732209,0.3237405634497611,0.472981828337863,0.1952703414731342,0.3253266013511193,0.3542938868058047,0.5012186245090764,0.183773805495115,0.3119821673629294,0.3711277676603719,0.4499076713342629,0.0591133004926109,5.144507354699372e-08,0.082010582010582,0.4705882352941175,0.8686023678101473,0.7842008941367036,0.8691380844059291,0.3940594323692076,0.4910205346532389,0.3652587925480847,0.5083204015136866,0.5288106581121594,0.3133620544577426,0.4775319540496743,0.3569242658882501,0.4459678790574419,0.6589581837433212,0.2803547293784015,0.3093205434207775,3.3910266961261854e-08,0.4494330091569232,2.3332877402022224e-08,0.3695567675425411,4.357982521058946e-09,0.5357526915471689,1e-12,1e-12,1e-12,1e-12,7.037315324346077e-05,1e-12,True
1,1,3,0.0,0.5246017892351761,0.1053703791504618,0.0,0.2422758352361103,0.2386188970382201,7.896391976757292e-10,1.2901170791498208e-09,9.062458191115089e-06,0.8194060943334321,0.9999999999999776,1.2008688246817159e-11,0.4339622641509434,0.3148148148148148,0.1229946524064171,0.0,0.2555450343777967,0.2158156658264801,0.3720522953450194,0.0,0.2542009685023264,0.1702355520176601,0.4013705402801471,0.4181858130800755,0.285048610750411,0.1829089834868882,0.3540204593685558,0.4652745900524866,0.2792767037667095,0.1617828106974734,0.4430559576007529,0.6307981019001923,0.0467980295566503,4.244891748181353e-08,0.0925925925925925,0.4705882352941175,0.8869790286942449,0.7457372739722574,0.762234793841841,0.4500304282583103,0.1766985373102434,0.4956450956829855,0.6075333011916362,0.6056029496316793,0.663435338446881,0.3512500253470101,0.7891378615191635,0.27866276261567,0.3251656964350498,0.4595963288047068,0.5322156351532443,1.5619717970429034e-08,0.4901983019566027,9.000361612471965e-09,0.5284226207050089,2.48063914011435e-09,0.5846646497803563,1e-12,1e-12,1e-12,1e-12,1.792216648841437e-05,1e-12,True
1,1,4,0.0,0.6552478576821527,0.2062469245946247,0.5,0.744508197423925,0.2386188989822121,1.5493287269733982e-09,3.850438908568135e-09,1.1369569882873472e-05,0.9695943087625326,0.9999999999999868,2.3609310883523308e-11,0.2264150943396227,0.3333333333333333,0.0606060606060606,0.0,0.254191341343814,0.3322221100801608,0.3306718828184158,0.0,0.2524538274030454,0.2295337533382426,0.2914617522268877,0.5831949702280688,0.31048984542154,0.332868891511526,0.3417457822032251,0.6085519242516533,0.3026853556884055,0.2500119776109085,0.3606377554994037,0.6949238557442128,0.0443349753694581,3.797246868459965e-08,0.0793650793650793,0.5294117647058824,0.9055604877647854,0.7331560177568401,0.9327146411762772,0.4114854526151272,0.6546646104747852,0.3568812253564836,0.5009933728173541,0.5375621243606661,0.5779773058835915,0.4862636832335851,0.6534176675072765,0.4382429031715509,0.6452667214692007,0.2876213003715385,0.3345246559374488,1.9382035008838692e-08,0.3662913477401103,1.0052692561804044e-08,0.3110356360252244,5.115765169915635e-09,0.4210307761753147,1e-12,1e-12,1e-12,1e-12,3.238218569727683e-05,1e-12,True
1,1,5,0.0,0.5823445650544499,0.1218835891987048,0.0,0.8444214671164719,0.2386188982748309,7.652396309918174e-09,4.9964212363513635e-09,2.018221297581964e-06,0.9399951808039844,0.9999999999999843,2.5776530825712303e-11,0.2830188679245283,0.1666666666666666,0.1515151515151515,0.0,0.0,0.0599120698488178,0.2444274644650712,0.0,0.0,0.098810165050937,0.187223655213805,0.6497078583419522,0.1043411720751897,0.0833409462797156,0.270706878026195,0.655514045849664,0.089472958467742,0.1281728454040757,0.2750277160151806,0.3857819174902419,0.0369458128078818,2.85801451459872e-08,0.0634920634920634,0.3529411764705881,0.7528793478014826,0.8032313513493237,0.9440840178967383,0.2701007471077589,0.7280866726898172,0.180118954155387,0.2675193202593444,0.2910688176534588,0.2344227147524216,0.5222865661822237,0.3030491217462375,0.4814736588800767,0.5627544872148182,0.6305090275939035,0.6880053010056959,1.5894923705210518e-08,0.3242796290909817,2.2843820242387416e-08,0.3408656139522101,5.174584307037217e-09,0.3647558443060519,1e-12,1e-12,1e-12,1e-12,1.906298074413828e-05,1e-12,True
1,1,6,0.0,0.5452662762370937,0.0898475945237542,0.0,0.5202087130812345,0.2386188982464394,1.096532234206289e-09,2.2743873801155852e-09,1.0176849735136774e-05,0.7304911958447344,0.9999999999999676,1.971183631631953e-11,0.4528301886792454,0.4444444444444445,0.0909090909090909,0.0,0.3853481138180314,0.3547199156157117,0.4471213142278251,0.0,0.3849552547522097,0.299805133272271,0.4065064031493101,0.5300196161088628,0.4206694803783306,0.3473804418403559,0.4519750048398326,0.57171788455637,0.4180653748050922,0.3169972886771842,0.4631983674348202,0.8244483888481471,0.0566502463054187,2.4695781138116472e-08,0.1031746031746031,0.5294117647058824,0.9255749461888256,0.5780989810362076,0.7511997283239782,0.6348432513955639,0.4827371851954228,0.3372080503842772,0.4926131735398877,0.5184378065284054,0.5209302132251926,0.6770716045897957,0.6161414646062462,0.6394964093890897,0.4699162855734458,0.4804661052522757,0.511542326290044,1.366769296355441e-08,0.3740210947011912,1.4821119032529552e-08,0.3721379231724926,2.888150658348135e-09,0.4587780869200579,1e-12,1e-12,1e-12,1e-12,9.047901191278516e-05,1e-12,True
1,1,7,0.0,0.4083673240157925,0.0328388617447888,0.0,0.1018984920577939,0.2386188956022971,9.689011843328356e-11,7.76172675277507e-10,5.880812082734351e-05,0.7505870144662098,0.9999999999998814,1.4395322329725355e-11,0.9056603773584908,0.5,0.1616161616161616,0.0,0.2366267028482255,0.4534714236282022,0.4519688883337192,0.0,0.2197842906160061,0.4431840782592113,0.4227736305826127,0.5729104219944485,0.2932440608166422,0.4515380873840811,0.462974420854878,0.4987155503417519,0.2521919949790708,0.4629124967741141,0.4691193299873427,0.5543688699373257,0.0344827586206897,2.004237782540619e-08,0.074074074074074,0.4117647058823529,0.6566917997844837,0.6537045861050008,0.5269548248691808,0.456253324122555,0.1440014453579805,0.3465258843400033,0.5226841644641116,0.5444708818177331,0.5695867596590344,0.5330550892118422,0.6559375025475143,0.4880428518317063,0.5221298702966961,0.4192213993366324,0.5030009586150348,1.7595440607661553e-08,0.312670002031204,9.199397596912412e-09,0.393017192556496,8.243264282299217e-10,0.4133526538474068,1e-12,1e-12,1e-12,1e-12,4.458704540294492e-05,1e-12,True
1,1,8,0.0,0.6060283163095184,0.1948380162996197,0.5,0.4717391560943582,0.2386188945512996,1.6481644711558482e-10,5.753645823005468e-09,0.000168093144449,0.9767304082395863,0.9999999999999925,5.854432308946903e-12,0.509433962264151,0.6481481481481481,0.0701298701298701,0.0,0.2289032935500474,0.1415939908862266,0.2920403797655142,0.0,0.2231125686615405,0.125755235739168,0.305400752164625,0.3530584131038594,0.2483427937586699,0.0874590396226876,0.2522086678596592,0.3743377860470547,0.2317341581010142,0.0928850609814038,0.3283657337455358,0.8244483888481471,0.0517241379310344,3.114101983533755e-08,0.1137566137566137,0.5294117647058824,0.9089211995988736,0.7752497328650132,0.9307875626290564,0.3155891821311202,0.4683920055668089,0.4198555869202661,0.3459677577500617,0.3173888613636419,0.5206923787898228,0.5816536570440082,0.629098985030642,0.5417671759599649,0.4323134947221185,0.5658182541292304,0.6400102249251995,4.568524427691469e-08,0.5401458609355514,2.4351963383647043e-08,0.5466748675965234,5.4153286997871165e-09,0.6667716169364581,1e-12,1e-12,1e-12,1e-12,3.832447805017748e-05,1e-12,True
1,1,9,0.0,0.5400249916627418,0.0735555166300085,0.0,0.8282756123333975,0.2386188971840687,4.59415673127359e-09,6.225027335643982e-09,5.340056453709518e-06,0.900442224044495,0.999999999999989,2.0591807352678997e-11,0.1509433962264151,0.2407407407407406,0.0559440559440559,0.0,0.2145783921650819,0.2016175164951309,0.1899342285814839,0.0,0.2041465731058026,0.1544805416024873,0.1154758344840069,0.6140629501635333,0.2810678651265526,0.2107529200391599,0.2077765490193692,0.5738773633508403,0.2522428632903825,0.1666305655568948,0.1856679087310898,0.5431276699609682,0.0517241379310344,5.5843438822630834e-08,0.1137566137566137,0.4117647058823529,0.7689878596182997,0.7962354930104323,0.9252957449829284,0.2457736748789386,0.5257598094145022,0.1989013839627144,0.1777483224799994,0.1899253790106581,0.2666899215928016,0.5591404917203836,0.3499530970730088,0.5265603834021966,0.4653256431726156,0.7151912240301458,0.7450882945527821,1.5023713766759996e-08,0.1947062011789112,2.368308525532625e-08,0.2655653673697309,5.818031002053817e-09,0.4079365335496572,1e-12,1e-12,1e-12,1e-12,0.0006316484732579,1e-12,True
