fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,949.259754451059,100,BFGS,1947.0720979730984,1184.8504106705782,1947.0720979730984,2561.5154456968835,1184.8504106705782,1185.8490848044546,1186.876355024186,1185.5348347009212,1185.31738615604,1184.9125630171432,1184.9427589829952,1184.9427589829952,1184.6480327976583,1184.9390588508031,1184.8832244270577,1184.8504106705782,1184.8470532787833,1184.855040152661,1184.8504106705782,1184.8503189832973,1184.8504106705782
1,6,1,710.5094362625987,150,Non-elitist,1035.531467330988,1035.531467330988,1035.531467330988,1035.531467330988,1035.531467330988,1035.6005301095706,1034.8840056249846,1036.2156104735084,1035.6636815238812,1035.6953300270711,1035.452611520245,1035.5792204951,1035.5517818259557,1035.5461694432024,1035.530813068602,1035.5338084939583,1035.5323992350718,1035.5319602041443,1035.5315956337902,1035.531467330988,1035.531467330988
1,6,2,374.1338778328112,150,BFGS,375.33295083547415,375.4790774457031,379.7607409369463,375.33295083547415,374.7695182696732,376.28768197014375,374.8961402737735,376.2676022235959,374.86994413412674,375.7247878024614,375.81453017146856,375.6400049064365,375.4790774457031,375.5436515100751,375.4923503332301,375.5045154217187,375.5025031081467,375.4790774457031,375.481012507899,375.4790774457031,375.4790774457031
1,6,3,731.7342034436657,200,BFGS,736.3350823174841,6236.828944954037,732.7670840184218,732.7670840184218,736.3350823174841,733.5867541250504,732.0613493667863,734.4912804945205,732.7188090409834,732.6545790411436,732.6977102664798,733.620733747667,733.3471740453166,733.19483740333,732.9890456001621,732.8352430763385,732.8241482519884,732.7771861858835,732.7699729360783,732.7672167076946,732.7670840184218
1,6,4,686.3487011669326,100,Elitist,688.5123878752518,688.366272073916,688.5123878752518,689.2911210050626,690.1633307775968,690.8793025400851,687.4358725644868,688.366272073916,687.2247024007863,688.3337752765237,688.2249926769556,687.998005390807,688.4693590890575,688.4693590890575,688.4693590890575,688.4693590890575,688.3983541301162,688.4368631275657,688.3767855062778,688.3767624734278,688.366272073916
1,6,5,406.67059355844015,100,Elitist,407.5426521664983,410.076659920528,407.5426521664983,410.076659920528,406.9369515001941,408.4576312841246,410.04002630538713,410.07037704132017,410.0933367827624,409.272703991757,410.6676398025659,410.5458227625937,410.1357801707599,409.7916445046801,410.1383064279669,410.00104739779647,410.05828442175306,410.0795677848385,410.1120524917941,410.0952789532995,410.076659920528
1,6,6,828.8712212241371,100,Non-elitist,1031.1175197074078,1031.1175197074078,1031.1175197074078,1029.8260134143104,1029.5282732286637,1029.5838787452624,1028.6570012445254,1029.9722739479632,1031.3101520663297,1031.127214572415,1030.6977801630433,1031.3608413028437,1031.5365477864336,1031.4393153206213,1031.453154777888,1031.071964138798,1031.2784788156628,1031.1957648905595,1031.1292657956983,1031.119651359058,1031.1175197074078
1,6,7,1129.2485348605571,100,BFGS,3494.880344653163,5820.582694406969,3494.880344653163,1130.5036723484343,1134.6463164858612,1131.7504899572805,1132.709906547907,1132.3734712470168,1132.347897694149,1132.1738961651115,1131.3819206545163,1131.2658262435252,1131.393986552098,1131.2950512175346,1131.1463870949271,1131.0428448668683,1130.999379005794,1130.997198202091,1131.0019857818738,1130.9995377977932,1130.999379005794
1,6,8,183.13166179759236,150,BFGS,185.726641189579,184.91109365973963,186.0822335136196,185.726641189579,185.25912870354807,187.08008148349117,187.04748770567537,184.52626390199865,185.4478771156923,186.68988689578643,185.97870722912344,186.0822335136196,186.48509951916063,186.39148943896976,186.1467444447256,186.0822335136196,186.1042386476656,186.1099120103817,186.0813092247482,186.08265349006732,186.0822335136196
1,6,9,654.7055743970559,200,BFGS,657.7820589418184,655.3683583474325,659.0710815215194,659.1471626912031,657.7820589418184,656.4930346787456,655.9978251062867,657.2502553608228,655.8915310170491,656.1718115256407,655.6556299771073,655.5433078971809,655.4049977168469,655.380776043726,655.3683583474325,655.3742852441243,655.3683583474325,655.3691180362938,655.368243473179,655.3683854417828,655.3683583474325
1,6,10,2971.0090674854027,100,BFGS,3207.150192722431,4633.821252352467,3207.150192722431,2971.0090674854027,4723.905272208011,4755.277139954134,4470.3986437237145,4124.216898634024,5326.765601051067,5365.432626489792,4889.728072475038,4398.127314736621,4773.425980052441,4751.468692061436,4715.471557731033,4670.462245538303,4644.119891646835,4633.343756134136,4634.685505364284,4634.31498345962,4633.821252352467
1,6,11,636.6876228160613,200,BFGS,638.0698103278221,639.849429868352,639.849429868352,636.6876228160613,638.0698103278221,639.849429868352,637.9544850957782,639.8289992714363,638.3799783272656,639.1453710690583,639.9003610956413,639.849429868352,639.890022229907,639.8919535388129,639.8919535388129,639.8699186296835,639.849429868352,639.850919130306,639.8494916200902,639.8494690587937,639.849429868352
1,6,12,646.1040327525766,200,BFGS,672.0291654195254,673.3482075759692,672.8186060280378,675.1252734972318,672.0291654195254,674.6322239289716,672.3036324648901,673.3482075759692,673.9413015600298,674.0909125248304,673.7503557692825,674.0437336898427,674.1449556535249,673.6071066389457,673.2838039122643,673.6044484504563,673.3874797164185,673.5020377364009,673.3781970042149,673.3482075759692,673.3482075759692
1,6,13,1569.626369162219,100,BFGS,4791.716875481936,1570.074729826883,4791.716875481936,4289.740717876704,1574.916789374328,1570.074729826883,1573.7015149553006,1573.157165327391,1571.2314821877196,1570.074729826883,1570.2072644249013,1571.2598329266089,1570.3039410146223,1570.7152324576914,1570.7152324576914,1570.325309421523,1570.074729826883,1570.0710494535035,1570.0569118883127,1570.074729826883,1570.074729826883
1,6,14,1363.5049085535584,100,BFGS,4337.735449316437,1497.115670508106,4337.735449316437,2837.44799537145,2525.754785212972,1499.501125880525,1499.0898517474682,1499.10882782529,1496.9371663491547,1497.115670508106,1498.0685061643364,1497.4038391969827,1497.4586978389564,1497.115670508106,1497.478401780662,1497.2894298413744,1497.2894298413744,1497.1627442605632,1497.1267086185103,1497.115670508106,1497.115670508106
1,6,15,1766.787034583993,150,BFGS,4166.082355280393,1770.9394712905694,7241.903012525684,4166.082355280393,3172.770598130632,1770.9394712905694,1772.626050026455,1772.6463532455325,1771.9344211403134,1772.42543370019,1769.9060796524882,1770.8589906819195,1770.8852882181184,1771.353115130768,1771.353115130768,1771.353115130768,1770.9394712905694,1770.9313730067809,1770.979519422097,1770.9394712905694,1770.9394712905694
