fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,1,0.5226328853432229,-0.10473829964130374,1.0,0.0022494999999999998,0.6080093202512602,133.97547297015586,0.4148103401450992,5.397615941718813,12.352122852206382,0.6201189447741555,1.0,1.0000000000000027,1.0,0.008496,0.4509979879703334,0.5417603160029896,0.6096341671998502,0.7359660383873627,0.4434768629300283,0.5448541736281948,0.6148847149611408,0.742202049213144,-4.834681630009287,-4.037153715288266,-3.437686521822293,-2.325249252939691,-4.9111586977655515,-4.027178428008321,-3.40423205665807,-2.2865291816535174,0.0033945,0.8434302890047288,1.1461461461461455,2.4287643824604506,0.6356356356356353,0.5282258064516129,0.121405,0.9230104303658435,0.878177948885882,0.6634924389592021,0.18465190989960484,-0.4395457635085397,0.0140305
1,2,1,0.4168791686006505,-0.2954874865456458,1.0,0.0021755,0.8653732837303924,490.15361377015586,1.6823840582811846,8.117774684314067,4.835857653881781,0.8686859189363935,1.0,1.0000000000000049,1.0,0.008265999999999999,0.5092698972743886,0.5765597652289534,0.6564906887785714,0.7742286326144163,0.48851540997012677,0.5663081209147243,0.6521596648621838,0.774430048105713,-4.3212211039216735,-3.728496090837888,-3.0229408815395855,-1.9868285776058858,-4.512328784784167,-3.829598228910248,-3.0879451866880046,-2.0005296206428094,0.0033095,0.8163819839080295,1.2862862862862856,3.6815172663881484,0.8158158158158154,0.4959677419354839,0.12198200000000001,0.8972807916978831,0.8707733415827406,0.6561261981660098,0.18528567092130524,-0.3900051045166522,0.0131235
1,3,1,0.4314101031694605,-0.132010886659867,1.0,0.0021955,0.817637739062574,-167.2616143898442,0.4361705372980042,7.719626235660263,16.993311273159346,0.8229200697700616,1.0,1.0000000000000036,1.0,0.0082915,0.4270503728204234,0.5525350936238144,0.6326974195258104,0.7631230081455289,0.41966679536554563,0.5481985977750627,0.623777351436917,0.7610788696231221,-5.047578195742575,-3.941316994339293,-3.234273007767909,-2.084959878071154,-5.138114937306479,-4.001535703660451,-3.330321929267828,-2.111209350602155,0.0034135,0.8191689238773913,1.2562562562562556,3.511927530450728,0.7657657657657654,0.502016129032258,0.121636,0.8977817879183052,0.8752177465544346,0.66747525937293,0.18517579242790816,-0.39948120989447233,0.013211
1,4,1,0.479485060830244,-0.12021412288178054,1.0,0.002137,0.8044937883446239,-76.14385694984415,0.6251896598548992,7.7913021684458865,12.688337532920372,0.8100889413224002,1.0,1.0000000000000033,1.0,0.0079415,0.46098040478687863,0.5556610405323146,0.6340387201720319,0.7699163429810121,0.4645650849121164,0.5525565470835436,0.6412586124341882,0.7741813212592039,-4.744147524653611,-3.915128809973668,-3.222321144513922,-2.026790850090358,-4.736801860197384,-3.9530800114205515,-3.1723501878227855,-1.9993663108455704,0.003149,0.8088702005178124,1.2462462462462456,3.353710152002929,0.7257257257257255,0.5100806451612903,0.1157545,0.9023702606820105,0.8738283103536875,0.670741569470479,0.17834940475783012,-0.4063861024220712,0.0122685
1,5,1,0.39922329167452525,-0.2574704745043101,1.0,0.002227,0.7865379860504366,47.41324833015584,1.3001705372980055,7.138010340145103,5.375297262455266,0.7880382363562772,1.0,1.0000000000000033,1.0,0.008278,0.4395166096548197,0.5401403664630293,0.6305263397146947,0.7620412557672169,0.4566662077176799,0.5413657353355026,0.628874342128436,0.7553284734968626,-4.9365377884512665,-4.046582033174018,-3.2555116906208585,-2.096070934186039,-4.801256328629025,-4.052775497757656,-3.288934633726475,-2.1652106472073553,0.0033109999999999997,0.8222921321217461,1.2262262262262256,2.989446772280588,0.7057057057057055,0.49798387096774194,0.1216685,0.9061873253021444,0.8785189922196059,0.6675209531014921,0.17959076813889902,-0.39859295856385624,0.012699499999999999
2,1,1,1.0250189036054111,-0.21269622792137266,1.0,0.0022045,0.6610533139133747,11341461.198188568,48492.41670215899,3242855.15171481,68.673211768978,0.6612910969730155,0.9969355117377389,606.8125394311564,0.9989263047030138,0.0083455,0.710410041832938,0.7563882071239105,0.7968365123425398,0.8801554779161773,0.7101959177320001,0.7417076006009437,0.7938760238655624,0.8732832870346199,-2.5509561106815575,-2.14656392874537,-1.7882706765950536,-1.055436819580419,-2.5623210245748274,-2.2878130448928893,-1.8299071262893007,-1.1213447748975747,0.003334,0.7876726244129233,6.83183183183183,677377.5997517745,6.14114114114114,0.5221774193548387,0.158171,0.7263983833328085,0.8425423366209037,0.55718194088814,0.20421304817734426,-0.32731036428808435,0.017236
2,2,1,0.6452713205940728,-0.8391121712395948,1.0,0.0021755,0.0046219311363428,8656274.268991198,55029.22132290689,259209.4900337701,4.933578011490051,0.00636556967558595,0.9985445586319749,1706.3759530489124,0.9985499722631279,0.0081925,0.7726326884022252,0.8115909764517641,0.8335078981208686,0.8849871281685173,0.7497645597719024,0.8353650561525887,0.8288302317706133,0.8808586726683147,-2.004154810065331,-1.6593596355479394,-1.4655003326931846,-1.013290292259398,-2.2095449625626378,-1.4564317598883223,-1.5140023918845156,-1.0532376323917494,0.0032430000000000002,0.8051851235268273,6.761761761761761,726066.1843776449,6.21121121121121,0.5362903225806451,0.15613349999999998,0.7067281553609318,0.843070251213508,0.5362157347319201,0.20578922641258934,-0.4554797861533579,0.017613
2,3,1,0.9775227622957552,-0.38238099748955934,2.0,0.0021885000000000003,0.8320971073809275,18897874.06747707,48682.88202138516,6466994.862466387,135.08900151652415,0.8337522312506094,0.9981503631900113,779.8075668221933,0.9985103827516437,0.008317499999999999,0.7514062114870161,0.8133322328560733,0.8292244653925251,0.8885851027887359,0.7766102549271726,0.8139369898014713,0.8248412630661074,0.8903535512922283,-2.1881962630577805,-1.6444081688240777,-1.503644037001386,-0.9812543198221526,-1.9759535494864715,-1.6484410170707107,-1.548607893411325,-0.9734710728055833,0.003372,0.7410026204911608,7.062062062062061,590516.513396992,6.19119119119119,0.5181451612903225,0.161193,0.7104691849603526,0.8447834295672924,0.5541985630929236,0.2007993387635344,-0.28258571091217366,0.0165715
2,4,1,0.849142688132857,-0.6845242763288921,2.0,0.0023055000000000003,0.8685601049071393,21271910.40013727,38195.66856774555,7206976.911003966,188.15721421573684,0.869270190099959,0.9970411839360895,475.5732228499186,0.9972435679872825,0.008794,0.7532783121395392,0.8079272862380127,0.8350376523496741,0.8911338301741378,0.7572857176159042,0.8050814073836373,0.8255534398485461,0.8898778348171963,-2.172646532491047,-1.6916719763519459,-1.4519859840015843,-0.9587594434695066,-2.1482926322837383,-1.7256312662303284,-1.5443973758988694,-0.9736570415182841,0.0033794999999999997,0.7233104833971655,7.062062062062061,610761.480438099,6.251251251251251,0.5060483870967742,0.1686355,0.7098952804605267,0.8449214549556137,0.5486957934749342,0.2047679673464945,-0.27938395629321205,0.016141000000000003
2,5,1,0.636755384356275,-0.8756995473324409,1.0,0.0021715,-0.0033976646784643,8541767.577969134,53672.92393367366,245687.06058170332,5.548574749358211,0.00173156791974025,0.9985152838279283,1719.5106456128165,0.9985036829793714,0.008176,0.7860109124941306,0.8215717643825098,0.8359458645786506,0.8897382974024368,0.8088426793900185,0.8123241809185358,0.8425227589720934,0.8830587821892562,-1.8850507364018403,-1.5712432092650204,-1.4447115261011603,-0.9709404370545895,-1.6925229584925496,-1.6646664155527602,-1.3935722139545765,-1.0343753859444385,0.0032655,0.8014484856992361,6.75175175175175,726066.1843776449,6.21121121121121,0.5362903225806451,0.1577915,0.6889413308317632,0.8401124747914188,0.5206021902658935,0.20957216022129527,-0.45604697691914386,0.017796
3,1,1,0.6708121015835233,-0.23878539245534935,1.0,0.0021395,0.6059859832546108,-142.24812999352815,1.5165588593115822,39.191584074384764,26.547732662102064,0.612561443653254,0.9713946668439721,9.518448297651238,0.9855358705749557,0.0081775,0.5404397964425436,0.5945933198631121,0.6686346208287341,0.7823785298825006,0.5040718496917604,0.5947647088208305,0.6599999617307417,0.7672637980567448,-4.047956877890119,-3.569804801614462,-2.9179384300725992,-1.9168789709827476,-4.382323787616436,-3.5809209791497403,-3.0102220844163874,-2.064204764487055,0.003158,0.8282722242104075,1.966966966966967,15.00691856413702,1.406406406406406,0.5262096774193548,0.1251525,0.8661863900023736,0.8660882505756391,0.633476278909058,0.1922143223575781,-0.40845924130795774,0.013667
3,2,1,1.9397024017907363,2.872203517356619,2.0,0.0021904999999999997,0.5890028524774921,1166.9470510547567,7.302062760422528,377.1176900600824,51.95611078974748,0.5939651073012902,0.9108017518506681,132.0416267263481,0.9878263886234534,0.008193,0.5179573238927635,0.6119278491975304,0.6761975652951018,0.7849676942158402,0.5336013598631767,0.5997203444976753,0.6683791088100972,0.780141402528465,-4.247524476715661,-3.4165860611691015,-2.851557858632068,-1.8943940247339683,-4.126726608277117,-3.5421460125847064,-2.941379825571661,-1.9460221262630113,0.003251,0.7479805356658473,3.1481481481481484,20.72199983756435,1.7667667667667668,0.5060483870967742,0.1297725,0.8599786553172102,0.8667920579147306,0.6480629343001261,0.18750947270790963,-0.29474719269201644,0.0139465
3,3,1,1.4281449176906984,0.6535102061743909,2.0,0.0022045,0.6946281366670377,1986.4267097227143,4.199731924417623,700.8409631316706,168.48377836695468,0.6994530279770537,0.965493738828805,203.26545684516952,0.9943058693067277,0.008158499999999999,0.5647846181406845,0.6308830909937576,0.7036132517733915,0.8108171822498491,0.5514586170200119,0.6133449381152001,0.6996137913592431,0.8056373234692819,-3.8332019598642484,-3.250963814856401,-2.6083762702597464,-1.6658444869802547,-3.957506682756375,-3.429711798329702,-2.6590136540353844,-1.718328702033702,0.0032300000000000002,0.7060621737023596,3.2482482482482484,18.461469463245457,2.037037037037037,0.5,0.13148700000000002,0.8358574573313551,0.861559907483987,0.6262486494674004,0.19431156904858488,-0.28512325021989454,0.013573
