fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,0,1,0.597634215778958,0.30143235194606,1,0.295741,0.5817633468765881,133.9729088038986,0.4377604484567378,5.0107330955215765,11.446290118685239,0.5740000178241327,1.0,1.0000000000000024,1.0,0.225726,0.3837516320969833,0.5177986613139662,0.6075623358230067,0.7507411305979383,0.4289714694200609,0.5226940295489142,0.6104619606356159,0.7495460215626658,-5.426332225420642,-4.245990414801048,-3.45558261004199,-2.194831671702187,-5.062691111698338,-4.231754745615078,-3.4536116217443293,-2.2205039899432375,0.004265,0.8445691155411799,1.1861861861861855,2.214855233726359,0.5055055055055053,0.5645161290322581,0.152412,0.9005383359323132,0.885859064118505,0.6904736656823968,0.1703917135702889,-0.44618575505456737,0.014563
1,1,1,1,0.2992929565600216,-0.7664071264920493,2,0.002496,0.5867970790073531,133.97011484249504,0.41301243824851147,5.191025901359354,12.568691450003959,0.5885317386314927,1.0,1.0000000000000022,1.0,0.009641,0.5142608692300483,0.5697063357752535,0.6170922137701161,0.7215537478750068,0.4667977024275268,0.5647530732938665,0.627288966744221,0.7258964163717941,-4.276159316796408,-3.7880503024668792,-3.370893127274675,-2.4512757153494453,-4.719769296700391,-3.85269360335342,-3.2991419941565514,-2.426294267698861,0.003512,0.8421621056316014,1.1261261261261257,2.920555512182745,0.6256256256256253,0.5645161290322581,0.124777,0.9121465993395923,0.896947118913552,0.6863645690841071,0.15940394189613688,-0.42578531374296447,0.015285
1,1,2,1,0.46927255310999366,-0.5283483427412472,1,0.002244,0.6416106215483872,133.97520607959905,0.4821976296422804,5.381035409705974,11.159398302513244,0.6377662885790465,1.0,1.000000000000003,1.0,0.00852,0.46816158699338295,0.5399024000460564,0.5841517339502875,0.7046047669852594,0.4872757869903403,0.5479953881423353,0.5991522043221393,0.7112194224706591,-4.684361488468182,-4.052478018608404,-3.66273581390464,-2.601801636682681,-4.535269257669775,-3.9981779063053624,-3.5456735582492307,-2.554390142398577,0.003308,0.7911591516890154,1.1461461461461457,2.920555512182745,0.6456456456456453,0.532258064516129,0.126386,0.9747224585639381,0.8841842828785809,0.6546247654649968,0.18291470082292247,-0.38909528120094694,0.015101
1,1,3,1,0.5082585781278384,-0.047528389056801235,1,0.002266,0.5634275867557385,133.9865081273562,0.44628816321995446,5.066135650544086,11.351714134634635,0.5862410122897761,1.0,1.0000000000000062,1.0,0.00865,0.4093276820302922,0.5730544053413109,0.6830926882064864,0.7840079579672234,0.38834121496907625,0.572363748461681,0.7024015890686098,0.7934498866920277,-5.2044669250247955,-3.76185603859659,-2.792298830249984,-1.9031253109880817,-5.438029919854498,-3.801954271877632,-2.6458363753644676,-1.8363599503623629,0.0034,0.8481501609892742,1.1261261261261257,2.3193450592744274,0.6456456456456453,0.5040322580645161,0.121497,0.8902122602376098,0.880307906204573,0.6386275842753388,0.17545645771888074,-0.46195140223979536,0.013496
1,1,4,1,0.5735861203179801,-0.08840585903096532,1,0.00219,0.6037899950646847,133.96672350576097,0.17065542668595812,5.430508534020412,31.821481680823954,0.5946042774929936,1.0,1.0000000000000027,1.0,0.008384,0.5424717775608686,0.5502813978653557,0.6068738451110328,0.7338062992546417,0.5411279956572486,0.5679915710499621,0.6140048944017522,0.736336162887906,-4.028154180409175,-3.959396990941781,-3.4611477206848233,-2.3436133900978247,-4.052430492439321,-3.815190540934106,-3.4088336639737387,-2.328491089355083,0.003389,0.8472698843136978,1.1661661661661658,3.6776091016010306,0.7057057057057055,0.5161290322580645,0.121452,0.956912135706902,0.8815581143773854,0.706657701359424,0.1704383026000292,-0.45258255442893025,0.013678
1,1,5,1,0.6401727934996135,0.008450185828454693,1,0.002321,0.6055961668758627,133.98129637642103,0.33993434053670907,5.427902335578517,15.967502215306093,0.6135163898443321,1.0,1.0000000000000022,1.0,0.008605,0.4664953225226197,0.5584766493718881,0.6389208439265154,0.7558098706159404,0.44074287268397083,0.5703698767056233,0.6360752014543798,0.7603122293832153,-4.696804570041475,-3.887030383342916,-3.1788254198850305,-2.149771809074152,-4.949393928609625,-3.8022022785583314,-3.2207138727698936,-2.121223206123437,0.003369,0.8550953443500676,1.1461461461461457,2.4287643824604506,0.6056056056056053,0.5241935483870968,0.122599,0.9782855637050764,0.8760479915671909,0.7111440241837664,0.1865540610791589,-0.4477295618849497,0.014718
1,1,6,1,0.638556049641433,0.18825958322302627,1,0.002203,0.6225366658473809,133.96518897359888,0.9469551519802637,5.330182529291831,5.628759205908963,0.6268104990900882,1.0,1.0000000000000033,1.0,0.008282,0.3984284643975081,0.5437293724729381,0.6224959028071814,0.7472431718566073,0.4102845229619536,0.5417129591140543,0.6297794938727153,0.7536149936772388,-5.297912417573122,-4.0182782600053075,-3.3245981996131535,-2.225975564329425,-5.219417724875111,-4.056178949711281,-3.276725042894401,-2.1806893649859536,0.003435,0.8391355989099377,1.1661661661661658,2.0197857568198785,0.6256256256256253,0.5080645161290323,0.128526,0.8955527355791811,0.8699704506514446,0.6485896525218326,0.18958490336471617,-0.4216957880098069,0.014383
1,1,7,1,0.5698292527627778,-0.041199589247966184,1,0.00222,0.6104224736266577,133.9682723604642,0.780529664480133,5.281558272361581,6.76663362420611,0.6395708266673303,1.0,1.0000000000000013,1.0,0.008572,0.44285269192617555,0.5234160132466845,0.5974134730343664,0.7455847498892831,0.456602363957352,0.518551476678094,0.59867044371086,0.7458275766067268,-4.903104832666164,-4.194117452887092,-3.542912111979425,-2.2389494200993925,-4.815593879707116,-4.266600383445608,-3.556585503548039,-2.252477900707887,0.003536,0.8238526228456523,1.1461461461461457,2.067429290844337,0.6456456456456453,0.5282258064516129,0.121511,0.9512246181271558,0.8853642808996746,0.6744077544187987,0.17483389836230895,-0.4323452903467273,0.013007
1,1,8,1,0.639750995919879,0.19364155364660984,1,0.002096,0.5621441283673907,133.97878834958794,0.3378090522835436,5.4437505816545695,16.11487479348333,0.5703814707172414,1.0,1.000000000000005,1.0,0.008182,0.43639991740430417,0.5376222740616542,0.6128243435596044,0.7149809191183063,0.43988893622591624,0.5229503626744559,0.6217553548412242,0.7202111879949887,-4.955401013015765,-4.065412909377566,-3.404205746925191,-2.5060036109738375,-4.926560042711737,-4.195977965159585,-3.3269204551197893,-2.4609340374994613,0.003428,0.8470135406007274,1.1861861861861855,2.4287643824604506,0.6256256256256253,0.5201612903225806,0.120101,0.9725998392580892,0.8750364686186985,0.6682859985979791,0.19022104662784858,-0.4763709297511311,0.01316
1,1,9,1,0.33819099448597945,-0.4166379092299777,1,0.002265,0.651782546452822,133.97706227239337,0.4702046255016401,5.451245577038212,11.593347409593267,0.6750072326535976,1.0,1.0000000000000007,1.0,0.00855,0.4781701001674825,0.5268620411201227,0.5844885441360451,0.7115457299270993,0.4768317655010922,0.5145483305718084,0.5961901419507389,0.7068773368814696,-4.600170816024846,-4.170928938896243,-3.662924783732855,-2.542857194217869,-4.65077257636854,-4.315486228806335,-3.5897206482376696,-2.6057523244879297,0.003303,0.7979887766709348,1.1461461461461457,2.3193450592744274,0.6456456456456453,0.4798387096774194,0.121358,0.9300966904169754,0.8725259857473247,0.5911882869968896,0.19253906441710167,-0.42377095820717986,0.012273
1,1,10,1,0.46504907960935643,-0.20451166312367564,1,0.002202,0.5833050848261849,133.97699301301967,0.416608242041687,5.055771924130767,12.135554254408802,0.6120198107589334,1.0,1.0000000000000022,1.0,0.008174,0.49352554883719413,0.557054840590118,0.6295167902978215,0.7574285180686179,0.5061879472541747,0.5575220689420116,0.628377195746918,0.7617968541861037,-4.46139913789644,-3.9017864529782864,-3.2634883528193814,-2.13674786138236,-4.373624418827944,-3.9189652688849765,-3.2914113016014017,-2.109732011157555,0.0034,0.8523237815958171,1.1461461461461457,2.920555512182745,0.6656656656656653,0.5443548387096774,0.1195,0.8890237072265689,0.8607978625929379,0.5686858372458459,0.2019210560868424,-0.44646602483907716,0.012959
1,1,11,1,0.3588721534676058,-0.5678015606583706,1,0.002259,0.6219553851994304,133.97039590711287,0.6788923778555125,5.867467883818374,8.642706966828161,0.6304029587428559,1.0,1.0000000000000022,1.0,0.008472,0.47654545890140204,0.5006058046098789,0.5651702289540614,0.7165121566056957,0.4680142897484799,0.4889913717626304,0.5708974323945288,0.7142880988990656,-4.608350800708659,-4.39653008906046,-3.8281225326003403,-2.4957495398845673,-4.703803761290745,-4.518324949778282,-3.7941137000237006,-2.5262571703452332,0.003518,0.8373441688373189,1.2062062062062056,1.7589165903277326,0.5855855855855853,0.4959677419354839,0.123502,0.9230317620202186,0.8937624643870674,0.6970373148803837,0.15977160220670558,-0.4408487422550278,0.014716
1,1,12,1,0.5160057727070485,0.20324063292341332,1,0.002295,0.5833251396527095,133.98154082478064,0.10808745287854987,5.284623706256826,48.8921106522399,0.5842951913752648,1.0,1.0000000000000036,1.0,0.007856,0.37547757523107406,0.4824871851995075,0.6009007849801953,0.7296908587653561,0.376457228349992,0.4606102422814171,0.6157645355205295,0.7403580866334533,-5.5007598757184795,-4.558224995488297,-3.5152443872995685,-2.3808683550372196,-5.516968601116682,-4.77240133699707,-3.3996304493424017,-2.2972542521607755,0.003147,0.8407252367326928,1.1461461461461457,2.214855233726359,0.5855855855855853,0.5604838709677419,0.120216,0.9229890987114685,0.8673994958937223,0.632568023014025,0.19750571429704036,-0.4420207169964645,0.012825
1,1,13,1,0.523334547845178,-0.39526237345271564,1,0.002794,0.5985323197825574,133.97659938326868,0.3554044523666415,5.423177307459853,15.259170984907099,0.626721499703979,1.0,1.0000000000000022,1.0,0.008878,0.4229236469745542,0.4867540061199738,0.5565129377506417,0.6956696706985778,0.3867035476050964,0.48246193259824527,0.5517773372496972,0.6944828116775249,-5.072347985993066,-4.511296069796792,-3.8981335749089734,-2.674982824743485,-5.408228672882279,-4.563803042558591,-3.9525593977526405,-2.694140511479853,0.003114,0.8416416099364195,1.1261261261261257,3.20262069365765,0.6256256256256253,0.5403225806451613,0.120943,0.9529612084652502,0.8985143917332213,0.7135169329058304,0.15555980441917722,-0.412397094608148,0.012299
1,1,14,1,0.521931222841268,-0.4393125599895993,1,0.002255,0.6225194738825833,133.97303109942627,0.5799277290615505,5.398827720052364,9.309483664091807,0.6113278078990609,1.0,1.0000000000000036,1.0,0.008335,0.4389840502804099,0.5331209659580654,0.6366960672645012,0.7428071145065194,0.4327309783833283,0.5126811395238983,0.6406800885929922,0.7440460117928349,-4.942226287834957,-4.112934465471702,-3.2004976823504867,-2.265720681141662,-5.043848625153004,-4.332975133065641,-3.1948778658409145,-2.2758041111462592,0.003333,0.8529217127324155,1.1661661661661658,2.4287643824604506,0.5255255255255253,0.5524193548387096,0.124095,0.878558309442983,0.8844321956475909,0.6587955273151216,0.17232032041276446,-0.42552406265242504,0.015292
1,1,15,1,0.5823187162497391,0.094566437689104,1,0.002229,0.6712335922561985,133.99457039168516,0.6710771778476389,5.753996101671917,8.57426878995772,0.6836461376675722,1.0,1.0000000000000022,1.0,0.008881,0.4591432840144913,0.5436182319599229,0.6017476233154399,0.7225136753255434,0.4533852099775039,0.5726093879859303,0.6133606987728655,0.7300647544103914,-4.76625842735241,-4.021829411968127,-3.5095685982695075,-2.4453270050364164,-4.846922504659971,-3.7897422709073387,-3.428393750975305,-2.3935598533573232,0.003738,0.8503692917690269,1.1461461461461457,2.543345761304648,0.5255255255255253,0.5282258064516129,0.11935,0.8816070034994651,0.8722021418337319,0.6361333516866259,0.18638911897628735,-0.4360054889477112,0.014579
1,1,16,1,0.5474033791046069,-0.08907474987411801,1,0.002142,0.6303957769354614,133.97573986071265,0.3501315584264297,5.437521839702212,15.529939272368544,0.6458740822253239,1.0,1.0000000000000027,1.0,0.008179,0.46215360113186016,0.5456750870360787,0.6117059985766937,0.7260405554421973,0.5070106327613384,0.5483856667655599,0.608754247427131,0.7317414441410685,-4.736931198665875,-4.001339153853058,-3.4197904336025964,-2.412820914718414,-4.361782798844374,-3.995712202571559,-3.4615939147975823,-2.3734498801510027,0.003183,0.8473286790008008,1.2062062062062056,2.4287643824604506,0.6456456456456453,0.5201612903225806,0.120659,0.9263448705631769,0.8904864482292403,0.6808818364539968,0.16665514947363536,-0.44457808491178635,0.014979
1,1,17,1,0.4150733329178491,-0.515755529635221,1,0.002135,0.6351921971922769,133.959587777515,0.3777836223622818,5.152783695068933,13.63951052946278,0.6416941132222428,1.0,1.0000000000000033,1.0,0.008035,0.38281131906598315,0.4999417553463906,0.6039907299704185,0.7381257775200837,0.40958114423586967,0.4823597050783881,0.5949382968921675,0.7469663790437012,-5.436897790826773,-4.405080082686389,-3.48849872313348,-2.306885115781557,-5.236691036846988,-4.591185166704361,-3.592674877040454,-2.24426927078383,0.003064,0.8416416099364195,1.1461461461461457,2.214855233726359,0.6656656656656653,0.5282258064516129,0.120628,0.9404449700320845,0.8723656943206232,0.6369630554552493,0.19713507667667982,-0.4156082811130083,0.011789
1,1,18,1,0.49142097823280895,-0.30037054084327064,1,0.00213,0.5710173562028187,133.96300729911877,0.2493181718981846,5.665166870594516,22.72263921824371,0.5692787851054861,1.0,1.0000000000000013,1.0,0.008023,0.43630135954660826,0.5868301244188299,0.6531408397362588,0.7524123485494272,0.44621085317608594,0.6063833868333908,0.6736393538391295,0.762027115287562,-4.960996968209387,-3.636223955525244,-3.0526368505697183,-2.178968512722415,-4.895757352819366,-3.4797565809194513,-2.885182099137456,-2.1037925838459994,0.0031,0.8422914624682778,1.2062062062062056,3.511927530450728,0.7257257257257255,0.4959677419354839,0.120758,0.8584101579822636,0.862102915405657,0.6681893506032826,0.18877860002931957,-0.4382427847620516,0.014721
1,1,19,1,0.6078887313592798,-0.12040184940848953,1,0.002279,0.6131185528448704,133.98233226721922,0.38754812909069153,5.396404163385261,13.924474815674905,0.6302353284384957,1.0,1.0000000000000029,1.0,0.008555,0.4736286363520465,0.600684656032848,0.66666259378734,0.7803672380219131,0.43423737461873746,0.6012549846258329,0.6685738384844159,0.7900211171590386,-4.639276077003767,-3.519443211364261,-2.937933863832246,-1.9357759345219323,-5.015561631860065,-3.5349280957864417,-2.9381374182715216,-1.8614909876173762,0.003578,0.8566835489166594,1.1661661661661658,3.20262069365765,0.7057057057057055,0.5604838709677419,0.11841,0.8965063604315016,0.8647645056192534,0.6261627954901017,0.1971940248879634,-0.48043783254019773,0.013363
1,2,0,1,0.3057824658094374,-0.3249247930109349,1,0.002072,0.8623541370562321,490.1510496038986,2.0692669044784013,8.173050487791063,3.949732376283879,0.8597991478682656,1.0,1.0000000000000056,1.0,0.007506,0.42556903723185396,0.5333534020320101,0.6350563275424871,0.7635717615753445,0.4262491481965747,0.5286534883375995,0.6379676070963145,0.7556026357461124,-5.058111967346822,-4.109024225172668,-3.2134861745081524,-2.0818524412953066,-5.086826983591348,-4.17891868327443,-3.209748864630127,-2.166806556012258,0.003036,0.8156968506325633,1.3063063063063056,4.422273980505897,0.8258258258258254,0.5201612903225806,0.112005,0.92120167055511,0.8824935809443475,0.7232091049541214,0.16798575096765692,-0.3982848651359465,0.012318
1,2,1,1,0.5560414425998024,0.05442410680862064,1,0.002215,0.859029097187756,490.1482556424951,1.8889740986406443,7.8893875617514935,4.176546183152488,0.8596209045561537,1.0,1.0000000000000022,1.0,0.007979,0.6135762058561912,0.6130346840690253,0.6647803187747586,0.7749676775147063,0.5741020827715968,0.6244861623350887,0.6673997998577194,0.7679137124665659,-3.401845976338385,-3.4066132130890407,-2.9510753246761325,-1.9810511474554433,-3.769938581313113,-3.3239516963185736,-2.9440912386439475,-2.0543679932973173,0.003115,0.7867385036111251,1.2862862862862856,3.2781654228302894,0.8458458458458454,0.4596774193548387,0.114776,0.8402575496630507,0.8764606597824568,0.6437516409057819,0.169899591686214,-0.39543069921797974,0.012268
1,2,2,1,0.37033495024520285,-0.2992796012282901,1,0.002231,0.8644059592181065,490.1533468795991,1.6989645902940262,8.232143642938542,4.845388591361913,0.8629514835199816,1.0,1.0000000000000073,1.0,0.008462,0.37140166011803893,0.5459732735519437,0.6487170023480138,0.7541475194523516,0.4034217956482863,0.5377740925270399,0.6483901329542415,0.7597039589173229,-5.536609960930851,-3.9990065781165978,-3.094053580018768,-2.165435710465405,-5.276994378927819,-4.08858972342142,-3.1101426073590606,-2.125523273934962,0.003192,0.8294235799179769,1.2662662662662656,4.032789982193705,0.8058058058058054,0.4717741935483871,0.114782,0.9092548388382902,0.8772582954097443,0.7046415134883438,0.17681990520198318,-0.36628672191942085,0.010898
