fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,best_precision_t+0,best_precision_t+1,best_precision_t+2,best_precision_t+3,best_precision_t+4,best_precision_t+5,best_precision_t+6,best_precision_t+7,best_precision_t+8,best_precision_t+9,best_precision_t+10
1,1.0,0.0,1,0.22256023051617962,0.06490021914876735,0.625,0.6869882952242351,0.013420782068753431,5.8589390688520005e-09,7.997675296994966e-09,0.00066872072492433,0.8669157517394669,0.999999999999996,4.656578459077423e-13,1.0,0.12093023255813949,0.10804729550869152,0.08824430317242632,0.5017814726840856,0.14182708209300798,0.1740276137938057,0.38483245149911827,0.059883189078882654,0.37021076521189566,0.0005694842327523562,0.0007727791522174172,0.000977093438811827,0.0024817837528430644,0.0008313168595064845,0.0030012000185992245,0.0037886362508438927,0.009825252311609457,0.5975766937125719,0.6430785992613675,0.6469848825452861,0.6864015632718622,0.6690093622656987,0.744030974600461,0.7560408787666895,0.8377975987160104,0.4079736571859327,0.03966005665722379,1.0991097009294811e-07,0.09565217391304345,0.5494505494505495,0.6413985965260738,0.9306401451633721,0.9737990512266999,0.021305512118954734,0.8050125891318095,0.3372042223094567,0.33720422533376804,0.3372042271140382,0.3372042270843809,0.33720422710751197,0.33720422711296427,0.3372042271140382,0.3372042271140382,0.3372042271140382,0.3372042271140382,0.3372042271140382
1,1.0,1.0,1,0.2027859225507447,0.04937070767565053,0.5,0.7964446922809054,0.01342078241921632,3.3364340784476524e-10,6.293338912136934e-09,0.011212489706368239,0.8655997073362464,0.9999999999999943,3.169480762303038e-13,0.9999999999999984,0.11215445370776649,0.07879643518927026,0.11542143304889571,0.4720902612826602,0.06760600648276788,0.29893098317853795,0.3748551272360796,0.050313137710224456,0.409873825891485,0.0004830114556768832,0.0006748321019461388,0.0009908194488983761,0.002921709334545764,0.0005620056025477301,0.002144192295122348,0.0032562262929162248,0.009664410763512966,0.623305274535644,0.670824472417858,0.6750378011975335,0.7188663716159446,0.6684185412027699,0.7433706565314298,0.7553916828171854,0.8370951388650686,0.36875298769031595,0.031161473087818622,9.440064789416972e-08,0.12463768115942025,0.5677655677655677,0.65411792937484,0.9399406908906625,0.9716351532540246,0.025406253521026184,0.8297954401617882,0.3218143086788986,0.3218143091011242,0.32181430909534137,0.3218143090972414,0.32181430910029807,0.3218143091011242,0.3218143091011242,0.3218143091011242,0.3218143091011242,0.3218143091011242,0.3218143091011242
1,1.0,2.0,1,0.20485449710717532,0.05458590580549701,0.375,0.6491275966237224,0.013420777116580424,1.5163597193453524e-08,6.837864125224402e-09,0.00011487593978321827,0.826754437530237,0.9999999999999921,8.647066564640275e-13,0.9999999999999971,0.11215445370776649,0.08104650136768728,0.11235308361009555,0.48905666779776036,0.050737580207713295,0.37552019997957364,0.325925925925926,0.035113644360002826,0.4592601172825199,0.0008372632424428153,0.0012813265153067271,0.0018538699963895836,0.005231093760171331,0.00040409101197089365,0.0017439203660038036,0.002477301890395404,0.0075396873441449215,0.562115960819298,0.6049030248676346,0.6085352406501139,0.6426140008929013,0.5709400877134299,0.6348849594870589,0.6448410473628454,0.7121230077924159,0.3435293824802086,0.02549575070821529,3.187891292677625e-07,0.1739130434782609,0.6080586080586081,0.6839487470354986,0.9481255411873286,0.9807200897068484,0.01212645896052364,0.7884302073913677,0.20006521919905132,0.20006522112612155,0.20006522258495177,0.20006522262055712,0.20006522266830631,0.2000652226724369,0.2000652226724369,0.2000652226724369,0.2000652226724369,0.2000652226724369,0.2000652226724369
1,1.0,3.0,1,0.2115935406191644,0.0557422412044049,0.5,0.36357410734861606,0.01342077567340878,1.2022684312365606e-08,5.987465579585618e-09,0.00014472732874503563,0.7436424428852657,0.9999999999999901,1.9996478846473855e-12,0.9999999999999979,0.14725756910925852,0.05179564104826623,0.19719991139175663,0.5526806922293857,0.09122180326784426,0.2751629768189049,0.3377173091458805,0.05981282105411295,0.3305561448992669,0.00043171105656721905,0.000642652203235826,0.0009444337551178252,0.0036222324520454657,0.00039046158527012467,0.0016407774066015581,0.0024536987937099197,0.01015793016711978,0.632577921038927,0.680829664616853,0.6851400319173684,0.7306836848570522,0.6603992042740705,0.734445711691717,0.7462804596885227,0.8269293621715287,0.40085423063693204,0.028328611898016998,3.711671819475738e-07,0.1217391304347826,0.6263736263736264,0.6849414847484698,0.9528311511395173,0.9746779746054104,0.012451073266931512,0.7917267754650259,0.10477578035972343,0.1047757827913825,0.10477578378643373,0.10477578390365894,0.10477578390159364,0.10477578390365894,0.10477578390365894,0.10477578390365894,0.10477578390365894,0.10477578390365894,0.10477578390365894
1,1.0,4.0,1,0.27559478277932214,0.10506131975255664,0.5,0.41560775606608813,0.01342077932346499,6.687379921561252e-10,5.913453335314779e-09,0.005219276857847101,0.7125136402441393,0.9999999999999857,2.163239106718433e-12,0.9999999999999981,0.11654234313295321,0.11704756022235957,0.07961233874837101,0.4975398710553105,0.08110074750281153,0.2738369650851167,0.42968002015621076,0.03849130954894103,0.5515750287591834,0.0007643877226947342,0.0009194489044947326,0.0012298409668045674,0.0029588387944858565,0.000612990708692574,0.002089909409671775,0.002762667973448923,0.006681284182081808,0.6126048513573614,0.6592687721040142,0.663364611413239,0.7053478991630944,0.6452589803421678,0.7175695115946404,0.7290730159327155,0.8071599493446142,0.37809566562232,0.01699716713881011,9.440064789416972e-08,0.1362318840579709,0.6007326007326008,0.6966980796323134,0.9496206169362233,0.9836515080149812,0.03176047064585563,0.7832706092871806,0.09608963095982684,0.0960896296334223,0.09608963061814715,0.09608963095982684,0.09608963094181766,0.09608963095759634,0.09608963095982684,0.09608963095982684,0.09608963095982684,0.09608963095982684,0.09608963095982684
1,1.0,5.0,1,0.30798986540634843,0.11701605912151193,0.75,0.7021032437880393,0.013420783103478365,3.7356342880346864e-09,7.3968881714969574e-09,0.001043899609401325,0.8993937359696855,0.9999999999999917,2.728586523460569e-12,0.9999999999999992,0.11215445370776649,0.09004676608135542,0.10144339671658384,0.4805734645402101,0.03049546867764781,0.4972135161972068,0.3152431342907534,0.06319048624305115,0.29891653532092766,0.00020507148660074196,0.0003096116987340053,0.000470639408007107,0.0013359270436471618,0.00016688362679219846,0.0007178683146253353,0.0011005793705990265,0.003066930702021915,0.6497484010515159,0.6993303562288431,0.7037995949358107,0.7518324340098492,0.6606331794965588,0.7346863749339367,0.7464928040238917,0.8267370271806569,0.3677624588598922,0.019830028328611846,1.9601634743186594e-08,0.13913043478260864,0.6227106227106227,0.6748496362537972,0.9588758793631758,0.9902178354753328,0.01793599878769314,0.8286588698513523,1.0000056338554941e-12,9.336798278969383e-10,1.0453700960422196e-09,1.0504093844732054e-09,1.0526398919186164e-09,1.0528051208602562e-09,1.0528051208602562e-09,1.0528051208602562e-09,1.0528051208602562e-09,1.0528051208602562e-09,1.0528051208602562e-09
1,1.0,6.0,1,0.22240425354775115,0.060403517211154646,0.625,0.6297172852517096,0.013420781711744434,1.8280689152607616e-09,7.87857406800229e-09,0.0024530634346154306,0.7582144917701389,0.9999999999999885,2.068034110318663e-12,0.9999999999999979,0.12093023255813949,0.06529603811876818,0.1433583839127912,0.4975398710553105,0.0743533769927897,0.2923319619650373,0.3740992693373647,0.04982056153683777,0.4119573374865928,0.0006153078905434693,0.0008149270806136525,0.001044933332297729,0.0035240855915733833,0.0005356533988771302,0.0019516855819465973,0.0024805499267876413,0.008469521027490814,0.6290467162948385,0.677014919313026,0.68127087356067,0.7261777945969563,0.6545851990627081,0.7279624943592515,0.7396497600257655,0.8193118522164957,0.3371857918688914,0.028328611898016998,3.030271082866399e-07,0.1362318840579709,0.5677655677655677,0.6909251417634588,0.9497415664521731,0.9735356569980462,0.019932231539134232,0.7737800980998443,0.26713313775957215,0.26713313775957215,0.26713313775395464,0.26713313775841563,0.26713313775957215,0.26713313775957215,0.26713313775957215,0.26713313775957215,0.26713313775957215,0.26713313775957215,0.26713313775957215
1,1.0,7.0,1,0.17140291620109213,0.0318575480435851,0.25,0.43713926966535066,0.013420777814786629,8.005083325962739e-10,6.039044727981873e-09,0.004431595447539839,0.6911031766131216,0.999999999999982,7.522047822602364e-13,0.9999999999999973,0.12093023255813949,0.17104914850436786,0.054151642441544336,0.5102646759416355,0.13507971158298615,0.18450476946680297,0.41204333585285974,0.024839912743649356,0.6820783542401262,0.0014113607127949344,0.0020595584120271467,0.002772966379671499,0.00505886139776522,0.0013662158676313295,0.005488317492700236,0.0073621683100198055,0.014268012383297717,0.6412583942597088,0.6902591884932642,0.6947451137102841,0.7416240825322955,0.6645261515735108,0.7391057718509539,0.751099757993701,0.8322416044866398,0.41619988668881835,0.02549575070821529,2.1248453524988392e-07,0.14782608695652166,0.575091575091575,0.7117573665196915,0.966335353178289,0.9925763416970783,0.028209317811205004,0.7769381288860517,0.13797890429753298,0.13797890652596864,0.13797890783403347,0.13797890839628493,0.13797890865229687,0.13797890864915766,0.13797890865229687,0.13797890865229687,0.13797890865229687,0.13797890865229687,0.13797890865229687
1,1.0,8.0,1,0.2762273098915898,0.10133424704111944,0.625,0.6741732588362491,0.013420772144951144,3.038029821434297e-09,8.947232342983827e-09,0.0016224076318031816,0.8538824288523067,0.9999999999999943,1.2298167101319215e-12,0.9999999999999988,0.11654234313295321,0.06529603811876818,0.1404901138035617,0.47633186291143526,0.04736389495270238,0.3832973323974126,0.36633912824389026,0.03898388572232789,0.4759116770341528,0.000673023859701452,0.0010803777742241865,0.0015194964574352437,0.0049535132799579315,0.0005731491620154369,0.0024974923754525215,0.003544452684505882,0.012093209346354937,0.623343192173093,0.6709100533875314,0.6751514086595558,0.7193384819408876,0.6512152931443517,0.7242524418627456,0.7359171661696109,0.8153218938613583,0.3335450516447964,0.036827195467422066,1.0447659715607568e-07,0.15072463768115935,0.5860805860805862,0.7048637796081652,0.9581705827993674,0.9801648568342771,0.020132286019706735,0.795602957140709,0.21619806138578754,0.21619806201718453,0.21619806222305146,0.2161980622456869,0.216198062245026,0.2161980622456869,0.2161980622456869,0.2161980622456869,0.2161980622456869,0.2161980622456869,0.2161980622456869
1,1.0,9.0,1,0.2937468606076285,0.10272990094961977,0.625,0.7301147874158109,0.013420782134175201,1.4493707985698612e-08,8.475330070438114e-09,0.00019462800619052863,0.8895445938286387,0.9999999999999923,2.0932758920466166e-12,0.9999999999999992,0.11215445370776649,0.07204623665401932,0.12562162172382596,0.4720902612826602,0.0743533769927897,0.2788170173893644,0.2904509952128999,0.05629441981563588,0.30374763426063944,0.0004348872463090236,0.0006777986960184534,0.0011176629769495412,0.003753009775754596,0.0004089683120588652,0.001718905446792635,0.002907155937964222,0.010152202615676748,0.6447296375282023,0.6939403661853262,0.6984094728467193,0.7459596399662398,0.6646578576544284,0.7391875490465565,0.751138555362247,0.8323616930029569,0.3478124413615604,0.01699716713881011,1.0447659715607568e-07,0.1362318840579709,0.5274725274725276,0.657642611929184,0.9484056914822645,0.9853579157939332,0.019111178682735153,0.818534594583819,0.06504995913078354,0.0650499595002206,0.06504995959877569,0.06504995960241056,0.06504995960323665,0.06504995960323665,0.06504995960323665,0.06504995960323665,0.06504995960323665,0.06504995960323665,0.06504995960323665
