fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1,0,1,900,950,Elitist,6.9473876710864255,61.32746811073632,6,0.6952871644244281,100.77675512179472,0.6958614792048393,5.350322397010828,7.68877507506902,0.8713335520833946,1.0,1.0000000000000062,1.0,0.11473684210526316,0.04631578947368421,2.4772727272727275,0.2652631578947368,0.04526315789473684,5.8604651162790695,0.4189473684210527,0.04105263157894737,10.205128205128206,2.7507323041390062e-06,3.97800688521545e-06,7.4722245147256015e-06,3.957103957011074e-05,8.042816311026279e-05,0.0001177042372311455,0.00021868465293296794,0.0011079288380111965,-0.7513253724660757,-0.7513244503810076,-0.7513218250794241,-0.7512977083589082,-0.025305949295855387,-0.02530500591353923,-0.02530245030271652,-0.02527994532442323,0.5481914990789156,0.7517517517517519,1.3681576279674705e-05,-3.0360360360360357,0.4957805907172996,0.9406760672927481,0.9347520616613669,0.9888612638404493,0.1352303211067313,-0.09720192300672294
1,1,0,1,900,1000,Elitist,7.136246550610067,64.721808453874,7,0.6958987942030312,100.7586613290221,0.6924369470419214,5.35301977070825,7.730696337877777,0.8717175475940111,1.0,1.0000000000000033,1.0,0.10900000000000001,0.05,2.18,0.266,0.045,5.911111111111111,0.425,0.049,8.673469387755102,1.269525275678018e-06,1.772198734088192e-06,3.34406925552098e-06,2.437801692249761e-05,5.1287772003310676e-05,6.925343081960105e-05,0.00013049268217453923,0.0008906018321315943,-0.7153877213156926,-0.7153873617088161,-0.7153862372105181,-0.7153711897635232,-0.017811456559555485,-0.017811136548591264,-0.017810045732380486,-0.017796506386872638,0.5319174364590047,0.7297297297297298,1.4393226447194064e-05,-3.2782782782782784,0.5260521042084169,0.9406456512989599,0.9347520722549941,0.988918171995119,0.13567341768684008,-0.09516068719162565
1,1,1,1,900,950,Elitist,6.367704168676057,47.32639966858184,9,0.8035735137224166,101.49556053836186,0.019596219775914536,4.211012263184218,214.88900978544442,0.8699444576145273,1.0,1.0000000000000135,1.0,0.11157894736842104,0.07894736842105263,1.4133333333333333,0.2557894736842105,0.04105263157894737,6.230769230769231,0.41052631578947374,0.04421052631578947,9.285714285714288,5.249122919678691e-07,8.023082514546286e-07,1.4104006450152718e-06,7.006517946801734e-06,1.198965158917988e-05,1.8021796027194704e-05,3.1146184828295867e-05,0.00012408781868545078,-0.6560582065222177,-0.6560580245342265,-0.656057625590012,-0.6560539542094043,-0.029078680841267336,-0.029078505432361346,-0.029078123787872376,-0.029075421135360716,0.5611680550395768,0.7517517517517519,1.084014359178331e-06,-3.1901901901901897,0.5010548523206751,0.9470962772430014,0.940496126905138,0.9881441606244027,0.1309265038197715,-0.09081676284649669
1,1,1,1,900,1000,Elitist,6.54296680606586,50.01628414415194,9,0.8040609546850717,101.49322808332465,0.018299918106730106,4.211758287887863,230.1517560528819,0.8703268328127589,1.0,1.0000000000000129,1.0,0.10800000000000001,0.06599999999999999,1.636363636363637,0.265,0.028999999999999998,9.13793103448276,0.41500000000000004,0.04,10.375,2.1615399641641368e-07,3.030773163597272e-07,6.589571838538976e-07,3.682951761678078e-06,5.339091856292344e-06,7.3565111441751465e-06,1.5628976585244025e-05,7.628724982848805e-05,-0.6249029464995682,-0.6249028921809178,-0.6249026697904919,-0.6249007800869616,-0.024884959865233654,-0.024884909661567603,-0.024884703800498006,-0.024883194313743563,0.5370281385359461,0.7297297297297298,3.737425742391064e-07,-3.2342342342342336,0.47194388777555113,0.9470603006213864,0.940496128500911,0.9882084297932163,0.12991305272241893,-0.08654441292105372
1,1,2,1,900,950,Elitist,6.344652647791012,50.650425864328696,8,0.6653270894565443,94.85785494131812,1.9802850141825947,4.673699664206825,2.360114645485006,0.8331494658076325,1.0,1.0000000000000024,1.0,0.1,0.049473684210526316,2.021276595744681,0.25684210526315787,0.02736842105263158,9.384615384615383,0.4094736842105263,0.03368421052631579,12.15625,9.227571560192914e-07,1.414747063496262e-06,2.463586433073387e-06,1.8490738271966622e-05,9.937546184621778e-06,1.5078699344162843e-05,2.5316590759680747e-05,0.00017701739304253416,-0.9085900837955163,-0.9085896367779526,-0.9085886838120225,-0.908574121687353,-0.0844358953980451,-0.08443546129586078,-0.08443459684174158,-0.084421787721377,0.5207729128404083,0.5535535535535532,6.2057288067765e-07,-2.705705705705705,0.5052742616033755,0.9606307451403663,0.94555557373553,0.9918443794819551,0.11464081075996327,-0.10582395730277941
1,1,2,1,900,1000,Elitist,6.514998664089855,53.430947983399086,9,0.6663674232585246,94.84690086382105,1.9811513451751188,4.680291360333134,2.362409803638415,0.8336912662901006,1.0,1.0000000000000042,1.0,0.1,0.051000000000000004,1.9607843137254901,0.256,0.038,6.736842105263158,0.42000000000000004,0.039,10.76923076923077,3.807242337721315e-07,5.994220053282761e-07,1.1567194133223724e-06,1.0189291606338382e-05,4.653226765465818e-06,7.487818299437929e-06,1.4393628065772768e-05,8.825014267666216e-05,-0.8661416574016951,-0.8661414679783727,-0.8661409852796883,-0.8661331617896598,-0.06767361345324337,-0.06767342162529898,-0.0676729542820236,-0.06766795612154526,0.5259877383734272,0.5975975975975976,5.753065654180267e-07,-2.8818818818818817,0.5040080160320641,0.9605106109127376,0.9455555757520664,0.9919078883298207,0.11376455499798001,-0.10215304097906777
1,1,3,1,900,950,Elitist,6.614117837514309,52.909824902436014,10,0.3655976523086043,92.72496446905993,1.5236730802951626,4.0556861592526126,2.661782380815545,0.7447158693289369,1.0,1.0000000000000064,1.0,0.11894736842105261,0.04842105263157895,2.456521739130434,0.2757894736842105,0.034736842105263156,7.939393939393939,0.39789473684210525,0.02526315789473684,15.75,8.885390544449675e-07,1.2294080459916063e-06,2.437626765448288e-06,2.5913791251794155e-05,1.535587764931088e-05,2.0583209017441727e-05,3.818463231472471e-05,0.00032751225574264724,-0.6182785246722897,-0.6182783139201253,-0.6182775669037742,-0.6182630520825336,-0.03619011997655509,-0.03618993079590068,-0.036189293788497987,-0.03617882282630278,0.5351708153535375,0.7077077077077075,0.00014097728716289663,-3.0800800800800796,0.5158227848101266,0.9621940820815104,0.9484504079174447,0.9892161299833668,0.12356790156015786,-0.10402049377320718
1,1,3,1,900,1000,Elitist,6.794524890293126,55.871474640950936,10,0.3660543179764625,92.69303148695766,1.5218113686795707,4.05882497507626,2.6671012312110527,0.7450772775902009,1.0,1.000000000000003,1.0,0.12000000000000002,0.044,2.727272727272728,0.273,0.02,13.65,0.40199999999999997,0.046,8.739130434782608,4.0087538608918163e-07,5.951302525374823e-07,1.0289499589424133e-06,1.181004291890519e-05,9.126450859205197e-06,1.3432226047770122e-05,2.2937602102745135e-05,0.00018863169694208342,-0.5888360081252526,-0.5888358937409466,-0.58883563829218,-0.5888292899938934,-0.025315000511530825,-0.025314891509834927,-0.025314650879039127,-0.025310456294661842,0.5150925784467125,0.6196196196196196,2.7570233256095827e-07,-3.3223223223223224,0.5140280561122245,0.9621204675445257,0.9484504075434667,0.9892729362876597,0.12662718047452265,-0.10389903972607888
1,1,4,1,900,950,Elitist,8.443091032466853,96.58206000996154,9,0.4205399254824893,97.39606082005692,0.03210828979406315,4.089011549116189,127.35064917323162,0.7108788307061302,1.0,1.0000000000000056,1.0,0.11789473684210527,0.049473684210526316,2.3829787234042556,0.2694736842105263,0.024210526315789474,11.130434782608695,0.42105263157894735,0.042105263157894736,10.0,1.8308100567212957e-06,2.590045759920019e-06,4.2614410738527655e-06,3.10950123235536e-05,3.561653286960056e-05,5.037738898395376e-05,8.086459382501724e-05,0.00048684802412044377,-0.6973686269368456,-0.6973680974687164,-0.6973669318879273,-0.6973482189629293,-0.03551956583450288,-0.035519041516627964,-0.03551795858577826,-0.03550353771697682,0.5502410219205272,0.6196196196196196,1.7999285067824765e-06,-2.9919919919919917,0.5042194092827004,0.967271415567865,0.9464771484226157,0.9925322150483435,0.13582130097195935,-0.10933024001799518
1,1,4,1,900,1000,Elitist,8.663843816227558,101.69617828905419,10,0.4211252512945708,97.37607605189146,0.038680064141148385,4.096609916520024,105.91011177155713,0.7111374410655484,1.0,1.0000000000000024,1.0,0.12200000000000003,0.056999999999999995,2.140350877192983,0.271,0.037,7.3243243243243255,0.417,0.046,9.065217391304348,7.287979919126473e-07,9.985520486391649e-07,2.0456352174260484e-06,1.6395551767049464e-05,1.9363420399670016e-05,2.6284974804120437e-05,5.590847331960266e-05,0.00032293510925381216,-0.6642194472197617,-0.6642192680437407,-0.6642185725502302,-0.6642090410496454,-0.024217520152914302,-0.02421735252678521,-0.024216635105221176,-0.024210168257063774,0.54590452443332,0.5535535535535532,1.7554312070257451e-06,-3.344344344344344,0.5190380761523046,0.967150160718955,0.9464771503079294,0.9925739462011209,0.1367034601123504,-0.10601353156203906
