fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,optimal_budget
1,1,0,1,0.227303484301943,0.0652161401831015,0.5000000000000001,0.6927803515145379,0.012777929034715,5.5287894045768095e-09,8.01707247207826e-09,0.0002298089031898,0.8706241335581829,1.0,6.437450399132684e-20,0.5580357142857144,0.0208333333333334,0.6132973307954496,6.511571332866448e-05,7.98377752950614e-05,0.0001225279210824,0.000316439972838,9.043378239798203e-05,0.0005506734047678,0.0007760721767385,0.001268856850508,0.6813024208780676,0.6612435881118365,0.7011434907543517,0.7302304187826285,0.7532864403850189,0.7466353247983742,0.7815210647537423,0.7097009495564551,0.4386822897111263,0.0505617977528089,5.8331794381265136e-08,0.1801075268817203,0.6537467700258397,0.6014529983827983,0.9404839349499778,0.9802460509135692,0.0223467355994091,0.8376563640605088,1.0,0.0997963340122199,0.1230031948881788,0.0234692757933129,0.3433734939759036,0.0840909090909091,0.1623604465709729,0.002820377359756253,0.035104984407260516,0.01765891052081623,0.07168981855253154,0.07371042738072747,0.12472462041286445,0.15920178951297384,True
1,1,1,1,0.2081344828426548,0.0500977405474213,0.5000000000000001,0.8012709466764452,0.0127779295308096,2.2220435181958423e-10,6.274145471465095e-09,0.0054926571686097,0.8692710209950242,1.0,1.5246593050577406e-19,0.5290178571428572,0.0286458333333334,0.4991663346760509,1.352423597233584e-05,1.8474578599675783e-05,3.315026976444376e-05,0.00012896478188,2.032592135032145e-05,0.0001353200353612,0.0002247048000909,0.0004734713162039,0.7007974795620568,0.6802831771100537,0.7214050840227473,0.7522410112305402,0.755910537602078,0.7492469478108907,0.7842588233917148,0.7122282632838682,0.3590776561538112,0.0505617977528089,1.4459729217920226e-08,0.1908602150537634,0.6201550387596898,0.612512346322978,0.9484672383189872,0.9787085603554324,0.0143636639734199,0.8434924062335585,1.0,0.095723014256619,0.0958466453674121,0.0294820717131474,0.3192771084337348,0.0136363636363636,0.5023638642059695,0.00026075889048113576,0.006455992499201603,0.03845485109066894,0.007448020268587616,0.006923370939818775,0.01849828791488102,0.024355387243069113,False
1,1,2,1,0.2084263322841079,0.0542655221947162,0.5000000000000001,0.659850639623869,0.0127779241321539,1.5142384784063665e-08,6.924440932405989e-09,3.607907063472724e-05,0.8319341774821987,1.0,7.115076756936123e-20,0.5022321428571429,0.0390625000000001,0.3981939710504183,4.193243444237289e-05,5.584749039082724e-05,9.4529039075732e-05,0.0003661771130158,2.524710779936166e-05,0.000165990122481,0.000254809573264,0.0006134736131868,0.6512306440078419,0.6318714404126801,0.6698797835331007,0.6962615807208845,0.7268179125066235,0.7202739466630809,0.7538481321050826,0.6840119381449564,0.3774608771982476,0.0337078651685393,2.1693835183851915e-08,0.2123655913978494,0.669250645994832,0.6367849721873353,0.9554977437459912,0.9860576636787446,0.0051829174907843,0.8161510646677004,1.0,0.0916496945010183,0.0798722044728434,0.0343537530788526,0.3313253012048192,0.0499999999999999,0.2388755980861243,0.0006917112777665438,0.004021725178760885,0.004192577504658253,0.01271821276184431,0.016704751870664784,0.03152588344959689,0.02724081526467846,False
1,1,3,1,0.2164339394795118,0.0561952505876645,0.8,0.3663320239896085,0.0127779225036914,1.1791128416790818e-08,6.0069384007244595e-09,4.683891422488316e-05,0.7462481408327384,1.0,9.147955830346445e-20,0.5044642857142857,0.0677083333333334,0.2742611364407654,4.386772995857665e-05,6.00641854456357e-05,0.0001165130329744,0.0003689428751617,3.861428798248624e-05,0.0002525145390902,0.0004501063433979,0.0010006575292489,0.7082548032777932,0.6875689991168203,0.729166540597377,0.7607063282078957,0.7486752052453253,0.742042156821406,0.7767003449641514,0.7052291386590519,0.4937234246005192,0.0421348314606741,4.1939439556660034e-08,0.174731182795699,0.7054263565891473,0.6388307945873846,0.9595208261715638,0.980951996674752,0.0137502297937897,0.8191244843522849,1.0,0.1160896130346231,0.1022364217252395,0.031782372771358,0.3574297188755018,0.0999999999999999,0.1450128818549871,0.016618824220034314,0.15406364280791154,0.08583595382186658,0.12441728932925451,0.12413035830751339,0.1267122188018168,0.13671526482309054,False
1,1,4,1,0.2775207770760439,0.1036889786054535,0.6000000000000001,0.4199935958673813,0.0127779262689579,1.1687006454679856e-10,6.008621136957463e-09,0.0100274694152951,0.7137140021145889,1.0,1.2536087619363645e-19,0.549107142857143,0.0546875,0.3462697819999686,6.315882840788601e-05,8.978031932697792e-05,0.0001449839314253,0.0004197312727655,5.946228908097448e-05,0.0003939237339805,0.000590834579623,0.0011495944495707,0.6924715114338026,0.6721550791791862,0.7127597107174153,0.7428747280508796,0.746980484470601,0.7403558800496038,0.7749305720408083,0.7035902597906545,0.4270051171662946,0.0308988764044943,4.641588833611952e-08,0.1559139784946236,0.6744186046511627,0.6481350800685313,0.956778564785912,0.987767410541218,0.0209275493102314,0.8148025719746012,1.0,0.0936863543788187,0.1006389776357827,0.0276249765576042,0.3313253012048192,0.0863636363636363,0.1534307606962069,0.01591443337365287,0.16737355163063858,0.08633225900434952,0.12873812121439435,0.12898227346807092,0.17207636985860467,0.20654799446039684,False
1,1,5,1,0.310897379896718,0.1169161328423589,0.6000000000000001,0.7061321864339389,0.0127779302128806,3.543321703698014e-09,7.424957757695889e-09,0.0003569469487402,0.9012818177301392,1.0,9.147955830346445e-20,0.4799107142857144,0.0286458333333334,0.4569666386319035,2.8327329774562497e-05,4.024250235040414e-05,6.282519796203025e-05,0.0001866489220659,2.590553856743808e-05,0.000185114693107,0.0002682719693032,0.0005437647856726,0.7216370704509113,0.7006391490093521,0.7430731758809005,0.7758046323552147,0.751938787994969,0.7452921062410146,0.7801075266186619,0.7083764037869478,0.466862720034597,0.0365168539325842,2.0621218039991453e-08,0.1317204301075268,0.682170542635659,0.6309027202152009,0.9647059963327512,0.992612387567886,0.0212947885220095,0.8520802699638851,1.0,0.0916496945010183,0.1070287539936101,0.0255264963979402,0.321285140562249,0.1022727272727273,0.1284719087598928,0.008883124774348328,0.024738532691389002,0.02278876366215319,0.046123068470297304,0.03598085712245817,0.07455099812632032,0.06964223804191302,False
1,1,6,1,0.226961352278791,0.0608530312082038,0.6000000000000001,0.6357858067476625,0.0127779288289969,2.1782950026131933e-09,7.911781114350531e-09,0.0006566451412283,0.7636377626802134,1.0,1.5246593050577406e-19,0.5424107142857143,0.0598958333333334,0.3209510893987012,1.3262323305208805e-05,1.851108598376163e-05,3.636476749546476e-05,0.0001940754113695,1.3341639097670952e-05,8.936024397950271e-05,0.0001630703504564,0.0005608403235188,0.7052428049439108,0.6846251648643372,0.726027313367651,0.757277669388291,0.750686354380586,0.7440438167881381,0.7787970526990153,0.7071639637255299,0.2958765568641831,0.0393258426966291,2.4009348768606572e-08,0.1801075268817203,0.5839793281653746,0.6435088796494568,0.9568787904251252,0.9801322594663876,0.0100596165330058,0.7998097292731606,1.0,0.1059063136456211,0.060702875399361,0.0496271324956584,0.3373493975903613,0.0295454545454545,0.3499088630667577,0.006450108605731043,0.07294626055766729,0.010859972411833363,0.016609481900264414,0.009335418495239561,0.03434139326905777,0.023413010988815094,False
1,1,7,1,0.177916407349003,0.0330002291212391,0.6000000000000001,0.4405653292206148,0.012777924891733,1.2792471871300526e-09,6.107608995262971e-09,0.0008879550600287,0.6950822976226871,1.0,7.792703114739563e-20,0.5691964285714286,0.0364583333333333,0.4655983946409335,0.0001246556884819,0.0001502820165158,0.0002187007295953,0.0007046330763674,0.0001290767475905,0.0007815347903817,0.0010609434162615,0.0020621847484875,0.71495032000093,0.6941102145967848,0.736129243192416,0.7683127614623643,0.7529686908635843,0.7463199399478003,0.7811914620534282,0.7094164309827115,0.4726030134375966,0.0280898876404494,3.8880259963269586e-08,0.1774193548387095,0.702842377260982,0.6618023433042275,0.9711310352022966,0.994416668638692,0.020914915354302,0.8048724013664919,1.0,0.1140529531568227,0.0878594249201277,0.036531838746708,0.3534136546184738,0.0409090909090908,0.2937062937062936,0.023833665904571113,0.21421330288084411,0.1437879226119617,0.22670365918279914,0.22256260304889333,0.32096280440311864,0.33280853632536683,True
1,1,8,1,0.2794173246862614,0.1009738617641314,0.8,0.680553293724826,0.012777919196658,3.0193321172657273e-09,8.966970843500086e-09,0.0005251586094241,0.8570858695037173,1.0,3.3881317890172014e-20,0.5111607142857144,0.0286458333333334,0.4838209906599973,2.869535863252196e-05,3.496546509280314e-05,5.568928193703992e-05,0.0002300567344439,2.481572060210795e-05,0.0001537912495251,0.0002213521562042,0.0005384099031602,0.7006093359389542,0.680099648655045,0.7212105155834139,0.7520436765083672,0.7477645691256395,0.7411341990003438,0.7757426924071168,0.7043266212856303,0.4014425650509504,0.047752808988764,2.282224474186901e-08,0.1935483870967742,0.6072351421188631,0.6555475339743744,0.964108957814274,0.985108009089475,0.0143922321399517,0.8194688151527726,1.0,0.1038696537678206,0.0862619808306708,0.0347532945142506,0.3353413654618474,0.0295454545454545,0.3479911900964532,0.00025502270349948576,0.008259253688815818,0.010644471841659599,0.01173511801355106,0.01519125609958508,0.01563841759929175,0.022292087166958498,False
1,1,9,1,0.2970936270239598,0.1029851715227528,0.5000000000000001,0.7348971925431831,0.0127779292652393,1.44027217719979e-08,8.451239574449277e-09,6.082198742239704e-05,0.8919302729305928,1.0,5.72594272343907e-19,0.4620535714285714,0.0572916666666667,0.2860099154530564,2.0471289826367825e-05,2.657690689793152e-05,3.99880851612528e-05,0.0001631648764365,1.6728096660514038e-05,0.000106365931142,0.0001492667147832,0.0003680818397576,0.7174137606311619,0.6965131759084516,0.7386802423352018,0.771028478536268,0.7488009393881143,0.7421660885912968,0.7768249838951189,0.7053256285004266,0.3881666512503424,0.0224719101123594,6.424033659394204e-09,0.150537634408602,0.6563307493540051,0.6160131599730245,0.9557189020922694,0.9889130399560226,0.0218236536795148,0.841633329971062,1.0,0.0977596741344194,0.0734824281150159,0.0390095004596996,0.329317269076305,0.0363636363636362,0.298611111111111,0.009201269080877384,0.009167524761634651,0.01562462323497209,0.031876223671194436,0.012376351749001124,0.030420818853363688,0.038577164545670034,False
