fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,optimal_budget
1,1,0,1,0.2270440808614695,0.0661440753908053,0.4545454545454545,0.696717434920556,0.0123938980066325,5.311469454094447e-09,8.024097353079337e-09,0.0002587188082403,0.8726967964059787,1.0,2.2022856628611812e-20,0.6496598639455783,0.0489510489510489,0.3061665534442692,2.0114798959064376e-06,3.1002020288112087e-06,5.744425553874209e-06,2.584260943502964e-05,3.840600833754496e-05,6.072714171558474e-05,5.458223010930329e-05,0.0002839419402347,0.6246206073477599,0.6671927819334211,0.7220556043256202,0.6949489497429333,0.6254175541304005,0.7270037635105913,0.7495502573489728,0.7560528885087057,0.419246219891662,0.0482954545454545,8.277856966198456e-09,0.1191135734072021,0.6504504504504505,0.5572119913063209,0.9461395695154844,0.9834825003787434,0.0172550232979804,0.8510724314408469,1.0,0.1616666666666666,0.0470035252643948,0.1028292789799663,0.4019933554817276,0.0588235294117647,0.1695127128638143,0.17892513753970032,0.17893379234437415,False
1,1,1,1,0.2081860316909937,0.0513024302845794,0.7272727272727273,0.8044955064158004,0.0123938985979233,1.4669819458584423e-10,6.256141670704627e-09,0.0086053896804125,0.8713224196446326,1.0,5.590417451878382e-20,0.6360544217687074,0.0541958041958041,0.2781813059614654,3.838434299182108e-07,6.252673111592413e-07,1.0842743670857056e-06,4.575736886701776e-06,5.725291254843343e-06,9.297984397656396e-06,7.773879897491313e-06,3.180136401137856e-05,0.6368217786845389,0.6802371212307746,0.736199259994456,0.7095747216779968,0.6250268509139152,0.7265495060442864,0.749081641842159,0.7555777223231183,0.4249618518293433,0.0511363636363636,3.9499954612206396e-10,0.1163434903047092,0.6612612612612614,0.5679403982259756,0.9533643806673106,0.9822446256019868,0.0143729630664476,0.8612656965602902,1.0,0.1566666666666666,0.0834312573443008,0.0579579627192634,0.3870431893687708,0.0522875816993464,0.1804415665470432,0.039955994358334086,0.046031465560809,False
1,1,2,1,0.2074361281444949,0.0548260197395482,0.6363636363636364,0.6668979874756561,0.0123938931377337,1.5120865495067273e-08,6.974129508707652e-09,4.406376763446359e-05,0.8349172774410532,1.0,4.235164736271502e-21,0.6343537414965986,0.0367132867132866,0.3655550673068677,6.74768484502739e-07,1.1025626257226208e-06,1.8939325006141456e-06,1.2075722693260676e-05,4.745371109596078e-06,7.779552660978696e-06,6.3188521183146345e-06,4.536625215438661e-05,0.6044792116302639,0.6456592728005959,0.6987065570449519,0.670797350799281,0.619294070427771,0.7198855829703659,0.7422111055583533,0.7486487565736815,0.3933070559833661,0.0340909090909091,3.754694224073329e-10,0.146814404432133,0.7261261261261263,0.5905569917905218,0.9597280876119568,0.9886320012122886,0.0034672147083943,0.837308222048561,1.0,0.1383333333333334,0.0505287896592245,0.0835977825733039,0.388704318936877,0.0310457516339869,0.2735216102356061,0.014731169180101982,0.017631359836356802,False
1,1,3,1,0.2162022699725853,0.0572210654330594,0.8181818181818182,0.368575429594761,0.0123938913832138,1.1633630035298237e-08,6.015110137749968e-09,5.621588369300528e-05,0.7474206509360947,1.0,2.2869889575866112e-20,0.6156462585034013,0.0227272727272727,0.4749421246677526,6.497464119116439e-07,9.581213477999231e-07,1.8739754747268988e-06,1.6923486878701097e-05,7.332729509453381e-06,1.0619494084223328e-05,9.530629423185666e-06,8.393535087509778e-05,0.6416603436479559,0.6854101017370315,0.7418083780479378,0.7153779485736977,0.6242903919025723,0.7256934258854458,0.7481990431357337,0.75468842768542,0.3869933025391523,0.03125,5.13701354335134e-08,0.0997229916897507,0.7009009009009008,0.5931693853083473,0.9633691726958816,0.9840950758596688,0.0094452597003316,0.8401872699391195,1.0,0.1683333333333333,0.0493537015276145,0.1019541124460838,0.4186046511627906,0.0424836601307189,0.2308685229577724,0.10560686912653687,0.11675731887261041,False
1,1,4,1,0.2757017490822744,0.1035152334202715,0.7272727272727273,0.4232598130339967,0.0123938952256668,2.42255342799052e-10,6.066823723565952e-09,0.0050790718374768,0.7139421218668082,1.0,1.8634724839594607e-20,0.6530612244897958,0.0506993006993007,0.2999228328903369,1.3387844454282137e-06,2.0185146359250265e-06,3.276070058217185e-06,2.030718062530133e-05,1.7007585470639422e-05,2.599120398769613e-05,2.018326301666324e-05,0.000124770213076,0.631531020714786,0.6745807464590101,0.730066162699484,0.7032335132291662,0.6243598343362503,0.7257741881759016,0.7482823655118611,0.7547729685086437,0.4202742243815264,0.03125,1.0890229622637282e-09,0.1246537396121883,0.655855855855856,0.6016537962747288,0.9608872323629184,0.9898193537148788,0.017650774198552,0.831710794826211,1.0,0.1666666666666666,0.0505287896592245,0.098852458408069,0.4086378737541529,0.0261437908496732,0.3250463003792222,0.19713701857005578,0.2077707600743635,False
1,1,5,1,0.3097883697254195,0.1175188620194863,0.7272727272727273,0.7089344288803678,0.0123938992784209,3.4146036011993197e-09,7.437782235605257e-09,0.0003966155808987,0.9022756401618992,1.0,6.776263578034403e-21,0.6003401360544216,0.0402097902097902,0.325884773870107,5.497726573554237e-07,9.783515656798991e-07,1.8453004052074545e-06,9.70069861840698e-06,7.159522845091106e-06,1.3018279488122878e-05,1.1706925549966622e-05,6.939839807126554e-05,0.650179949678426,0.6945185392878213,0.7516846461313494,0.7255918886454057,0.6251860294729994,0.7267345527601167,0.7492724542604451,0.7557706262364308,0.3981084590245091,0.0369318181818182,2.940820170587055e-08,0.074792243767313,0.6576576576576578,0.5859905284280902,0.9680616569616896,0.993816180501462,0.0148051418821859,0.8673909480871663,1.0,0.1516666666666666,0.0528789659224442,0.0870039887020749,0.3936877076411959,0.0375816993464052,0.2395436105476673,0.10141358346675654,0.06908719714848324,False
1,1,6,1,0.2265880654595798,0.0618698025382521,0.6363636363636364,0.6399574888254574,0.0123938978996586,2.398674565444746e-09,7.927923694398072e-09,0.0006264291152457,0.7666007699876545,1.0,7.623296525288703e-21,0.6377551020408162,0.0594405594405593,0.260015052349786,1.060641415524491e-06,1.356343384789404e-06,1.783306769925569e-06,5.075017870284887e-06,1.222614247971408e-05,1.5684047928160644e-05,9.983615104770249e-06,3.00121093833084e-05,0.6396525905762517,0.6832635815347328,0.7394808483106502,0.7129688651988993,0.6242671798782716,0.7256664417903371,0.7481711864897512,0.7546593696410232,0.4609351246512857,0.0454545454545454,4.838209664925946e-10,0.113573407202216,0.6756756756756759,0.5973958077838599,0.9609774012098284,0.9834305397188084,0.0127441804493986,0.8256411545409514,1.0,0.1616666666666666,0.1104582843713278,0.0452596506884531,0.4069767441860464,0.0522875816993464,0.1895225464190982,0.02624269324740158,0.04277889491134348,False
1,1,7,1,0.1785871474322454,0.0344871129005026,0.7272727272727273,0.4431685807124994,0.0123938939354468,1.589872530847287e-09,6.148612942815854e-09,0.0007489485796985,0.696992484190484,1.0,1.1011428314305903e-20,0.6564625850340134,0.0506993006993007,0.3014447397753579,2.3370920657707343e-06,4.058380362451217e-06,8.94132759828928e-06,5.378419815758255e-05,3.0027971283124732e-05,5.393317700915904e-05,5.975901150337838e-05,0.0003684797484566,0.6459510266344106,0.6899974623262752,0.7467829030977929,0.7205272672129837,0.6250607978846534,0.7265890900660565,0.7491228875150194,0.7556233016799028,0.4141888821971349,0.03125,3.6021065623570673e-08,0.1523545706371191,0.6846846846846848,0.6152438577857513,0.9738774206734944,0.9953389046660898,0.0171288059313798,0.829126732581943,1.0,0.1866666666666666,0.0564042303172738,0.0989214840905792,0.4418604651162789,0.0490196078431373,0.2167041280631544,0.32367578320850976,0.29943149646199096,False
1,1,8,1,0.2783728610042371,0.101430781062547,0.8181818181818182,0.6848676447277585,0.0123938882246275,3.002330700171401e-09,8.974052960332109e-09,0.0005593682104874,0.8588246835487844,1.0,1.1011428314305903e-20,0.5918367346938775,0.0472027972027973,0.2871067749112125,7.474301675887155e-07,1.2610216973785629e-06,2.349241391462472e-06,9.978118073279766e-06,5.45243524494834e-06,9.142106204408855e-06,8.342544020492521e-06,3.683323873635045e-05,0.6366223725506586,0.680023962124506,0.7359682125725197,0.7093364177784798,0.6219333782704972,0.7229535852157083,0.7453742656230344,0.7518386101940666,0.4203446013956599,0.0482954545454545,1.476281471909388e-09,0.0997229916897507,0.664864864864865,0.6090221750230034,0.967521529865494,0.9875798967610008,0.0070755403806538,0.8362645028291045,1.0,0.1499999999999999,0.0799059929494712,0.058098545025976,0.4036544850498338,0.0441176470588236,0.2161645388378475,0.03013707233487796,0.02007661263683339,False
1,1,9,1,0.2962089143304321,0.103829260333607,0.7272727272727273,0.7381484056436308,0.0123938983449311,1.4337735036393736e-08,8.429800938153962e-09,6.937989024346307e-05,0.8932143352051332,1.0,9.402065714522734e-20,0.5714285714285715,0.0506993006993007,0.2633970676498327,2.1442453013918734e-07,3.734744273816936e-07,8.041971065590459e-07,6.195013541498247e-06,1.5992228417675332e-06,2.872019682439172e-06,3.033663548624817e-06,2.2002264877518685e-05,0.6473750639033243,0.6915197737692234,0.748433037071297,0.7222284081562137,0.6230065961963066,0.7242010938440278,0.7466603889707761,0.7531355423035401,0.3837867591899478,0.0255681818181818,1.9421746814890242e-10,0.0914127423822715,0.6576576576576578,0.5715940058269937,0.9599279121207492,0.9907045952111212,0.0175810306799268,0.8613943913761805,1.0,0.1549999999999999,0.0517038777908342,0.090608203453251,0.3936877076411959,0.0441176470588236,0.2109563297935807,0.051220821646456305,0.035210485324438406,False
1,1,10,1,0.2216407624353162,0.0597694837235992,0.8181818181818182,0.6363447031000894,0.0123938933062314,1.3172418554019376e-09,8.580132334871531e-09,0.0012792892006412,0.7567534272957304,1.0,1.6940658945086007e-20,0.6275510204081634,0.034965034965035,0.3735634886171598,1.546991318069195e-06,2.464490706370918e-06,4.277988987589042e-06,1.7006853712635015e-05,9.688283359033765e-06,1.5102474120551246e-05,1.37864461960556e-05,5.711519746745421e-05,0.6381189825475062,0.6816240474412926,0.7377032762144977,0.7111318066247251,0.6212984484163655,0.7222155495703316,0.7446134355529321,0.7510717214149765,0.4247045989244311,0.0397727272727272,2.3300614106969203e-09,0.0831024930747922,0.6774774774774774,0.6107235769403394,0.9757551857757104,0.9964867504097138,0.0113808748666853,0.8346473618025526,1.0,0.1449999999999999,0.0740305522914218,0.0606688931710933,0.3903654485049833,0.0473856209150327,0.1974053414469236,0.08509185495936539,0.06556011961239738,False
1,1,11,1,0.2857417713660375,0.1079114205056862,0.7272727272727273,0.4413534821335858,0.0123938945625332,1.4316848520586105e-08,4.4312447278937805e-09,1.4195805333501772e-05,0.7346133446628641,1.0,1.6940658945086007e-20,0.6190476190476191,0.0489510489510489,0.2921181821979215,1.2843068392363902e-06,1.7660770432433805e-06,2.64743936694562e-06,1.0831161507106248e-05,1.4196753962528564e-05,1.962132298564335e-05,1.4073174083255304e-05,5.8290620788509024e-05,0.6378080662774109,0.6812915952470504,0.7373426810325718,0.7107581170479195,0.624141323661182,0.7255201593654135,0.7480204096321381,0.7545077371283628,0.4355572045732246,0.0255681818181818,9.839952296278208e-10,0.0941828254847646,0.6306306306306306,0.5975028411916956,0.9719551334478796,0.9910734937008592,0.0129459950364062,0.8154094789106254,1.0,0.165,0.0799059929494712,0.0633703815276962,0.4152823920265779,0.045751633986928,0.2157925239061142,0.0943939449526556,0.07942622677422785,False
1,1,12,1,0.2770614118075139,0.0954977086625893,0.5454545454545454,0.4740129252630298,0.0123938992106352,4.720314014616829e-09,9.962560751632217e-09,0.0003788495041817,0.788210805108774,1.0,0.0,0.6190476190476191,0.0524475524475525,0.2776510248168587,5.58255780542137e-07,9.096992481387916e-07,1.5986391364937418e-06,1.2080196604877851e-05,3.0210221611795204e-06,4.609033103302055e-06,3.9284615864594535e-06,2.983110559937219e-05,0.6208176619004951,0.6631269174124097,0.7176467005883882,0.6903870462522492,0.6178553039025353,0.7182130966523455,0.7404867249656463,0.7469090292205717,0.411998014696189,0.0340909090909091,6.558685659571421e-10,0.1689750692520775,0.7027027027027029,0.6129469348729215,0.9674173677062629,0.993436739690755,0.015679788351125,0.8276999774984568,1.0,0.1633333333333333,0.0458284371327849,0.1062398116850961,0.4086378737541529,0.0359477124183006,0.2570819052948171,0.10263018883336975,0.08057866602080269,False
1,1,13,1,0.1791460375272552,0.0379230767884598,0.7272727272727273,0.6895435047613868,0.0123938955453949,1.3004909661762835e-09,7.644874916285662e-09,0.0011541314247663,0.8710636838255824,1.0,1.1011428314305903e-20,0.629251700680272,0.0524475524475525,0.2821053864315544,2.9561610765461e-07,4.756970418795955e-07,7.612246932495595e-07,5.414104294755032e-06,3.0746010054656787e-06,4.787176803788057e-06,3.8005694967849776e-06,2.307988596186353e-05,0.6297568559064326,0.6726839099576591,0.7280092886091614,0.7011039933727263,0.6233525320499679,0.7246032224477259,0.7470749827617542,0.7535537138910163,0.4237790926052668,0.03125,1.754867149648149e-10,0.1357340720221607,0.682882882882883,0.5640878815966854,0.9570862392919556,0.9892494277118892,0.0150903683327247,0.8315757776585578,1.0,0.1583333333333333,0.0646298472385429,0.0748373705286133,0.4086378737541529,0.0261437908496732,0.3250463003792222,0.0036914867931473094,0.014943354714354502,False
1,1,14,1,0.1669907479735192,0.0311045029260097,0.4545454545454545,0.6576713406870723,0.0123938933149154,6.826912676943775e-09,7.6141400621308e-09,0.0001780948328775,0.7850479215175763,1.0,9.317362419797304e-21,0.6173469387755102,0.0576923076923077,0.2577245056238453,3.837945545445333e-06,6.453838764149568e-06,9.984143655666924e-06,5.998906113132346e-05,2.1779448035780533e-05,3.6373956095762e-05,2.7544805176724905e-05,0.0001582896913316,0.6221285002441606,0.6645286296617795,0.7191670109196004,0.6919668832604841,0.618804310494765,0.7193164864274624,0.7416246930206295,0.7480613083238916,0.4163711770753138,0.0369318181818182,2.854009769829237e-09,0.1994459833795014,0.6432432432432433,0.5552821602142766,0.9542493203187228,0.9784797794901124,0.0118186669369007,0.8256497702630463,1.0,0.1766666666666666,0.0575793184488837,0.0922494355717111,0.4302325581395349,0.0294117647058824,0.3141135902636918,0.3192575046616107,0.31742128130745384,False
1,1,15,1,0.2161907999810437,0.0544029255674294,0.6363636363636364,0.7977006162560967,0.0123938980915464,2.4585047081548854e-09,9.258338336840794e-09,0.0007171198641359,0.9187622482831912,1.0,1.6940658945086007e-20,0.6462585034013605,0.0646853146853146,0.2466560919146017,1.259452349156744e-06,1.9373770696973915e-06,3.52957934225482e-06,2.6358712379799973e-05,1.2652321142036166e-05,1.9863767634919367e-05,1.7894403496249805e-05,0.0001324645986127,0.6204691536406525,0.6627543611806814,0.7172428768002633,0.6899717035632775,0.6229590083816485,0.7241458342667358,0.7466035779263035,0.7530805229389417,0.4590189829404357,0.0511363636363636,2.062121803999141e-08,0.1274238227146814,0.6936936936936939,0.6042303679187266,0.968657398670004,0.993239137473214,0.0112376480514837,0.8505361179054969,1.0,0.165,0.0552291421856639,0.0901430414089816,0.4069767441860464,0.09640522875817,0.1105799373040752,0.13838950390821458,0.10561698689085684,False
1,1,16,1,0.3600954511333134,0.1869600326521695,0.5454545454545454,0.662645113328849,0.0123938968734625,2.947292113148297e-09,7.264652240391119e-09,0.0004558836776127,0.8120964804544083,1.0,1.3552527156068804e-20,0.6581632653061225,0.0769230769230769,0.2185699921273958,1.0725158167421418e-06,1.6330568146447504e-06,3.2658162256932507e-06,1.7605151189010582e-05,7.524287085015112e-06,1.1416880495979532e-05,1.1059448549810617e-05,5.719872253676446e-05,0.6457383053177359,0.6897699284596044,0.7465358177261822,0.720267398551065,0.6224214699310754,0.7235209543349098,0.7459592653864188,0.7524290933245179,0.3918278013504669,0.03125,3.8689007393279684e-09,0.1218836565096952,0.6288288288288288,0.606191001916752,0.9722520079131164,0.992238759555755,0.0159969599770488,0.8453401305816798,1.0,0.1916666666666666,0.0716803760282021,0.0807539244538816,0.4335548172757474,0.0375816993464052,0.2631541582150101,0.11531051641620169,0.10639165181975939,False
1,1,17,1,0.185857517758252,0.0408719604234769,0.7272727272727273,0.6979004190144578,0.0123939011522997,1.2608609005546416e-08,8.22979466619253e-09,8.274182623287255e-05,0.8063113024816271,1.0,1.6093625997831706e-20,0.6275510204081634,0.0472027972027973,0.3039278510088131,4.156404806496749e-07,6.61292109321114e-07,1.2127895825461943e-06,6.848997149322877e-06,3.2700238332041154e-06,5.3281493031290206e-06,4.815019499771392e-06,2.493196176370136e-05,0.6157338473791284,0.6576917294507431,0.7117533055429777,0.6842906080247652,0.6212689092261877,0.7221811693340218,0.7445778520603319,0.7510351012124314,0.4458365552327071,0.0482954545454545,6.234401888627853e-10,0.1218836565096952,0.7081081081081082,0.5717228849287677,0.9530357050237857,0.9873071640125513,0.0105322340797841,0.8193263953620433,1.0,0.1516666666666666,0.0705052878965922,0.0662259596327947,0.4152823920265779,0.0245098039215687,0.3453439055873133,0.00727074941762111,0.012882393153488896,False
1,1,18,1,0.2257624486066151,0.0740498727999739,0.6363636363636364,0.7736225641716777,0.0123938995818998,7.192715666641538e-09,7.676540561851243e-09,0.0001681672679818,0.8426118747008585,1.0,2.2869889575866112e-20,0.5748299319727891,0.0576923076923077,0.2404301092031521,7.487323487232734e-07,1.1406499730523742e-06,2.3881332763337717e-06,1.734948912060198e-05,4.31333701743591e-06,6.516696639798547e-06,6.5651796712384685e-06,4.450799625434271e-05,0.5940479789999631,0.6345070964596076,0.6866143444395736,0.6582915958788143,0.6164683364877568,0.7166008620914035,0.7388245955197679,0.7452332803799314,0.4144784424651355,0.0539772727272727,8.451366330684706e-10,0.1939058171745152,0.6684684684684685,0.5847267678530821,0.9686522076112076,0.9923010004344538,0.007746796796303,0.8187955836141494,1.0,0.1399999999999999,0.0528789659224442,0.0809790327001089,0.3853820598006644,0.0506535947712419,0.1845041101740152,0.026841294426481064,0.032409375309579234,False
1,1,19,1,0.2294122779391114,0.063737409445292,0.5454545454545454,0.5801353013363459,0.0123938932720178,1.9526828955069303e-09,6.518424386243721e-09,0.0006380310281726,0.8291554738744306,1.0,1.2705494208814504e-20,0.6547619047619047,0.0506993006993007,0.3006837863328473,7.134819927877393e-07,1.209227777212853e-06,2.346165024920841e-06,1.3012133641699956e-05,6.980851188123441e-06,1.2387096250099958e-05,1.184764900416422e-05,6.0306289906690974e-05,0.6450080708744426,0.6889892209459981,0.7456892404886896,0.7193912651740513,0.624098538353896,0.7254704298559841,0.7479691628697199,0.7544561338704714,0.3920509832623198,0.0227272727272727,4.5989920905224296e-10,0.1634349030470913,0.6288288288288288,0.5928164022097431,0.963386698205822,0.9887690562275634,0.0147415507157708,0.8322580245428348,1.0,0.1566666666666666,0.063454759106933,0.0754289500776081,0.4136212624584717,0.0375816993464052,0.2513488843813388,0.07310057251269071,0.06009612528660515,False
