fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,optimal_budget
1,1,0,1,0.43139486281457484,0.10064883937693996,0.6666666666666667,0.4874903889101838,0.09681003458470822,7.421609360842112e-09,6.110959934111197e-09,2.155104245019302e-05,0.7970164032887288,1.0,1.2197274440461925e-19,0.24324324324324326,0.41176470588235287,0.05314009661835749,0.0,0.25443721521420615,0.3111643253577818,0.24964139152747317,0.0,0.24087671305417882,0.33479784799450185,0.2932735001298824,0.40767282205535316,0.28340543693969816,0.36318016316356727,0.29177888643346084,0.43429504995859625,0.2502678059935624,0.3910969905571605,0.376936749948721,0.7162938462135855,0.05793450881612085,1.7104070525632286e-07,0.09915014164305942,0.5600000000000002,0.928806813364159,0.7334356844962029,0.9129392906377463,0.34309706487857805,0.5237254417564672,0.023108200721634435,0.012383453083712784,0.011152163601538942,0.015657113148504306,0.019561335212668274,0.013674247557116236,0.018560659194756517,0.01271057333019904,0.0214955537837869,0.004887071097750911,0.009500081315626852,0.018819088850088567,0.018217733940028954,0.021170024365249514,0.03872927172292129,0.040407518403194245,0.05653161743889697,0.056425171792079676,0.057957440639705225,0.10958474200972984,False
1,1,1,1,0.39202257635142235,0.049398606551020394,0.0,0.6679993321313861,0.09681003079891602,4.129087508234686e-09,6.409874696402286e-09,4.4195964010755255e-05,0.8633349374987819,1.0,7.453889935837843e-20,0.37837837837837834,0.2941176470588235,0.1238471673254282,0.0,0.32695518207863966,0.3520249559885262,0.2783881218051995,0.0,0.2215127058741007,0.2994332033230069,0.33292614350160743,0.8356442631801326,0.4357661983896274,0.4923043534962198,0.454399849891188,0.8262151167646541,0.2988143732747039,0.46059104525243516,0.5257911056077262,0.8311866538069232,0.037783375314861464,1.0035999976336652e-07,0.08498583569405094,0.6,0.8058796963245122,0.7177099402972527,0.9077710456612513,0.4290558793181617,0.4522676059359544,0.041629174514699295,0.03496216419300172,0.04387754140778913,0.05510987460100652,0.03889134033165402,0.040126500040047336,0.036879451421832375,0.04239557655185284,0.039086953422989665,0.03472057738369635,0.032577713855463694,0.052884797013735614,0.0350476287860472,0.03632294808980489,0.06106204320908777,0.06099304905306411,0.06596173232351887,0.0654403622433962,0.10653768694170508,0.10435065269754437,False
1,1,2,1,0.425187935648067,0.06930210277433008,0.3333333333333333,0.571276590845349,0.09681002942543307,3.223239543147973e-08,4.710132256003717e-09,4.572958405275118e-07,0.8761611540263352,1.0,1.2197274440461925e-19,0.43243243243243246,0.2647058823529412,0.15797101449275364,0.0,0.2869220598734746,0.24473315760104805,0.2374738345082416,0.0,0.2180285504019468,0.23311834732196762,0.23386822791880546,0.5565515446538938,0.34675392242814507,0.34416436160013913,0.33096155982866293,0.5492600873507969,0.24926043389298005,0.33515118495563695,0.36472593946924176,0.6438293262388635,0.03274559193954657,9.070455647464191e-08,0.09631728045325783,0.44000000000000006,0.9059697189702821,0.7730630860799761,0.8416079894329007,0.33947198701274583,0.5044571016063814,0.011652470447311514,0.009347070466371087,0.005287241311910745,0.010653111656523807,0.008412151297156728,0.008094720302311587,0.012575676273321677,0.005626836145127593,0.007558325903747723,0.013985832216832854,0.007252298240508222,0.011081457331374327,0.005722340212681839,0.01111299949577515,0.03831898617228784,0.04618209079095714,0.05635445714471505,0.08320107065885171,0.08804704333654415,0.06445955183860627,False
1,1,3,1,0.39667327012309117,0.06215893553414867,0.0,0.3361295907863215,0.09681002915927311,1.2555564784159634e-08,3.792883184728007e-09,5.570120662999368e-06,0.7928848930656751,1.0,1.1519648082658485e-19,0.43243243243243246,0.23529411764705876,0.17713365539452497,0.0,0.16452154889934675,0.22155800076127988,0.21034895365211342,0.0,0.12753803620581344,0.22309609238339395,0.24032723757510488,0.6155900990075576,0.2631228377952973,0.3424689788941482,0.3286935950655542,0.5918485433828209,0.18437482284038964,0.3401279408005401,0.384961249839969,0.6619722237074235,0.017632241813601957,1.2193265220795852e-07,0.10198300283286114,0.4,0.9545351142926098,0.7868468896365273,0.9096287318591898,0.4069121897001049,0.43811553408777293,0.031180505584780294,0.030359562700891872,0.03102140574989047,0.016493335385366445,0.03347256141157083,0.030759932713951235,0.022307614824012705,0.017968392647500803,0.04054694373570087,0.03992856023805267,0.030260673493435176,0.033760408068054304,0.033462353641127415,0.031296254999597255,0.07601761264595523,0.051920090255548675,0.11413679058363037,0.1220752029326577,0.16416800448220376,0.14436535339704903,False
1,1,4,1,0.5493340524045331,0.19250896504112186,0.6666666666666667,0.476680380757998,0.09681003249218323,1.430984790964057e-08,3.988078415982694e-09,4.777925131919938e-06,0.8723288672547493,1.0,7.453889935837843e-20,0.5945945945945947,0.4411764705882353,0.13134057971014493,0.0,0.22467342295428394,0.32541639075592665,0.2996733540329835,0.0,0.16595692183944263,0.33583512156729944,0.35305540343812514,0.6035859268724444,0.30758579069955494,0.42141045293700213,0.39898296552576845,0.6117885071854523,0.21912166023108506,0.4334686510039109,0.4793399572905778,0.7581653158197958,0.01259445843828716,1.0035999976336652e-07,0.0793201133144476,0.4,0.9001676563979485,0.8333772170477598,0.9399923914103361,0.292105019963949,0.6042091994473556,0.02993927104813166,0.041345036070169275,0.023351392352017167,0.02475159134577378,0.03160271150760606,0.029570482250133083,0.03011522345807663,0.023513024268201097,0.016726149457367556,0.019052184757072058,0.0241900244092776,0.02424398895125625,0.014640620361478417,0.017903343833943618,0.06500705005077508,0.05289366337426592,0.07183534048639764,0.06889829372828475,0.1348810059312687,0.16892637274697997,False
1,1,5,1,0.4917606709425565,0.12455045758379434,0.6666666666666667,0.6728093103165181,0.09681003166093581,1.0683352814944156e-08,5.612203675100156e-09,1.2315365946635435e-05,0.9098562844720207,1.0,1.6059744679941534e-18,0.37837837837837834,0.08823529411764705,0.3659420289855072,0.0,0.17769389695314655,0.20652929513887217,0.10582430959032035,0.0,0.16320142400243862,0.24470247627641328,0.13817844886668107,0.7446899092131785,0.3112605348911256,0.36982728574767176,0.29726612807748665,0.751891473285788,0.24609305212845464,0.40421742403667704,0.37156181374604763,0.7536014007093981,0.01259445843828716,5.014122390127846e-08,0.050991501416430635,0.44000000000000006,0.8341176464176713,0.7574511334751368,0.9408600080574843,0.3458198193249481,0.6311313689432024,0.023787578040823976,0.036539115160800335,0.018868042118927786,0.022534996436983836,0.014181485611868131,0.012794434108368951,0.016795635336752362,0.020206268933056066,0.010892767078472608,0.016165064106586177,0.010880937792085998,0.023000336184567656,0.028131861113801608,0.026644076524482828,0.050629320754679255,0.05999430761118191,0.07578021909689957,0.16603265511851295,0.16718592071949437,0.1772001826838126,False
1,1,6,1,0.401012712403652,0.057051482084006504,0.0,0.48015825122783246,0.09681003020526692,1.0454359277461434e-08,5.151799342895416e-09,1.1374279553586792e-05,0.7132164102989388,1.0,1.4907779871675686e-19,0.43243243243243246,0.2941176470588235,0.1422924901185771,0.0,0.2290738906555847,0.2576640402165598,0.17403410155464633,0.0,0.19462773137410336,0.26696744012540774,0.1980021377062554,0.7241089425383074,0.34249195086155376,0.40041488534740544,0.3401631737580994,0.7197021472832437,0.26174645665765395,0.41036267028279116,0.4001150766974588,0.8244721496796219,0.03274559193954657,1.3396082287426864e-07,0.09915014164305942,0.5600000000000002,0.9298247150026379,0.7875846077891655,0.9329809590013951,0.4551662462003684,0.5093822449944256,0.01734808348077576,0.036407988105747524,0.03305040377107733,0.04853396220994104,0.041323242797154894,0.02098521048026738,0.02060466189824363,0.02899318359538619,0.02657270421493759,0.017199184650741443,0.017766332343404412,0.021276790741129793,0.020048347857772316,0.023466080851144662,0.0661714798617309,0.04941754070283295,0.06759937088519266,0.09465154031280801,0.08365393452012101,0.12307935425456723,False
1,1,7,1,0.2934726468179521,0.007173199458283947,0.0,0.20687751097456253,0.09681002753349272,2.098420142951761e-09,2.6326254033793244e-09,3.777457087497369e-05,0.6953390553397221,1.0,4.0657581468206416e-20,0.5135135135135136,0.32352941176470584,0.15458937198067635,0.0,0.22606658319155723,0.2274638218431553,0.17203789259305796,0.0,0.15982925162698675,0.23199435547364378,0.1599537256265927,0.6858831866519073,0.3302855225037657,0.3675488781338685,0.32397697934481323,0.6420483648791404,0.22067849730530012,0.3623242874288528,0.3419216795773195,0.5377341879901951,0.030226700251889102,1.0368818542048184e-07,0.0934844192634561,0.4,0.906987124841271,0.8194627787118254,0.9065444712455877,0.17529053058663113,0.40421958225625276,0.03215223835492879,0.044880458048736006,0.04780390420836827,0.05501958719490699,0.0465381053728998,0.03796773140545513,0.031637457771282344,0.033007266872745196,0.054623473731515014,0.04539533179288667,0.047883373566774676,0.054376798649199254,0.030200544221019414,0.029768648969605103,0.12674551330562417,0.12125574316731157,0.12656591023706715,0.1288548653381175,0.1618197683387836,0.14058639689349184,False
1,1,8,1,0.48061860689549435,0.14064615592797086,0.3333333333333333,0.48747584800525107,0.09681002541844944,3.7975159853010285e-09,6.101570443722251e-09,4.601690567110053e-05,0.7922976257277295,1.0,7.453889935837843e-20,0.3243243243243242,0.14705882352941174,0.20531400966183574,0.0,0.20661979039233355,0.21962920175503783,0.16653987645920149,0.0,0.16352872888589945,0.21674547204943,0.2003714969276269,0.5914786383156263,0.28983858609798935,0.33382690957509265,0.28310282793942865,0.5960331215122008,0.21394542812250092,0.33644161901571285,0.3550411366557161,0.5472386494508295,0.037783375314861464,7.353872371391098e-08,0.0793201133144476,0.4,0.9079931706875058,0.8522454818905176,0.9334032934470764,0.2809701577649797,0.4989569026742663,0.0132752560513743,0.005321878509451069,0.004936927809192804,0.0070861216893605035,0.012074841243949296,0.01208245609891901,0.013422814320870903,0.010569667730713057,0.0216627103147613,0.007016825976241405,0.017759114192167472,0.01610500360454218,0.009492683784690087,0.025440024575894594,0.05305774692763373,0.050113619801449995,0.0827172065301941,0.11503928244274118,0.18347024943319903,0.18306169253031096,False
1,1,9,1,0.4715031117141678,0.09579319058507106,0.0,0.6610463570415853,0.09681003109260025,1.5803385146884327e-08,7.472690217596399e-09,1.0452622570471505e-05,0.8509821014660296,1.0,7.453889935837843e-20,0.40540540540540543,0.32352941176470584,0.1207729468599034,0.0,0.32257450922740977,0.333871589556151,0.20516367418725429,0.0,0.25863397769090907,0.3398639986589321,0.23566388716543463,0.7110539000893368,0.4076179383030607,0.4523649601361963,0.35901342027144184,0.7374461689379948,0.30980520406789713,0.4655894508922384,0.43287929216211335,0.49751465395483385,0.037783375314861464,3.3620023164754417e-08,0.10764872521246459,0.4,0.8424375164635481,0.7117375516666287,0.9288755247451483,0.3983210161068228,0.6772873262866579,0.02834005439154438,0.03022332182591198,0.0357151855984358,0.04040553146575892,0.015434211147109862,0.01675523689064289,0.015533841480713484,0.01572269877335912,0.025163275748873316,0.010662457902228894,0.02684439543592112,0.021118331565422248,0.015228749380179872,0.020176170430402086,0.03825037161393177,0.056048317795717575,0.05273958424943734,0.06285504145399351,0.09013978800578527,0.1048908338552096,False
