fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,optimal_budget
1,1,0,1,0.2308513016854786,0.0647226683179928,0.6666666666666666,0.663654776444864,0.0165474676676391,7.264947632873147e-09,7.572647084548998e-09,2.7994259770513392e-05,0.85244387999654,1.0,4.912791094074942e-20,0.3503649635036496,0.0489510489510489,0.4787031150667515,0.0125407557203789,0.01827302143571,0.0229550852931366,0.038579321487022,0.0151958919130124,0.0240173758105609,0.0348827841869224,0.0584700133667512,0.4806980210826238,0.5308327338786596,0.5348247370291691,0.5847925852219502,0.5165436244648577,0.6335844472831014,0.6720270062173291,0.7336418498053197,0.3054994415161776,0.0509383378016086,1.4792664695779797e-07,0.029032258064516,0.4895833333333332,0.8064183382728991,0.7929265614408934,0.9770201802448766,0.0692476751283837,0.7765750074897665,1.0,0.1847826086956522,0.0964912280701754,0.0769118505545826,0.5641025641025641,0.1526717557251908,0.0729688521019386,0.0005006828041606759,0.0006484965940375834,0.001095600399525351,0.00012537111121363193,0.0003335810763089547,0.00019614462108724274,0.0015736272365711162,0.00048398353814103076,0.002436902571319305,0.002370377368818315,0.012717530316341978,0.010642885682197106,0.02193407191702396,0.019593132271885243,0.038113283243258085,0.03731744111915211,False
1,1,1,1,0.2093700607333738,0.0474960237464162,0.3333333333333333,0.7765131338729785,0.0165474674401484,8.279773756913771e-10,6.025120701075882e-09,0.0002509420624945,0.851111287983141,1.0,1.2705494208814504e-20,0.2554744525547444,0.0559440559440559,0.3426573426573426,0.0102480387866842,0.0151297060458303,0.0201973078633556,0.0359394260678135,0.0107709913389667,0.0188610211393216,0.0288127497457565,0.0525647132837132,0.5228336652458577,0.5775558276783226,0.5829501628354692,0.6383297454213634,0.5328185509612742,0.6538384238125026,0.6936374326557567,0.7570345163154432,0.2348984305493751,0.0294906166219839,9.218764913007705e-08,0.0258064516129031,0.28125,0.8208456193404519,0.8223130509613235,0.9746476966828636,0.0844285621881196,0.8109016461217284,1.0,0.1847826086956522,0.1008771929824561,0.073555166374781,0.5641025641025641,0.1221374045801526,0.0922820010164815,0.0015578106619796323,0.004786422638529336,0.0015310534787566345,0.0032412981092324435,0.00047649652082663044,0.0006165879740818868,0.004344543693665991,0.0011059684801111784,0.00794094432552746,0.0024705721745778967,0.03087661022302599,0.04613114355949309,0.05743902470451233,0.03989647466112762,0.05139264353525897,0.05451167944470391,False
1,1,2,1,0.2208850778918251,0.0577789844235689,0.3333333333333333,0.6043919941050632,0.0165474625868789,1.5159784966133958e-08,6.130135708603954e-09,5.568493584448431e-06,0.8081098768891372,1.0,7.623296525288703e-21,0.2043795620437956,0.1048951048951047,0.1623113728376887,0.0225549678902665,0.0416956840974402,0.0555103307521092,0.1171724006189454,0.0175216967176371,0.0428859217739708,0.0599980974715023,0.1220759317695162,0.4501015252351836,0.5021492582554938,0.508982946626734,0.5759294026088871,0.429352306479412,0.5333144729605517,0.566174752066088,0.6348144094734502,0.3344853317680187,0.0402144772117962,6.006576918812953e-07,0.096774193548387,0.5,0.8696325731057233,0.8430609710243289,0.9796097888862496,0.0688147063716131,0.7543821270862259,1.0,0.1847826086956522,0.043859649122807,0.1608289550496205,0.628205128205128,0.0687022900763358,0.1730460782954793,0.007147662277064592,0.00241668334736828,0.0041455257432409225,0.004121392009449238,0.0029753589350814016,0.0008935929019199859,0.003017459139804313,0.0027665322565698243,0.002047811644576903,0.00967288916425271,0.05693008084372569,0.059803718020786684,0.058956918926649025,0.0640266747488263,0.08945667348621088,0.07425808308482675,False
1,1,3,1,0.2201166318958471,0.0550491769020719,0.5,0.3543093251729561,0.0165474617537078,1.0619761761777356e-08,5.570486748001635e-09,9.946397253147714e-06,0.737189318074815,1.0,1.0164395367051604e-20,0.3795620437956204,0.0769230769230769,0.3566433566433566,0.0148158075948972,0.024030871230192,0.0314189117937341,0.0618247265056098,0.0140371282408863,0.0261607908648158,0.039676197839151,0.0782382547281079,0.5367332668402467,0.5941915722962559,0.600617653776415,0.662469843210122,0.5243567830961725,0.6442278684097192,0.6839168487091947,0.7501152276550317,0.2681067806933912,0.0241286863270778,3.162624753933835e-07,0.0451612903225806,0.3645833333333332,0.85992646874327,0.8580360260852755,0.9776575936333992,0.0816952170087014,0.7513766168681147,1.0,0.2065217391304348,0.0526315789473684,0.1483612709532149,0.6666666666666665,0.1679389312977099,0.0753829957162564,0.009381146804756995,0.007048963511812218,0.007210695634963105,0.0075420578324207595,0.006017169114191038,0.009399882845249315,0.00866199638508257,0.003833383196057538,0.0064859288581330275,0.012671443531711528,0.03354980371870848,0.056444303047637326,0.0674765283173953,0.07146459974941644,0.07231203322973036,0.053157112227257546,False
1,1,4,1,0.2943454541896638,0.1121999683103313,0.6666666666666666,0.3998042110427319,0.0165474649589418,2.877890616053426e-09,5.2055426365737405e-09,5.622680599520684e-05,0.7130729533563867,1.0,1.0164395367051604e-20,0.4087591240875913,0.0699300699300697,0.4105894105894107,0.0168633423673756,0.031278608289323,0.0403469737432394,0.0657092047864738,0.0150174690677251,0.0322565196068323,0.0480580508660262,0.0756288081914491,0.5087310484301646,0.5649825301989377,0.5712256961702958,0.6282282375511303,0.4895573432775263,0.6032307363595133,0.6406768549525781,0.7008728140989251,0.3984944342413676,0.0160857908847185,2.7081313484149644e-07,0.064516129032258,0.5,0.8794643759002894,0.8495577155223355,0.9851964067236152,0.0996340970447767,0.7445265251040427,1.0,0.2173913043478261,0.1184210526315789,0.0707772208466694,0.6025641025641026,0.1526717557251908,0.0769192689253678,0.007487065722062538,0.005578110695213723,0.0040050512862115665,0.003220192368193926,0.0049075460662882,0.008874559460316758,0.005723472211388472,0.004064860664180312,0.008135937800963947,0.011829047854500136,0.023406200732541044,0.03376579204029675,0.04671766071627358,0.08606024613649811,0.08355524846123533,0.06703518015707137,False
1,1,5,1,0.3202602440753316,0.1181866885788609,0.6666666666666666,0.6863760305436097,0.016547468127428,4.561401422580671e-09,6.942537761769395e-09,4.514365324410161e-05,0.8927717805368316,1.0,1.9481757786848908e-20,0.2992700729927006,0.0839160839160839,0.2727272727272727,0.0170323337556124,0.0273777507399905,0.0366002270007239,0.0664637699578255,0.0183652163871855,0.0378721866045192,0.0534848403228132,0.0986762973615033,0.5634994608326026,0.6240658017835194,0.6316651548599694,0.6961090011975536,0.559682934540649,0.6887493178156057,0.7312030535833164,0.8013295120306853,0.296980806182336,0.0241286863270778,1.274341769442877e-07,0.032258064516129,0.3229166666666667,0.8427300530084241,0.8777763925782383,0.9914933872115954,0.0541942581454955,0.8228540352785247,1.0,0.1847826086956522,0.1008771929824561,0.073555166374781,0.5512820512820511,0.099236641221374,0.1115951499310245,0.00990456387764578,0.010018879183330165,0.005690320077224087,0.002835800483333247,0.006386472643317249,0.011566378103421098,0.008400145099542703,0.009704526219912166,0.007833339261390381,0.0035678007155902055,0.04493092650901634,0.03992472717945355,0.08268250762888169,0.09418392093240315,0.12732314616475418,0.09958830640170813,False
1,1,6,1,0.231612658390218,0.0596574378935413,0.5,0.6060839062406453,0.0165474667113706,4.047088544658559e-10,7.406662869869983e-09,0.0006383966221248,0.738898041357223,1.0,2.1175823681357508e-20,0.291970802919708,0.0489510489510489,0.4176732358550541,0.0182833841087723,0.0233456040823592,0.0315500784120363,0.0602973335147958,0.0189094661519841,0.0270915703237604,0.0400976496623849,0.0792396901161529,0.5343525879007445,0.5899185111085092,0.5965294062470747,0.6574396875523949,0.5266562640609904,0.6455064487201796,0.6851075256894706,0.7515151127496598,0.297496816120864,0.0268096514745308,3.066093038997052e-07,0.064516129032258,0.3541666666666665,0.87026431609063,0.8487930712724188,0.9764073174979332,0.1184061832115579,0.7371752413772326,1.0,0.2065217391304348,0.0745614035087719,0.1074753433496174,0.6282051282051284,0.0763358778625954,0.157463878603064,0.01685296305431411,0.042889757111113584,0.01773962369198104,0.0216254169415955,0.014120543794202257,0.019499889599070033,0.01893210808685257,0.018398152421212455,0.009272577173586597,0.01364359105738271,0.04815870577280001,0.053050986063024774,0.10063308996372039,0.0799803830509454,0.09012471274301408,0.09609156330529087,False
1,1,7,1,0.1743076315273544,0.0282867541382351,0.1666666666666666,0.4236784354595864,0.0165474629512212,1.0137379005457934e-09,5.445659674210953e-09,0.0001839306462394,0.6779540259102559,1.0,1.1858461261560203e-20,0.4452554744525548,0.0769230769230769,0.406993006993007,0.0115730425045588,0.0198773850051509,0.0283086058756729,0.0540336837269838,0.0131899750449412,0.0242342500023477,0.0407165482248961,0.0763111867919784,0.5473083095509095,0.6058088745245069,0.6128900204079675,0.674467408556891,0.5439064587940943,0.6679820981038267,0.7098759973794413,0.7769333442742734,0.327703151529096,0.0294906166219839,5.067843670969581e-07,0.0451612903225806,0.5625000000000002,0.8923042928979881,0.9020938106579672,0.9934396644718227,0.0537096007230661,0.7351829930687708,1.0,0.1847826086956522,0.0570175438596491,0.1272621132516053,0.5641025641025641,0.1297709923664122,0.0866913526464823,0.03809265434054572,0.04211297327872361,0.032462630166001344,0.0510631302575632,0.04098124446797409,0.03377386989068283,0.02469349923322473,0.05021433367010728,0.0274617260633505,0.028513457259734257,0.11480409488045241,0.1061373011849657,0.12274641963880079,0.12552724722197195,0.12056585863092655,0.11111732529515181,False
1,1,8,1,0.2887915624818884,0.1037790467526385,0.5,0.6485347062924817,0.0165474574161243,3.194025655599453e-09,8.508590575481902e-09,8.491902713118053e-05,0.8422273196383202,1.0,1.2705494208814504e-20,0.3357664233576641,0.0769230769230769,0.323076923076923,0.0249139663653346,0.0348425142123963,0.0454432576761479,0.0724978928349339,0.0269431656811293,0.0448571145368493,0.0618546097401949,0.0972733769818812,0.5293950235221008,0.58565752965637,0.5928090264716981,0.6524041850550211,0.5304848471158142,0.6521033347562535,0.6922521836845502,0.7579477578496662,0.401730904720901,0.0348525469168901,2.8825753230546577e-07,0.0548387096774193,0.3645833333333332,0.887186849308365,0.8717228255111413,0.9824191187711816,0.1205627046571389,0.7695832559163177,1.0,0.2065217391304348,0.1403508771929823,0.05696919748635,0.5641025641025641,0.1221374045801526,0.0922820010164815,0.0042856910936458,0.0018923217591173423,0.003532179900406439,0.0010270334424608103,0.001399908351945492,0.0014174176221843882,0.0038492112690458793,0.0018912618527825952,0.00487220114888444,0.005009476938959624,0.029734856355473117,0.024429949253308606,0.1513729397831155,0.13490900483934173,0.14984765586223958,0.1352685785311822,False
1,1,9,1,0.3047252078739255,0.1024638283317674,0.8333333333333334,0.7109277522464206,0.0165474670657043,1.4875064956147554e-08,8.231831598443006e-09,1.064519115327483e-05,0.8806399905806352,1.0,1.2874900798265365e-19,0.2262773722627735,0.0769230769230769,0.2391608391608392,0.0251829093059489,0.0412532442341444,0.0550886575774652,0.0765122483453297,0.0292916930496543,0.0604633037213864,0.0879859863070065,0.1247516310971989,0.5606398685594861,0.6222000370376438,0.6309475553926167,0.6923279130629927,0.5696138271504547,0.702406607679114,0.7470548118910479,0.8162619179993009,0.5327250348994719,0.0241286863270778,1.828385240504289e-07,0.0387096774193548,0.4270833333333332,0.8227609863668588,0.8442089026237971,0.9875000619722496,0.1003765745072509,0.8136718320136929,1.0,0.1847826086956522,0.2017543859649122,0.0349532983070636,0.5641025641025641,0.2519083969465647,0.0406883032019168,0.03593349125634131,0.020044708045356293,0.03793263271889174,0.01961991687042378,0.026256631354418546,0.027300004014873952,0.02327504768527048,0.03734971597729725,0.015899290206435237,0.011231362628963355,0.060306459901775036,0.06282287063733123,0.12017321494786648,0.13267923803415466,0.11711818043549344,0.15220638583978102,False
