fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,optimal_budget
1,1,0,1,0.22651308212621202,0.06599272561273528,0.4545454545454545,0.6961423355118512,0.01244710957362179,5.3439417653393136e-09,8.033911233285094e-09,0.00042632902037088367,0.8723931603371387,0.9999999999999999,3.8116482626443515e-20,0.6585820895522388,0.055009823182711165,0.2195235013824342,3.926294860970469e-06,6.590060002527854e-06,1.3482922958882699e-05,4.859717728072537e-05,4.297224710161632e-05,5.566046422900463e-05,9.117335195973304e-05,0.000383787182570938,0.5676010099992066,0.6386366246764038,0.7326296788775166,0.7068511658359389,0.5481782687101596,0.7373578257612438,0.8243237489543996,0.6984151243683392,0.44038232299781255,0.04249291784702549,6.758181168161098e-09,0.13736263736263737,0.6525096525096525,0.5652221572987762,0.945326439617678,0.9830030840159587,0.017700386597090598,0.8463095505665522,0.9999999999999999,0.20697674418604645,0.08830845771144279,0.053441486618204116,0.5158150851581507,0.057093425605536374,0.20561478526168586,0.10334784021416012,0.1988547393841346,0.16193200783364645,False
1,1,1,1,0.20759322873862632,0.05110859172733996,0.7272727272727273,0.8040207799199126,0.012447110150281986,1.572909282285991e-10,6.269768307183938e-09,0.013582084860338137,0.8710219577895649,0.9999999999999999,3.8116482626443515e-20,0.6436567164179104,0.07465618860510817,0.16634076514304758,7.919034633737637e-07,1.2202922252729314e-06,1.95412626859595e-06,9.656021837069124e-06,8.263830786175125e-06,9.67022213800229e-06,1.2512620405267897e-05,6.985776509758329e-05,0.5794855542068653,0.6521170364255989,0.7482856823274101,0.7228119831388571,0.5484330422731302,0.7377002730725177,0.8247058208394176,0.6987359562179678,0.4287055950181644,0.0453257790368272,7.258733650817247e-10,0.13186813186813195,0.6776061776061776,0.5758458137504584,0.9526599352483357,0.9817219000038275,0.01180701098975126,0.8578264164471103,0.9999999999999999,0.20697674418604645,0.07213930348258711,0.0647384523393112,0.4939172749391726,0.03460207612456759,0.290591703780703,0.007253111458780551,0.023494031339810297,0.07022561210856997,False
1,1,2,1,0.2069976324835714,0.054729042707703186,0.6363636363636364,0.665854642031875,0.012447104699501799,1.5123791138190044e-08,6.977433420373858e-09,6.4983763197139e-05,0.8344758234770575,0.9999999999999999,1.0164395367051604e-20,0.6100746268656716,0.06876227897838899,0.16951585387375726,1.1835563699151662e-06,2.0890335497103484e-06,4.1548241934038835e-06,2.571901524247715e-05,5.432761712513903e-06,7.1328916537857264e-06,1.1000206444266275e-05,8.052711397904067e-05,0.5481838641675526,0.6166115109835332,0.7070478494495713,0.6807618062680345,0.5417465407735668,0.7287062887682833,0.8146512405272973,0.6902186159529785,0.35796241601635204,0.033994334277620435,9.161402457138503e-09,0.18681318681318682,0.6795366795366795,0.5983773096660886,0.959119346948429,0.9882578285865304,0.005337723881035233,0.8301706745055799,0.9999999999999999,0.19069767441860477,0.05348258706467664,0.0789150116791439,0.4963503649635035,0.03114186851211072,0.3144751979893969,0.018499054372150988,0.02993517597887858,0.018757122519935644,False
1,1,3,1,0.215658417173571,0.05705452232653654,0.7272727272727273,0.36828719788558584,0.012447102964624172,1.1657290137495635e-08,6.0246665993901055e-09,8.538146834412989e-05,0.7472629860725736,0.9999999999999999,7.623296525288703e-21,0.6156716417910449,0.03929273084479384,0.2677451614800871,1.286720016274328e-06,2.329695637513039e-06,4.80027999022382e-06,3.897028461117193e-05,9.319498019073196e-06,1.198306341603202e-05,2.0573596906411246e-05,0.00018387458969467248,0.5841718055376759,0.6574327301854715,0.7544598314073689,0.7291118221401955,0.5471735548803626,0.7360061710698194,0.8228120935246173,0.6971334625311848,0.40743592079445123,0.04815864022662893,8.529644499735163e-08,0.10989010989010989,0.7162162162162163,0.6008739938142286,0.9628152031757481,0.9836299861561981,0.00699739730932801,0.8335271967082404,0.9999999999999999,0.23488372093023266,0.042288557213930364,0.11813072538027396,0.5377128953771287,0.03114186851211072,0.33777139316017196,0.08179498286177991,0.09256691348592182,0.0956902927857691,False
1,1,4,1,0.2754439993026474,0.10353195356555982,0.5454545454545454,0.42280965996688913,0.012447106795105406,1.8587866408810617e-10,6.068655787031555e-09,0.01116023428044536,0.7139306847439023,0.9999999999999999,3.049318610115481e-20,0.666044776119403,0.055009823182711165,0.2219048179304665,2.3026410088999694e-06,3.8067908746777833e-06,7.252785063539613e-06,4.365524768157409e-05,1.7717663070522053e-05,2.2218730001949385e-05,3.347920364787907e-05,0.00024117747608848352,0.5743437043234833,0.646284737795771,0.7415120902664779,0.7159089711622212,0.547123862215197,0.7359393906596124,0.8227375422830095,0.6970710430801063,0.39864882237743615,0.033994334277620435,1.3339056900390562e-09,0.13186813186813195,0.6486486486486488,0.6093560997181459,0.9602959225872078,0.9895164757115948,0.01734228537726991,0.8294435589480348,0.9999999999999999,0.20697674418604645,0.05223880597014929,0.08704271799380468,0.5158150851581507,0.039792387543252664,0.2726127751682886,0.07937984880124349,0.09664123981798325,0.15420740234668906,False
1,1,5,1,0.3094501649867839,0.11741866563249573,0.6363636363636364,0.708531540476751,0.01244711083103008,3.4334933733305156e-09,7.44668619488589e-09,0.0006592287750023123,0.9021331081575122,0.9999999999999999,9.317362419797304e-21,0.5988805970149255,0.060903732809430344,0.18439908229895874,1.3855367172980135e-06,2.220605522547428e-06,4.461715748783682e-06,2.0622075877400957e-05,1.0753725292830915e-05,1.3176145722249577e-05,2.0595856944298378e-05,0.00010572547129987777,0.592448234366605,0.6668206774252707,0.7653634617030968,0.7402283903839152,0.5480372029917411,0.7371678534408155,0.8241107177799883,0.6982321636758418,0.4370415975205726,0.039660056657223754,2.1053452427667e-09,0.09065934065934073,0.666023166023166,0.593688567069815,0.9675782626300237,0.9936377276329473,0.01411869222116667,0.8649084205292024,0.9999999999999999,0.20465116279069767,0.08084577114427857,0.05751960405357489,0.4939172749391726,0.057093425605536374,0.19779368100062217,0.03763790047864708,0.047105467719623574,0.06588398554976313,False
1,1,6,1,0.22607382685856267,0.06170485286484726,0.6363636363636364,0.6393508935748153,0.012447109451481794,2.364121825012755e-09,7.936326427933701e-09,0.0010700829567704846,0.7661699753054738,0.9999999999999999,2.202285662861181e-20,0.6436567164179104,0.07072691552062865,0.17422310751521633,1.1240909296150516e-06,1.656385222711891e-06,2.696110947990201e-06,1.0172295818081585e-05,8.433183264438912e-06,9.398030549746508e-06,1.236116101950016e-05,5.0224055333229005e-05,0.5822353354126668,0.6552361285928465,0.7519084028554784,0.7265062880075324,0.5473637378235823,0.7362619487690357,0.8230978807788001,0.6973734534374643,0.41419933465788694,0.025495750708215283,1.4032890847858708e-09,0.1456043956043957,0.6216216216216216,0.6051056752436669,0.9603874557699456,0.9829429357120258,0.013058424166363297,0.8187926089991218,0.9999999999999999,0.21860465116279074,0.09452736318407966,0.052742268221895684,0.5158150851581507,0.0242214532871973,0.38498667642072687,0.015202026166657716,0.026573879682662973,0.029482960127102206,False
1,1,7,1,0.17787755896382815,0.03424988184500448,0.7272727272727273,0.44281946861397214,0.012447105491445202,1.5411420935130484e-09,6.153086065045332e-09,0.001302612541904582,0.6967281359035808,0.9999999999999999,3.3881317890172014e-21,0.66044776119403,0.08055009823182717,0.1596557150420613,6.511339281775638e-06,1.0902868044477369e-05,2.1055810150470832e-05,0.00010062707766672526,5.913887630139036e-05,7.434058888182775e-05,0.00011850021444772456,0.0007369447476095987,0.5883348814940231,0.6621552132633176,0.7599456151154197,0.7347118346044881,0.5483872207155472,0.737638938488464,0.8246381678177536,0.6986852672446344,0.45549215729582415,0.031161473087818727,3.093787571730137e-08,0.16483516483516475,0.6911196911196911,0.6227644448583499,0.9734814271767874,0.9952024595576194,0.017704323374876332,0.8251457969952716,0.9999999999999999,0.2627906976744186,0.05721393034825868,0.10055616681222898,0.5498783454987833,0.08477508650519038,0.15606587912434294,0.21081065242087468,0.30517521045927165,0.3363848647033412,False
1,1,8,1,0.2780006444038224,0.10135221905830966,0.8181818181818182,0.6842366389233079,0.012447099783024555,3.0041169049265872e-09,8.983873652226672e-09,0.0009392253009569569,0.8585725542714557,0.9999999999999999,6.776263578034403e-21,0.5932835820895522,0.06679764243614933,0.16915284830241087,1.7092769718252575e-06,2.8338198797639755e-06,4.882057081604952e-06,2.0806598935641314e-05,8.255617373410036e-06,1.0903174598567064e-05,1.5088604607039164e-05,7.240993252473154e-05,0.5793035236044806,0.6519106308960845,0.7480461122591837,0.7225688964534989,0.5451272203681468,0.7332536652446651,0.8197348928167385,0.6945247701114515,0.4211787302697205,0.04815864022662893,8.671166160106928e-10,0.162087912087912,0.6293436293436294,0.6166263778453901,0.9670299928468339,0.9872144541219445,0.007716965333010764,0.83481745751087,0.9999999999999999,0.20232558139534884,0.07960199004975121,0.05774167975550103,0.5182481751824816,0.05190311418685131,0.22294927950111937,0.022203151652276133,0.035153761637817964,0.035400493990290015,False
1,1,9,1,0.29582623366204575,0.10369192252662994,0.5454545454545454,0.7376750036419439,0.012447109895364362,1.434723568807501e-08,8.44399498715398e-09,0.00010812813691271176,0.893028712839669,0.9999999999999999,1.0249098661777034e-19,0.5727611940298508,0.05893909626719067,0.1815833363806774,6.282010524392218e-07,1.0367277365654171e-06,2.1168112998616127e-06,1.3477153460884523e-05,3.0650948579122866e-06,3.805314711262803e-06,6.336645182110724e-06,4.349267402527478e-05,0.58974088316056,0.6637496865480619,0.7617965243859842,0.7365903615260279,0.5457501454266227,0.7340914850056159,0.8206714221755311,0.6953177511857274,0.4091030295747945,0.025495750708215283,4.838209664925947e-10,0.13736263736263737,0.6718146718146719,0.5794253327521567,0.9593221885834716,0.9904386788067758,0.01505664635312802,0.854247938421718,0.9999999999999999,0.20465116279069767,0.05597014925373134,0.08092899569190593,0.506082725060827,0.06055363321799308,0.19264024020844844,0.029175340731602595,0.03455339068631136,0.05239507077474182,False
