fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,optimal_budget
1,1,0,1,0.24221406359902514,0.06514228083866265,0.6666666666666666,0.6514215443961887,0.017489223377124413,8.01498692586542e-09,7.425965716733093e-09,1.2327747111530498e-05,0.844393224480408,1.0,2.0328790734103208e-20,0.2857142857142858,0.03906249999999984,0.33581235697940515,0.02263523884458026,0.032550152018595825,0.04236646876092263,0.0666149736298138,0.026954713993749765,0.03744387416413981,0.049191656916514864,0.08229066779700386,0.44195780824367287,0.48946582854179155,0.5100299135287242,0.49327884367567515,0.5065016126900916,0.5473284952164384,0.592386323011127,0.6349432879550381,0.38620343033474125,0.04485488126649065,1.5971319033594404e-07,0.019230769230769253,0.5025940337224383,0.8067457796685114,0.7931172801523352,0.9727956062879416,0.12074081114829827,0.7543186646686633,0.9999999999999999,0.17142857142857187,0.10734463276836159,0.12172573189522344,0.559322033898305,0.21782178217821788,0.07968000000000003,0.0011656863769524178,0.001453637241170308,0.003315620068289824,0.009255735022779822,0.002918203971558842,0.004060288099727155,0.004689851949380326,0.00709119378340538,0.007050320927325675,0.004483999794830744,0.002096857547200781,0.021227262079510176,0.08492585992890851,0.0411804910994065,0.0472078484052889,0.06485736519355266,0.08083718738246198,False
1,1,1,1,0.22001580587439803,0.04692848002097122,0.16666666666666666,0.764953891258172,0.017489222820837907,1.121526289767125e-09,5.979380916345549e-09,9.450649418887937e-05,0.8429133023665571,1.0,2.456395547037471e-20,0.19841269841269854,0.09375,0.11029748283752863,0.02005475425386627,0.03454557394590473,0.042756984572298096,0.06989501401913967,0.02191487715600441,0.03654146569945137,0.047229898989814396,0.08227977806111694,0.48924222006947377,0.5454780623267887,0.5715710007200872,0.564209156358707,0.5324812087480713,0.5774254930123505,0.6256826351467629,0.6738139991660301,0.4857926387953433,0.034300791556728175,8.323308264277975e-08,0.041666666666666616,0.3878080415045394,0.8223346992359795,0.8215877957646707,0.9696283753942657,0.19330024306302518,0.7822178590217813,0.9999999999999999,0.17142857142857187,0.07344632768361582,0.17372881355932204,0.5932203389830505,0.049504950495049514,0.3120000000000001,0.006940458779158537,0.003711246131802692,0.003763973205616192,0.003319699672816478,0.004847617545870246,0.0033257594643864167,0.005080813691777534,0.006320622318102561,0.011889113410747084,0.009225074106724003,0.003896974369515142,0.017447034977649316,0.021615203831859345,0.04942492906045554,0.055611091649606474,0.08722516648859345,0.08873841257431031,False
1,1,2,1,0.23830406275605787,0.060595851650686344,0.16666666666666666,0.577481493111315,0.01748921823968004,1.5335842033526644e-08,5.802601279095099e-09,2.281545612109014e-06,0.7985255714370255,1.0,1.6093625997831706e-20,0.3015873015873017,0.109375,0.1386458473549603,0.054848642901508274,0.10012289039657055,0.1409708945563936,0.2367415759655485,0.05394627650729832,0.09517455285806187,0.13637720361501007,0.24666509377296175,0.4328806705312799,0.4935648594220464,0.5284808201578475,0.5490634439325177,0.4557567008178994,0.5043280158448251,0.5557065818355593,0.6230319374429829,0.5801879071008242,0.029023746701846848,7.658154118614354e-07,0.07051282051282054,0.4643320363164719,0.8873153885612548,0.8353189926677085,0.9735020142148562,0.1594400626643394,0.7130725275225931,0.9999999999999999,0.2571428571428576,0.06779661016949153,0.21694915254237293,0.6610169491525419,0.05940594059405941,0.29600000000000004,0.003450593139279826,0.0037543558431610896,0.00213087654321451,0.006547284071069193,0.0020380099669395813,0.0027043436821743232,0.0026045564062084046,0.0019143855444970117,0.0034616531200005766,0.0024554526691891545,0.0032051389465117992,0.041742886877349186,0.03364972923832603,0.05208791718320691,0.11563347186442474,0.07587232669942535,0.059829371391809584,False
1,1,3,1,0.23184789036273484,0.05518566808907793,0.5,0.3472256780522555,0.017489217651088868,9.217290707725735e-09,5.433709077528559e-09,6.253871874313629e-06,0.7327946686414317,1.0,5.082197683525802e-21,0.4761904761904763,0.046875,0.4576659038901603,0.03728270793841884,0.05577580313827618,0.07306651282904,0.1061464943045422,0.040116032349251395,0.060708746738658566,0.0777004967324326,0.12059104987199148,0.5081872176561045,0.5670038404894381,0.5985088763777511,0.5959965348742693,0.5394751525965108,0.5859261307030131,0.6363949701443872,0.686971942688282,0.4741785165157415,0.015831134564643703,1.6552685267002047e-07,0.022435897435897356,0.36230004323389553,0.8651446265520697,0.8564713502171872,0.9736163213048746,0.16197514643208388,0.7053504572164873,0.9999999999999999,0.20000000000000046,0.12429378531073447,0.11118644067796614,0.6949152542372881,0.15841584158415847,0.13263157894736846,0.011971860712361894,0.008798170511888808,0.01080924486271995,0.016700696048530334,0.015312037742726102,0.009375474853065004,0.022901109951012924,0.010938456338534042,0.010328955982303663,0.017533055779548275,0.021383780445466696,0.07757060343229122,0.028132143823006304,0.08691765856205169,0.0718572028264435,0.09040907530307882,0.06683079247532876,False
1,1,4,1,0.3115650048536589,0.11707037060448279,0.5,0.394314701611541,0.017489220682259728,4.325312941824611e-09,4.933237647144523e-09,1.6669662267601235e-05,0.7163503398863734,1.0,3.1594328932585403e-19,0.3333333333333335,0.10156249999999985,0.16590389016018314,0.029699231186680528,0.04608581451185121,0.06100372280232457,0.10719379058542541,0.029567079872161003,0.042307525221033745,0.05797980897231877,0.10735077086935473,0.47555515720218766,0.5298677440445037,0.5567622171494915,0.5555724644102301,0.4874749787344035,0.527238471371352,0.5713523848316115,0.616867566841883,0.4652125905810278,0.010554089709762501,2.184069832426524e-07,0.041666666666666616,0.5025940337224383,0.8889869640661372,0.8508718243902007,0.982253668789057,0.18703926670360527,0.700577341596512,0.9999999999999999,0.20000000000000046,0.06214689265536712,0.21186440677966106,0.576271186440678,0.05940594059405941,0.2693333333333335,0.007985010303441196,0.008974841988886434,0.004244990087393071,0.008415569086722514,0.008722236098962126,0.006336488668338128,0.01767701147501328,0.011821704123653784,0.0053383564529465525,0.00841080180088631,0.016720097149822578,0.046436499515719404,0.028171373174643525,0.07478229018362,0.09087219594390647,0.09474677239812904,0.10003071092580122,False
1,1,5,1,0.33270548330075583,0.11913004777500523,0.5,0.6782268106450187,0.017489223521982213,5.00063386968193e-09,6.79928529418376e-09,2.0408558190388288e-05,0.889334478754229,1.0,5.505714157152952e-20,0.34920634920634924,0.0390625,0.3975972540045767,0.022609616283032957,0.04587171284320681,0.07249012016773876,0.1284533980234826,0.02936518865757516,0.05583255726011039,0.08890759638203463,0.1686349273222263,0.530277896920855,0.5947586909659732,0.6326626360082088,0.6428055510851408,0.5752908144285741,0.6266580679038047,0.6860919164951277,0.7526012641954257,0.45406227625381446,0.007915567282321845,2.491516993117711e-07,0.019230769230769253,0.36230004323389553,0.8425792917030459,0.8794478410804927,0.990105038332168,0.11184053473809741,0.8074010345949894,0.9999999999999999,0.17142857142857187,0.04519774011299435,0.2604006163328197,0.5423728813559322,0.16831683168316838,0.10320000000000004,0.023573265189739456,0.004578965170269602,0.01867072422789457,0.008746240887032167,0.02188713445670057,0.021254294280135054,0.024173193458440934,0.018781977854780023,0.03172193142745844,0.013769258867607185,0.010684331970386348,0.04092406502134415,0.049773570696810675,0.09367847244694441,0.10075637934882037,0.12317889856795233,0.13390392320518804,False
1,1,6,1,0.24357250736720978,0.05972205720780145,0.5,0.5934099036054311,0.017489222098559798,2.8263734554838655e-10,7.257623886551298e-09,0.0004694625697282104,0.7290904279479369,1.0,2.0328790734103208e-20,0.2539682539682539,0.0703125,0.18649885583524028,0.04075676246235813,0.06019290098066262,0.07925030957291042,0.12502370440820484,0.05302124895688695,0.06471782057756231,0.08922275056080953,0.14676312732290941,0.5068575698312132,0.565564833030396,0.5975116480383615,0.5999672497020697,0.5464162616489596,0.5898184459638385,0.6430480473235598,0.698656754687332,0.2859250499479633,0.018469656992084346,1.6552685267002047e-07,0.05448717948717939,0.2857760484219626,0.8783814090740041,0.8471860765817696,0.9719442286046694,0.22124835015263655,0.6832654691846468,0.9999999999999999,0.20000000000000046,0.1016949152542373,0.13559322033898305,0.6271186440677964,0.13861386138613865,0.13976470588235296,0.01752763420574381,0.0049153339274871175,0.009538256397175897,0.011027194183659347,0.004686990868537269,0.008842345954590398,0.011289186620793278,0.01900982989917053,0.007760212771887685,0.015599548689926062,0.01169797872834858,0.03654371922360911,0.03889923775910084,0.058208816400784506,0.0602966410958648,0.06828350196184746,0.058437482056499415,False
1,1,7,1,0.1831628772647521,0.026739441462891703,0.16666666666666666,0.41883536035741764,0.017489218415245165,1.956828852901657e-09,5.240895601426294e-09,4.541917857265748e-05,0.6738680882407287,1.0,0.0,0.3253968253968255,0.0390625,0.3744279176201374,0.03000681185379519,0.0448582778223012,0.05928168500357716,0.09819954696270891,0.03739301840189055,0.04720381707739808,0.06915809462573595,0.12282151429125912,0.5166816502994531,0.57588093234822,0.607496352026186,0.6088433623648793,0.5613662026362991,0.6065952300016232,0.6612522789115026,0.7187365167520328,0.46104875003196355,0.021108179419525017,3.4114666544686587e-07,0.02884615384615382,0.40056204063986167,0.8995282671915783,0.9039628916137894,0.9922274231344418,0.1177113305800862,0.6971154256703282,0.9999999999999999,0.17142857142857187,0.0847457627118644,0.15254237288135594,0.49152542372881347,0.14851485148514854,0.10933333333333337,0.02573013751874815,0.009271611448006646,0.024147396112569698,0.009405554214591787,0.017249235307054047,0.012354727988506679,0.01703597517089005,0.019653476630812985,0.03591709818624623,0.02323813545261233,0.031136658426565912,0.1364409479725784,0.0937251839757952,0.1171798748796908,0.13784746275128823,0.12309370075968017,0.12535487548253832,False
1,1,8,1,0.3018837193840152,0.10558089546264911,0.5,0.6346918963099162,0.017489212946636155,3.3129863492930615e-09,8.375226512115936e-09,4.169419682075583e-05,0.8360410608748035,1.0,1.1858461261560205e-20,0.2936507936507938,0.07812499999999985,0.19204365428621728,0.04474232023292569,0.05906914339441349,0.0758837581473521,0.11156591542958835,0.05058791564481418,0.0636623562291333,0.08535837832831011,0.13857235809964846,0.501239806040771,0.5568064818198815,0.5869672159532344,0.5840406972677392,0.5461296287922597,0.5901012600965646,0.642474697323363,0.696804083321712,0.3470658281538741,0.029023746701846848,1.777589751610808e-07,0.057692307692307626,0.19649805447470825,0.895602165781781,0.8719509074285097,0.979298612380434,0.24442884358373085,0.722262032368623,0.9999999999999999,0.17142857142857187,0.09604519774011301,0.13559322033898305,0.5254237288135593,0.12871287128712874,0.13200000000000006,0.010617652271356592,0.003049006199098812,0.003712429870241697,0.004644942619051124,0.0020253745235393086,0.009619117056860759,0.004987689056054564,0.009007601793717452,0.008372673604347472,0.005683999189741792,0.0048753514875543085,0.016111179482819944,0.01354542145561361,0.0281926286814985,0.05344088882651035,0.06697104267466172,0.07488740430433506,False
1,1,9,1,0.31654966745370205,0.10258041083673913,0.8333333333333334,0.701043056012553,0.017489222400825278,1.4992438974781722e-08,8.226486192908384e-09,5.3177657141666386e-06,0.8761297342984228,1.0,6.776263578034403e-21,0.3174603174603174,0.046875,0.3203661327231121,0.04540417787757291,0.05516076774712161,0.06756539509136777,0.0955178397884495,0.059881031149782334,0.06457415734190862,0.08176068857357374,0.1201120674895075,0.5340143703946504,0.5925784852062952,0.6249852691390181,0.6240110132414041,0.5773695579897404,0.6216016807715264,0.6760281569173319,0.7306688541721792,0.2519061908371665,0.0,2.184069832426524e-07,0.022435897435897356,0.3367920449632512,0.8216068090691024,0.8446094245826168,0.9855622959438296,0.15523310034132543,0.7901301487368289,0.9999999999999999,0.22857142857142904,0.13559322033898305,0.1073446327683616,0.576271186440678,0.049504950495049306,0.3060000000000002,0.02720690002396206,0.004477233833437456,0.015533619538976081,0.00983760422378981,0.015614982632293573,0.01053864112684576,0.011690643170199076,0.012696693710853548,0.02191328841612314,0.011470893050085166,0.01521863531599724,0.03437487909520396,0.09649612915531869,0.05344786129533164,0.07540011363316497,0.090012256330387,0.12137283985003632,False
