fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,optimal_budget
1,1,0,1,0.2283322959266209,0.0654090882881205,0.5000000000000001,0.6937565261366542,0.0126753650756466,5.4728012281820814e-09,8.057288239502328e-09,0.0001158405046911,0.8712231699331107,1.0,1.2197274440461925e-19,0.5725971370143149,0.0630841121495327,0.234802556119941,2.820795578113012e-05,3.73436521052734e-05,6.459414458696074e-05,0.0001863475254446,5.1487484824617366e-05,0.0003265807011197,0.0003236512306852,0.0011075842692766,0.695826023941226,0.6625409727250461,0.7151686812676971,0.7114087887386547,0.7743264812959384,0.7396356038737542,0.7576452807750317,0.777245484201788,0.4576212477015909,0.0428571428571428,1.86324631193156e-08,0.1593406593406593,0.6729411764705883,0.5853682767125348,0.9420197039288188,0.9811448507375248,0.0206238276714817,0.8396684044854466,1.0,0.1439588688946016,0.0865671641791044,0.0566458136944039,0.4444444444444446,0.0774058577405858,0.1223683315669008,0.03352940846468646,0.023169446123396057,0.08473112228911657,0.07500450155121229,0.18848214384646997,0.1689930639044252,True
1,1,1,1,0.2092698908985346,0.0503611025752436,0.6000000000000001,0.8020782052340936,0.0126753655961175,2.0255850909964164e-10,6.307927811375034e-09,0.0029935541931145,0.8698649675470083,1.0,1.8634724839594607e-19,0.558282208588957,0.0607476635514017,0.2358793099412467,5.679283615950376e-06,8.635124493266815e-06,1.5291012528486535e-05,5.793980658293067e-05,1.1057551116759472e-05,8.22290621601751e-05,8.083911225715037e-05,0.0003420317376102,0.7141734275505011,0.6800480526523919,0.7341505475638291,0.7308196092057013,0.7761995455552871,0.741425412285756,0.7594801150883053,0.7791333143812178,0.3858682810817747,0.04,1.9023011886689424e-09,0.1758241758241759,0.5976470588235293,0.5962888622960083,0.9497963469702052,0.9796915393082986,0.0183299950649954,0.8483900088284316,1.0,0.1388174807197943,0.0761194029850746,0.0623163502892641,0.4263565891472868,0.0355648535564853,0.2275973164232917,0.008962003206572935,0.014352551554271634,0.014861540339335698,0.01795336316193405,0.015749249950066845,0.04283892549264994,False
1,1,2,1,0.2092870410190849,0.0543609203788757,0.6000000000000001,0.6616297617175725,0.0126753601816244,1.5137043965105157e-08,6.9756647894267365e-09,1.7898672608834504e-05,0.8327831588058872,1.0,2.371692252312041e-20,0.5235173824130879,0.0443925233644859,0.2792771704782192,1.5731835165361316e-05,2.0153124896921684e-05,3.9389705383451694e-05,0.0001843482727241,1.1590059803933255e-05,6.712752198895203e-05,7.638220511183937e-05,0.0004029410770283,0.6670273856058754,0.6350581116306309,0.6853649881920496,0.6809146417684117,0.7527393526944858,0.7189920389998442,0.7364507869689517,0.7552723915743286,0.3850310546831678,0.0142857142857142,1.2164242938570894e-07,0.1840659340659342,0.6658823529411765,0.6200055201108334,0.9566459915863834,0.9867795596517904,0.0057126728982425,0.8201505665992388,1.0,0.1362467866323908,0.064179104477612,0.0720771100017284,0.4392764857881138,0.0481171548117155,0.1830063176292369,0.005259579099382598,0.005765533709149323,0.007406899269261349,0.007423349103806656,0.013487671935249109,0.016133267128818775,False
1,1,3,1,0.2174843920695547,0.0564127326332693,0.8,0.3668321614954119,0.0126753585212764,1.1750833749137598e-08,6.047356844297374e-09,2.336548661168769e-05,0.7466725824829571,1.0,1.6940658945086007e-20,0.5316973415132923,0.0584112149532709,0.23181463311197,2.6305748301838503e-05,3.6669750938535134e-05,6.420080790280081e-05,0.0002228641366711,3.089878056360743e-05,0.0002020001253003,0.0001975819812,0.0007868473376122,0.721255367213239,0.6868075524377301,0.7414833938502127,0.7383441256019989,0.7709159899291131,0.7363741213004863,0.7542960937702463,0.7737724355704523,0.4321751672353727,0.0371428571428572,8.107909806730332e-08,0.1538461538461539,0.6729411764705883,0.6221975731176739,0.9605652719725676,0.9818252981779074,0.0113482613537569,0.8274351844920461,1.0,0.1619537275064267,0.0686567164179104,0.0769000736243578,0.4780361757105945,0.1297071129707113,0.0808689581251613,0.15942926349016362,0.08545944381693114,0.1166625689437139,0.11958655644468436,0.1696991734947849,0.15498357112745803,False
1,1,4,1,0.2780758855091086,0.103599323410884,0.6000000000000001,0.420761960150485,0.0126753623061497,2.3257982985345934e-11,6.061793656151425e-09,0.0238843966745398,0.7139098303725243,1.0,8.131516293641283e-20,0.5766871165644172,0.0443925233644859,0.3066641698462115,3.0269564669099715e-05,3.7366780444884114e-05,6.86137228178034e-05,0.0002349654927492,3.77237161063907e-05,0.0002203443737288,0.0002292863848297,0.0008594332247491,0.7063062433278695,0.6725415367237882,0.7260139944392884,0.7225157671855441,0.7703034293526866,0.7357880883592756,0.7536953930294251,0.7731518320476174,0.4100724491111801,0.0228571428571429,3.6021065623570673e-08,0.1868131868131868,0.6141176470588234,0.6312410874878822,0.9578937310753344,0.9883382238145212,0.0175065073540667,0.8210678145081917,1.0,0.1388174807197943,0.073134328358209,0.0647023137745332,0.4470284237726099,0.0794979079497908,0.120079548457279,0.16522260558515617,0.07055638860975953,0.10456451426531944,0.15936346083821215,0.1811755548625727,0.19092918995963726,True
1,1,5,1,0.3115919640655141,0.1170292929682639,0.6000000000000001,0.7068177541284892,0.0126753662777997,3.5101339737704955e-09,7.466638225868861e-09,0.0001797676846939,0.9015867036679378,1.0,4.4045713257223624e-20,0.5132924335378322,0.0490654205607474,0.2551204325741439,1.2551358324356256e-05,1.6825985496528295e-05,3.222766679745716e-05,0.0001113809179264,1.4679356751652592e-05,8.989272855133353e-05,9.417136562023896e-05,0.0003862708351067,0.7339021977613895,0.6988750047249646,0.754567992863931,0.7517215940847521,0.7720728740415612,0.7374793356612617,0.7554294306336699,0.774936347133403,0.4684909270010674,0.0257142857142858,8.277856966198454e-09,0.10989010989011,0.6470588235294119,0.6145043680309008,0.9656163401846356,0.9929465744380124,0.0196276734831175,0.854508120935795,1.0,0.1336760925449872,0.0865671641791045,0.0536711059725101,0.4366925064599484,0.102510460251046,0.0930899555158601,0.031078954199000988,0.024881778554782897,0.023492119454957498,0.03475841598152754,0.06972933799789748,0.058326053709599146,False
1,1,6,1,0.2279609157024084,0.0610686554225549,0.6000000000000001,0.6368145960785542,0.0126753648952257,2.234828037293298e-09,7.954317532897276e-09,0.000318296922044,0.76451738237715,1.0,3.3881317890172014e-20,0.5644171779141105,0.0537383177570092,0.2616336228084548,5.6715214514486215e-06,8.643313217321725e-06,1.5496027117329644e-05,9.076425879835052e-05,7.7767361423049e-06,5.704139481851159e-05,5.822529162156428e-05,0.0003382906537084,0.7183748491946159,0.6840573763039092,0.7384983799208065,0.7352750310497155,0.7730324558191859,0.7383968578519841,0.7563708227439602,0.7759116691209987,0.3389563929886318,0.0285714285714285,3.158635408267812e-09,0.1620879120879121,0.6611764705882353,0.6267343303197375,0.9579909836423413,0.981049109493568,0.0109797529229888,0.8047099029635678,1.0,0.1516709511568123,0.0611940298507463,0.081413488857129,0.4496124031007751,0.0564853556485355,0.1631243601572275,0.08319752684004955,0.013505922229725697,0.013311041197909577,0.025665199700602694,0.023858837977578727,0.03021936451070325,False
1,1,7,1,0.1792534087512274,0.0333352314027589,0.6000000000000001,0.4411673572070728,0.0126753609510921,1.358438767059741e-09,6.156377272987477e-09,0.0004157972412045,0.6957232414178962,1.0,9.825582188149884e-20,0.5991820040899795,0.0327102803738316,0.3894663351594725,6.773925404892489e-05,9.105457037543468e-05,0.0001433267766221,0.0003554171909694,8.822399326059943e-05,0.0005971882165294,0.0005412195688482,0.001381416922911,0.7275907760985645,0.6928555084023789,0.7480443726117229,0.7450668048137803,0.7738498084060746,0.7391820000687396,0.757181048062359,0.7767657708486321,0.4598641941696356,0.0285714285714285,2.6572011053245012e-08,0.1840659340659342,0.6070588235294117,0.6448254553172492,0.9718761751931212,0.994672918163841,0.0181965124315951,0.8130266267384991,1.0,0.1722365038560412,0.1134328358208956,0.0499527213201427,0.4832041343669251,0.0439330543933054,0.2147295330521023,0.18689755944438696,0.11540105201237374,0.19369091410905173,0.2622961648440263,0.3008102628793227,0.35448420297636773,True
1,1,8,1,0.2801717391263409,0.1010480101006248,0.8,0.6816261445379227,0.0126753552519564,3.014854074676732e-09,9.007209742449384e-09,0.0002620122322161,0.857604568568043,1.0,6.776263578034403e-20,0.5337423312883436,0.0514018691588784,0.2561035556283795,1.385338137913081e-05,1.7833586585509024e-05,3.119430420317506e-05,0.0001075584757153,1.4322872796476767e-05,8.58571072389769e-05,8.391453775606985e-05,0.0003117244342776,0.7139647365853284,0.6798491418152935,0.7339357583244456,0.7306058494609161,0.7679825406380127,0.7335680706585485,0.7514138936878312,0.7707722933389726,0.3976470442216363,0.0371428571428572,9.1614024571385e-09,0.1923076923076923,0.6094117647058824,0.6386081964581638,0.965034751778828,0.9857951260805816,0.0137391520140918,0.8211571855945093,1.0,0.1465295629820051,0.0865671641791044,0.0573894906248774,0.4496124031007751,0.0334728033472804,0.2499938310279432,0.010233851043576058,0.003522457307342186,0.015633288365653086,0.03579038046558533,0.02611393295685776,0.033431141522942735,False
1,1,9,1,0.2978651988042666,0.1031595868067093,0.5000000000000001,0.7357027202200503,0.0126753653337783,1.4386120632631257e-08,8.484169034955036e-09,3.015623003995032e-05,0.8923150738479394,1.0,5.183841637196318e-19,0.4948875255623721,0.0443925233644859,0.2645303246646848,8.026954211717161e-06,1.2571909729728403e-05,2.2392205372595546e-05,7.881198630588095e-05,7.240359987329019e-06,5.317659535549457e-05,5.455848815309573e-05,0.0001898685942406,0.7298668501829183,0.6950241872025039,0.750391388875078,0.7474436481698434,0.7682582983945849,0.7338317369919122,0.751684179188889,0.7710485006539191,0.4289372075205983,0.0142857142857142,8.277856966198454e-09,0.1510989010989012,0.628235294117647,0.5998140002089085,0.9568613155988112,0.9894101092536284,0.0193504722232846,0.8474903526615132,1.0,0.141388174807198,0.0835820895522388,0.0578039990779282,0.4366925064599484,0.0355648535564853,0.2324460463892473,0.015055717329825243,0.02189866211756015,0.019399480087717906,0.017535568402282743,0.046225186753976244,0.0478906943928988,False
