fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,optimal_budget
1,1,0,1,0.2231816037030777,0.0648616733257974,0.5555555555555556,0.690377873478377,0.0130406456575419,5.669229569183497e-09,7.963643487530121e-09,9.265040657159632e-05,0.869068279597273,1.0,1.4907779871675686e-19,0.5207253886010362,0.0439882697947213,0.377318333840073,0.0001680758637788,0.0002055131323964,0.0002905526044824,0.0009178029781906,0.0003307258871447,0.0010153220790792,0.0011142501339072,0.0044602721748105,0.6371800067303202,0.664019300806271,0.6771070869349302,0.7274466966054984,0.7396700355138257,0.7606828037763063,0.7813120282330104,0.8729536641741406,0.4310748175899704,0.0398860398860398,3.601548417751831e-08,0.1657754010695186,0.6788990825688074,0.627979660607239,0.9364795587478638,0.9793536568026724,0.0218504454125135,0.8205739438666418,1.0,0.1217391304347826,0.0861423220973782,0.0650124069478908,0.401734104046243,0.088235294117647,0.1308434131336927,0.0026599709321684633,0.0007204771490789106,0.00034843593980068554,0.0068452899040319795,0.012171619995824452,0.07544076054587355,0.03604209119579791,0.09567697589082487,0.08261033617058061,False
1,1,1,1,0.2037038768313568,0.0495663505414045,0.5555555555555556,0.7992654552319383,0.0130406460919554,2.703092145045974e-10,6.237029542232489e-09,0.0018543269163524,0.8677289204481422,1.0,1.1519648082658485e-19,0.5207253886010363,0.0645161290322581,0.283379289376291,3.987042302630433e-05,6.441440280232361e-05,0.0001331977204862,0.0007502375839194,7.431341007272089e-05,0.0003259792636226,0.0005063296646006,0.0034981209899111,0.6598570420910003,0.6880268702066541,0.7016985513874512,0.7539609470710349,0.7432512812000925,0.7644023901553817,0.7851398343226331,0.8772624818078663,0.337190308685764,0.0341880341880341,3.601548417751831e-08,0.1818181818181818,0.5963302752293578,0.6392368281942842,0.944999079610318,0.9777062007622755,0.0177121102821862,0.8376988127638824,1.0,0.1130434782608695,0.0449438202247191,0.1116129032258064,0.3786127167630059,0.050802139037433,0.1959520639147802,0.005740668830735886,0.004278314353661008,0.0011960672541046864,0.012632521794440636,0.01877393656380064,0.017384577916063116,0.009806174171666389,0.023366894086191848,0.022593741962788745,False
1,1,2,1,0.2047221268476671,0.0541688172961027,0.3333333333333333,0.6553928844514133,0.013040640733652,1.5153308207573777e-08,6.842860364786207e-09,1.5759973103889798e-05,0.8297450860742824,1.0,6.098637220230962e-20,0.4766839378238341,0.0586510263929619,0.2807450198754546,0.0002012990477562,0.0002596802494225,0.0003969036960747,0.0015169772528544,0.0001271281416613,0.0004283162590174,0.0005104713307079,0.0022525437337425,0.6037609303593233,0.6286442269039026,0.6408822212261801,0.6885230216171988,0.6730853278315121,0.6915689036470283,0.7101195308368988,0.7925323803035957,0.3649254463117563,0.0170940170940171,2.235313831459768e-07,0.229946524064171,0.691131498470948,0.6646295066496741,0.9524992093783092,0.9851753241517548,0.0081001806629078,0.8079486484755497,1.0,0.110144927536232,0.0749063670411984,0.0692847124824684,0.3901734104046244,0.0347593582887699,0.2661013385661224,0.006516168691330203,0.00961858602860578,0.012766329051975323,0.017684766170106978,0.007901139751069246,0.033451803905622204,0.03496249638500585,0.029998410147623018,0.05135579991610289,False
1,1,3,1,0.2122385057677319,0.055780273631592,0.7777777777777777,0.3652327029372934,0.0130406391846863,1.1890777344838662e-08,5.953211834379915e-09,1.9976720220859524e-05,0.7451324449403633,1.0,2.710505431213761e-20,0.5025906735751295,0.029325513196481,0.4757569795932967,0.0002090013530711,0.0002959999598648,0.0003909790430276,0.0009451244354915,0.0002567734595422,0.0009601796729116,0.0010055714997565,0.0029254829321557,0.6683572118133856,0.697034827152188,0.7109302965387461,0.7638970898632012,0.7331857964886139,0.7539607422414907,0.7743858837842101,0.8650753218085104,0.4518143177488193,0.0313390313390313,1.520627373369628e-08,0.1711229946524063,0.6422018348623854,0.6662340336733601,0.9567949279196156,0.9800727351087586,0.0108370691656851,0.8018650207564456,1.0,0.1536231884057972,0.1217228464419475,0.054884143571104,0.4306358381502891,0.0347593582887699,0.290362451340796,0.029907556059657288,0.012054335848822052,0.013054042004611778,0.15494205017070486,0.10031886779427786,0.12498029012008233,0.15520993113176412,0.14565727560242928,0.1528337404961486,False
1,1,4,1,0.274715989752734,0.1040516884662779,0.4444444444444445,0.418200226409101,0.0130406429007951,3.517798136281659e-10,5.922763694436086e-09,0.001351691786477,0.7131816665993757,1.0,5.759824041329242e-20,0.5880829015544041,0.0557184750733138,0.3563627008443061,0.0002197514448795,0.0003177857848961,0.0004461165043728,0.0011709030060897,0.000299915973827,0.0011551626579102,0.001249198285876,0.0043044650102112,0.65028358959412,0.67790396826278,0.6913394922257978,0.7428084644723472,0.7326515220214834,0.7534100386618994,0.773824654353669,0.8644987581272278,0.4499363725902924,0.0170940170940171,3.254153460924937e-08,0.1898395721925133,0.6391437308868502,0.6760904553106699,0.953864481384685,0.9871744664888982,0.0282874222322306,0.7981006257113592,1.0,0.110144927536232,0.1048689138576778,0.0497398543184183,0.3988439306358383,0.1016042780748662,0.1147450781877607,0.005873211984722582,0.010202552937782952,0.01441253063394177,0.13363189373917944,0.0780709054313963,0.10982976082854684,0.14890180777222697,0.18934930115190574,0.20229744750511575,False
1,1,5,1,0.3077852343107939,0.1167531119533921,0.6666666666666665,0.7044673325105902,0.0130406467749741,3.625625953647405e-09,7.367856973840423e-09,0.0001438056840106,0.9004863695698693,1.0,7.792703114739563e-20,0.4637305699481864,0.0615835777126099,0.263345350301872,0.0001012627248112,0.0001383066453917,0.0001920577204837,0.0004658725261086,0.0001127625440722,0.0004062812969068,0.0004310041248839,0.0012592775929981,0.6837439052730346,0.7133165734823631,0.727603285044541,0.7818309884192459,0.7327617704525266,0.7535135482407842,0.7739167016995185,0.8644988595517302,0.4693769483531741,0.0199430199430198,7.862990060725876e-09,0.1550802139037433,0.636085626911315,0.6578049068852372,0.9623301918763618,0.992284129176904,0.0200978531546925,0.8404077311774701,1.0,0.110144927536232,0.1161048689138576,0.0447817836812144,0.3843930635838151,0.0828877005347592,0.1328057266805602,0.0009401698442073225,0.006147626074810447,0.005026475471345628,0.02660192715459843,0.01005749140613264,0.019510879650762925,0.02591354435017145,0.06144848560505995,0.06711604215877941,False
1,1,6,1,0.222915324917757,0.0604413576996743,0.5555555555555556,0.633268474490787,0.0130406453877646,2.0323259372395038e-09,7.852517744923517e-09,0.0002915664336644,0.7613530905690379,1.0,3.3881317890172014e-20,0.5181347150259068,0.0498533724340177,0.343265430221952,0.0001064842461721,0.0001569200170181,0.000237240962375,0.000870938778434,0.0001181309083158,0.0004611449223989,0.0005362614486373,0.0024683232189374,0.6649867499989064,0.693461473674685,0.7072676693040012,0.7599663120893455,0.7283724177137492,0.7489599902841049,0.7692308229178032,0.8592688746933342,0.3798271616250906,0.0227920227920227,1.6829926583455387e-08,0.1791443850267379,0.6574923547400612,0.6712161663456675,0.9539754970965416,0.9791980824508482,0.0120066368483723,0.792541924271189,1.0,0.118840579710145,0.0692883895131085,0.0786196549137284,0.3988439306358383,0.0347593582887699,0.2713001484464096,0.0056649371017065625,0.00694412307434645,0.007573800773718877,0.022086624434533998,0.014643318348742397,0.02813663248988799,0.013971059578812558,0.029650925134882142,0.029280529548364933,False
1,1,7,1,0.1729117822363177,0.0322893148542054,0.4444444444444445,0.4391859390174714,0.013040641467728,1.0768981314051582e-09,6.032898157814859e-09,0.0004363992273252,0.693400658478497,1.0,4.0657581468206416e-20,0.5595854922279793,0.0586510263929619,0.326869587739153,0.0003294146616138,0.0005179740059681,0.000786580463178,0.0023952066398918,0.0004323414037198,0.0018299390056133,0.0021318062644227,0.0082451519917988,0.6760267636188478,0.7051704961740751,0.7192950022825426,0.7730968013764842,0.7370489738443793,0.7579864472043693,0.7785569218093631,0.8699616017390481,0.4570070044559132,0.0284900284900284,1.1562243167512949e-07,0.1764705882352941,0.6055045871559633,0.6897623201241032,0.9691834775494368,0.994158256933532,0.0219840197825092,0.7929514243324484,1.0,0.1275362318840581,0.0823970037453183,0.0701935483870967,0.4219653179190753,0.1363636363636363,0.0922300303476279,0.02634490972985125,0.013471987688854123,0.02477262773375074,0.17439859832287696,0.06850869258384404,0.2002471143329365,0.24555378342064757,0.26520334922284355,0.23149496362178587,False
1,1,8,1,0.2760955786038761,0.1009146920326206,0.7777777777777777,0.6779055477983984,0.0130406357830865,3.028580247118682e-09,8.913492307758135e-09,0.0002162162899337,0.8557368140729871,1.0,5.759824041329242e-20,0.5103626943005182,0.0498533724340175,0.3384007297050776,0.0001081096370216,0.0001550678641095,0.0002395604262741,0.0011892120412298,0.0001273777872398,0.000510990012852,0.0006015254814337,0.0036847050792955,0.6597432304248514,0.6879096547769326,0.7015811048217271,0.7538985081037304,0.731344528332775,0.7520460058466278,0.7724111286713782,0.8629222748339737,0.3800899032834791,0.0341880341880341,6.618875314185993e-08,0.2112299465240641,0.6697247706422018,0.6835054870611523,0.9616923430366564,0.9844081338564918,0.0154262805442523,0.8085692173600265,1.0,0.1246376811594203,0.0505617977528089,0.1079178885630498,0.3872832369942198,0.0347593582887699,0.26436840193936,0.007175105150361505,0.0014326480159006685,0.004096811869925379,0.012428359656295785,0.01791049400738743,0.03741339478505504,0.024964675488509162,0.02790887002852249,0.030012960990375755,False
1,1,9,1,0.2937581689704798,0.102668720704824,0.5555555555555556,0.7329160093919203,0.0130406458181744,1.444260138001898e-08,8.416265493391117e-09,2.609537430737833e-05,0.8909275070350617,1.0,4.743384504624082e-20,0.4352331606217615,0.0381231671554252,0.3520218911523259,7.461362268716118e-05,0.0001138608112965,0.0001817884988487,0.0008908407036337,9.362965603503716e-05,0.000392233243978,0.0004947927932914,0.002694351646018,0.6790169526503427,0.7083131358747088,0.7224801309414086,0.7763813699978667,0.7381315004308538,0.7590889905473819,0.7796642762608487,0.8710563400625597,0.3540743148368271,0.0056980056980056,6.100826096012483e-09,0.1925133689839571,0.6024464831804281,0.6426177349837305,0.9527385349422636,0.9884329593684223,0.0240938385463769,0.8297938596838255,1.0,0.1159420289855073,0.0692883895131085,0.0772693173293323,0.3843930635838151,0.0347593582887699,0.2626354653125975,0.0031456311461033493,0.004887768593076618,0.0047216617284890254,0.01962099305779694,0.020680627923339773,0.020958199385680335,0.0153288271971277,0.028103308344147683,0.05143635318536412,False
