evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 1824978763.2006354332 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 1184224101.0110418797 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
3 807048691.2726844549 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -2.330300 1.801653 0.931325 -3.072487 2.976504 3.791778 2.357559 -0.359850 -2.141505 2.108903 -0.806354 2.444890 0.416550 1.953278 0.712733 1.413146 0.021000 3.571741 0.253824 0.803979 3.766301 -2.695518 -2.540970 1.938793 -2.346247 3.887242 -0.827238 -1.494910 3.845884 2.961030 3.735118 1.812089 -1.722451 3.820130 -0.536007 1.604913 1.894504 -0.310020 1.228159 1.844413
5 594543302.5038198233 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -0.996065 3.859064 1.898842 0.175102 -2.450871 1.688726 -2.000431 -3.089542 2.376060 0.633885 1.841718 0.637455 1.713661 -1.302051 -2.068486 1.363189 -1.606819 -1.379100 -0.911065 0.034958 -0.707988 -2.749903 -1.287237 -4.446806 1.250463 -3.204115 -2.208767 0.104330 -1.479126 3.086029 -2.585714 0.534102 -0.078566 -2.336187 1.046553 -0.343093 1.543581 1.647008 4.326472 2.673056
6 580701597.6389945745 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
8 571570509.3910027742 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
11 486160163.0677012205 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 -1.197308 -2.231794 1.533326 0.712586 -3.537077 0.710964 1.629040 0.117851 -0.370107 -1.615297 -2.893069 1.600596 -0.618229 -0.466933 3.465442 1.369002 0.741650 0.284124 3.039990 3.439179 1.859010 1.164449 -4.189206 0.247444 -0.260214 0.187906 1.886092 -5.000000 -1.138624 0.539809 -0.933691 -2.833812 1.737927 0.553744 -1.942209 0.629634 1.643171 0.010585 1.601130 0.156520
13 334137586.2493501902 0.0000000000 1.0000000000 0.8122841359 67.0000000000 5.6061930460 0.8827329775 6.2302893085 -0.2356597144 5.3103583758 -0.1844401750 38.8165048673 -676.0610421200 27.1808721334 6.9231519925 1.542812 2.058878 -1.817526 -0.848635 1.725192 -5.000000 3.026656 1.106264 -0.091408 0.441015 -2.059871 -0.699887 2.200569 2.596044 5.000000 -0.147849 -1.317106 -1.028468 -2.036084 -0.155710 0.765465 -0.068485 2.192694 -0.468432 -0.694901 -1.162537 -3.265269 -3.135535 -2.358316 2.602856 1.790521 2.749928 -2.664423 -3.937249 -1.320113 0.351638 0.997381 2.095944 0.568559 3.485338
16 267846952.0365552604 0.0000000000 1.0000000000 1.8937387482 1.0000000000 6.3115856429 0.9979247188 3.3431669818 0.0063812183 2.8351316472 0.0054115137 11.1767654681 -1281.4312303126 26.4107874329 6.7555025413 1.051113 2.452687 0.069968 -1.217541 3.647619 -3.466163 1.806638 0.505243 3.002967 1.533536 -3.316741 1.333743 2.682715 4.616525 3.519768 0.963660 0.640865 1.276288 2.715832 0.057538 0.040702 0.414021 -2.213341 -0.316788 -0.141117 -0.170723 -1.042119 -4.236372 -2.056183 2.507144 -3.591928 0.637743 -1.106690 -0.959156 0.713343 -1.143302 3.426146 -0.027281 0.158991 2.123594
35 250245333.8403924108 0.0000000000 1.0000000000 1.8171709227 2.0000000000 6.2975227722 0.9956835807 4.0610789141 0.0776511096 3.5191030638 0.0657962278 16.4923619462 -1210.7925382615 24.6983496232 6.2829379264 -2.053813 3.404162 3.077981 -2.730834 4.527271 -3.367124 0.843582 0.973685 0.139212 0.019228 -1.958475 -1.720526 2.718335 3.455327 1.759251 -1.553360 3.186833 -0.527114 -0.547545 -0.869052 -1.005269 0.456199 0.342845 0.036616 1.776966 -1.404714 -1.612917 -0.327578 -0.342654 0.411778 -0.508511 1.187474 0.297153 1.006162 0.645689 0.676797 3.296278 -0.964889 0.541551 1.942013
