evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 85.8337070180 0.0000000000 1.0000000000 0.2222123525 67.0000000000 5.4122131266 0.8541151661 4.5299192913 0.0309165322 3.6447625522 0.0254077672 20.5201687858 128.3274750934 27.3467516449 6.9335780713 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
4 85.3917196992 0.0000000000 1.0000000000 0.2222123525 67.0000000000 5.4122131266 0.8541151661 4.5299192913 0.0309165322 3.6447625522 0.0254077672 20.5201687858 128.3274750934 27.3467516449 6.9335780713 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
6 84.4905759221 0.0000000000 1.0000000000 0.2222123525 67.0000000000 5.4122131266 0.8541151661 4.5299192913 0.0309165322 3.6447625522 0.0254077672 20.5201687858 128.3274750934 27.3467516449 6.9335780713 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
21 84.1864692731 0.0000000000 1.0000000000 1.8880024581 1.0000000000 6.3103559736 0.9977359793 3.1796836678 -0.1023444044 2.6964916332 -0.0867919136 10.1103882274 -1288.5122351688 26.7585648551 6.8126555283 0.763533 -1.610710 0.831973 0.008928 1.348304 -2.091206 2.091914 -0.917690 -1.849831 -0.981665 -0.501952 0.466363 1.680302 0.132119 -1.162371 0.878294 2.493034 -1.031152 3.257262 -1.651896 -3.865389 -3.270770 -1.604804 -1.314143 -0.958392 2.309195 -0.005740 0.276438 -2.361796 -0.435262 0.799869 -1.016609 -4.840187 -0.752994 2.032787 -2.117119 1.366752 0.576294 3.812605 -1.291667
23 83.4117367013 0.0000000000 1.0000000000 1.8880024581 1.0000000000 6.3103559736 0.9977359793 3.1796836678 -0.1023444044 2.6964916332 -0.0867919136 10.1103882274 -1288.5122351688 26.7585648551 6.8126555283 -0.373002 -0.042556 0.640985 1.906843 -2.471292 1.570238 1.795631 -0.916454 0.062438 -2.167572 -0.484208 -0.828156 0.744709 1.890305 -0.139687 0.523358 -2.924886 -5.000000 2.382856 -1.579519 -2.144386 0.597813 0.293577 3.455448 -0.244417 2.608527 1.381578 -3.955629 2.686475 0.588862 -0.928774 1.689699 -2.865060 -2.311561 -0.237693 -2.085341 1.555235 -5.000000 1.654462 -0.706218
38 80.8174299605 0.0000000000 1.0000000000 1.8000126607 2.0000000000 6.2975833458 0.9956989455 3.7133046000 -0.1674239860 3.2108602429 -0.1454828752 13.7886310525 -1206.9235681222 24.7468241126 6.3163208037 0.141536 -3.152347 -1.093563 -1.924994 -0.334005 2.438207 -1.141281 -1.872669 2.456912 0.943666 -0.437421 -0.067114 0.699455 0.150208 -1.583327 1.534203 0.515456 -2.026303 -1.157447 -3.804211 -4.447769 -2.608722 -0.529989 -0.011520 0.962490 1.134819 1.260678 0.537585 1.926098 0.848954 -1.689495 -2.716913 -0.899241 -1.229281 -1.891175 1.915837 3.719179 -5.000000 -0.348745 1.395652
61 79.4773187402 0.0000000000 1.0000000000 1.6962327049 4.0000000000 6.2718017338 0.9915732469 4.5182096211 -0.0692782724 3.9981710009 -0.0716188343 20.4142181804 -1160.1559981270 24.4601613333 6.2257112224 -0.205072 -2.554565 -0.233135 -2.109666 -0.422703 0.378296 -0.525134 -1.226642 -0.199570 -0.973079 -2.275909 0.725549 -0.775040 -2.520090 -0.794494 1.549858 -0.755815 -1.702685 0.769197 -2.798409 -2.593612 0.115131 -0.597048 1.477730 -0.854761 2.380799 1.653419 -0.751544 3.350362 -3.724037 -0.685458 0.039702 -3.802036 -1.140399 -2.250840 2.103108 2.922046 -2.926998 -0.613137 -0.974209
71 78.3159598963 0.0000000000 1.0000000000 1.6962327049 4.0000000000 6.2718017338 0.9915732469 4.5182096211 -0.0692782724 3.9981710009 -0.0716188343 20.4142181804 -1160.1559981270 24.4601613333 6.2257112224 0.459966 -0.549465 1.601101 3.219323 1.574941 1.991788 0.878758 -0.378122 0.570314 -0.732623 0.844395 -1.294429 0.703134 1.469318 0.128176 2.597242 -1.495318 -1.617824 0.985607 -4.287515 -4.677908 0.812889 -3.567360 1.321551 -0.491205 1.965408 1.916507 0.304321 3.083063 -0.370645 -0.663721 -0.545979 -2.795934 -0.732097 1.451133 -1.554457 5.000000 -1.317641 -1.331210 -3.926897
91 76.9962042086 0.0000000000 1.0000000000 1.5797049164 6.0000000000 6.2431865914 0.9870063062 4.3381099204 -0.2343609639 3.9941101041 -0.2123747383 18.8191976816 -1144.0996848201 25.7504097992 6.5694711784 -0.299591 -2.343267 1.062252 0.828232 2.372795 1.735793 -0.046763 -4.467510 0.912530 2.023076 1.630622 0.935184 -2.805099 -2.729929 -0.652874 4.192494 -1.521707 -2.509154 -0.488859 -4.135850 0.192378 0.563618 -1.028706 4.790694 1.286391 0.711256 2.250778 1.028955 0.025101 -2.357242 -0.337755 -1.631208 -0.947373 -0.035955 -0.753118 -3.272437 2.499074 -0.626153 -1.398187 -2.161912
93 76.5831141561 0.0000000000 1.0000000000 1.5797049164 6.0000000000 6.2431865914 0.9870063062 4.3381099204 -0.2343609639 3.9941101041 -0.2123747383 18.8191976816 -1144.0996848201 25.7504097992 6.5694711784 -1.716716 0.221012 0.231157 -1.330027 0.941806 0.758564 -2.664281 -1.545888 2.960713 -1.516419 1.911872 0.407831 -0.698558 -0.772758 -1.346368 0.687423 -1.669205 -1.589581 2.442017 -0.266319 -1.474244 -1.753737 -3.919953 0.795965 0.949705 0.895999 5.000000 1.844308 0.942600 -2.709770 -2.045572 0.001692 -2.578406 -2.336576 -2.285455 -2.502589 3.824633 -2.544598 0.232158 -3.531724
98 71.6587745842 0.0000000000 1.0000000000 1.5797049164 6.0000000000 6.2431865914 0.9870063062 4.3381099204 -0.2343609639 3.9941101041 -0.2123747383 18.8191976816 -1144.0996848201 25.7504097992 6.5694711784 -3.587008 -2.120416 0.453987 0.187839 0.201601 2.679923 0.123778 -1.351138 0.988461 -4.154083 2.110258 -1.470752 0.129649 -0.252995 -0.221752 2.262792 -3.631303 -0.931059 1.501658 -5.000000 -2.612406 1.996861 -1.565051 3.972048 0.712491 0.030957 1.383140 2.120293 0.943171 0.024272 -3.908859 0.215880 -0.959344 -2.372918 -0.548519 -1.204531 2.511568 -4.973454 -0.100476 -1.524637
124 69.7215125338 0.0000000000 1.0000000000 1.5035599402 8.0000000000 6.2144061877 0.9823917564 5.3401877047 -0.1275859329 4.8304070080 -0.1305846612 28.5176047213 -1112.7026698187 25.8252332579 6.5588949570 -5.000000 -1.270216 1.523292 -2.454972 -1.985895 -0.027211 -1.373464 -3.305472 4.546791 1.034139 1.467899 0.644125 -2.349013 -1.547009 -2.297889 0.790630 -2.767609 -1.277680 -3.796308 -4.976481 -2.578581 1.664417 -0.361242 2.180964 -0.687119 -0.592214 5.000000 2.761791 1.916983 -1.579880 -3.333313 0.832313 -1.810987 -0.435137 -0.347736 -4.025659 3.043237 -5.000000 -0.130083 -3.068167
136 68.8964757215 0.0000000000 1.0000000000 1.4906790023 9.0000000000 6.2014826239 0.9803055817 5.8215573431 -0.1563046449 5.3275874784 -0.1546692871 33.8905298989 -1080.3607132924 24.8007433903 6.3315067232 -3.736221 -0.756929 0.360039 -0.935900 -0.826696 0.717279 -0.693155 -1.677665 5.000000 -4.101547 0.994906 -0.432293 -0.087951 0.905122 -2.330521 2.372901 -2.481746 -1.192064 -2.128140 -3.542651 -3.609726 0.164460 -2.568103 2.835302 1.093599 -2.205942 2.477194 1.240752 1.822880 -0.906102 -1.052977 -0.594462 0.858741 -2.368274 -2.854469 2.025955 2.626645 -3.704167 0.700252 -1.159701
145 58.1330043806 0.0000000000 1.0000000000 1.4906790023 9.0000000000 6.2014826239 0.9803055817 5.8215573431 -0.1563046449 5.3275874784 -0.1546692871 33.8905298989 -1080.3607132924 24.8007433903 6.3315067232 -0.529728 -0.009960 2.595993 -2.557631 -0.509283 2.946540 -1.286637 -3.999501 4.008259 -2.653308 1.109370 0.251510 -2.108604 -2.190050 -0.336559 2.906149 -3.522585 -0.957926 -2.631909 -5.000000 -2.423495 1.915864 -3.584977 3.369017 -1.234662 -2.766575 1.388047 0.382629 1.628243 2.575947 -1.420556 -0.787723 -0.822023 -0.706996 -0.699981 -0.516798 5.000000 -3.384276 -0.673296 -4.394936
185 55.3667996473 0.0000000000 1.0000000000 1.4925898207 12.0000000000 6.1665553761 0.9746189550 6.2139599559 -0.1343627743 5.9412273311 -0.1409212019 38.6132983341 -1030.6053154539 22.9000159769 5.8488170799 -2.210697 -0.327867 1.225225 1.286315 0.544379 3.365164 -2.746980 -5.000000 4.863357 -1.741282 1.668432 2.416554 -1.422514 -1.612385 -1.462106 2.105932 -3.479870 -1.038332 -0.090564 -4.140235 -5.000000 0.578101 -4.199474 5.000000 -2.962395 -2.563600 3.034284 2.207446 3.643846 1.890464 -0.579920 0.428355 -0.453659 -1.311452 -0.783298 -2.499894 5.000000 -4.944384 -0.441547 -3.604233
261 54.1880217885 0.0000000000 1.0000000000 1.3224334002 17.0000000000 6.0971909972 0.9633906494 4.5772745186 -0.0490171489 4.4890252867 -0.0640885062 20.9514420184 -1003.4627719209 25.2674061495 6.3707696539 -1.272136 -0.574088 2.456357 -0.589638 -0.641008 5.000000 -1.813538 -3.750524 2.265960 -1.995072 1.767366 2.241698 -0.710264 0.355353 -1.436551 4.772193 -2.930339 -2.468267 -0.874310 -3.524654 -3.763028 -1.085210 -2.040338 4.044605 -2.303910 -4.717619 2.386073 0.905967 3.796561 -0.559791 -0.365095 -1.462397 -0.715446 -2.459705 -3.050041 0.385709 0.503075 -3.241821 -0.948341 -3.837389
281 52.5548587669 0.0000000000 1.0000000000 1.2839898726 18.0000000000 6.0838807180 0.9612452204 4.6954110861 -0.0292718577 4.4392773341 -0.0479856122 22.0468852676 -989.1357649227 25.5391696680 6.4904497583 -2.827536 -1.318958 2.683528 0.827411 1.936930 4.058544 -2.419189 -3.671325 2.829593 -1.244655 5.000000 -0.826565 0.016621 1.642793 1.232104 4.757752 -4.203723 -4.008251 -1.979291 -4.947168 -5.000000 0.048473 -3.845601 4.629488 -2.922888 -2.433493 5.000000 2.111205 2.706516 1.433381 -1.744374 0.589838 -1.864481 -0.784988 -1.602448 -0.827499 0.427194 -3.621998 -2.325519 -3.554395
